word,shape,distinct,meaning
nub,CVC,yes,separate
nud,CVC,yes,
nug,CVC,yes,
nup,CVC,yes,
nut,CVC,yes,
nuk,CVC,yes,
nus,CVC,yes,
nuz,CVC,yes,distribute
nuf,CVC,yes,
nuv,CVC,yes,empty
nux,CVC,yes,
nuj,CVC,yes,hell
nuc,CVC,yes,long
nuC,CVC,yes,
nul,CVC,yes,forget
nur,CVC,yes,
bim,CVC,yes,target
bin,CVC,yes,
biq,CVC,yes,being
bib,CVC,yes,we
bid,CVC,yes,ignorant
big,CVC,yes,go
bip,CVC,yes,output
bit,CVC,yes,beat
bik,CVC,yes,
bis,CVC,yes,
biz,CVC,yes,intense
bif,CVC,yes,
biv,CVC,yes,
bix,CVC,yes,
bij,CVC,yes,
bic,CVC,yes,
biC,CVC,yes,
bem,CVC,yes,
ben,CVC,yes,
beq,CVC,yes,bang
beb,CVC,yes,baby
bed,CVC,yes,bite
beg,CVC,yes,
bep,CVC,yes,
bet,CVC,yes,under
bek,CVC,yes,
bes,CVC,yes,base
bez,CVC,yes,
bef,CVC,yes,
bev,CVC,yes,
bex,CVC,yes,
bej,CVC,yes,
bec,CVC,yes,
beC,CVC,yes,
bam,CVC,yes,create
ban,CVC,yes,together/bind
baq,CVC,yes,be
bab,CVC,yes,father
bad,CVC,yes,tangent (math)
bag,CVC,yes,insect
bap,CVC,yes,
bat,CVC,yes,beauty
bak,CVC,yes,send
bas,CVC,yes,
baz,CVC,yes,
baf,CVC,yes,
bav,CVC,yes,
bax,CVC,yes,bird
baj,CVC,yes,
bac,CVC,yes,
baC,CVC,yes,by
bal,CVC,yes,
bar,CVC,yes,bear (carry)
bom,CVC,yes,
bon,CVC,yes,
boq,CVC,yes,
bob,CVC,yes,
bod,CVC,yes,
bog,CVC,yes,
bop,CVC,yes,
bot,CVC,yes,boat
bok,CVC,yes,
bos,CVC,yes,possessive plural
boz,CVC,yes,private
bof,CVC,yes,
bov,CVC,yes,debug
box,CVC,yes,
boj,CVC,yes,
boc,CVC,yes,
boC,CVC,yes,
bol,CVC,yes,
bor,CVC,yes,condition (case)
bum,CVC,yes,boom
bun,CVC,yes,
buq,CVC,yes,
bub,CVC,yes,boob
bud,CVC,yes,awake
bug,CVC,yes,cosine
bup,CVC,yes,energy
but,CVC,yes,unstable
buk,CVC,yes,
bus,CVC,yes,
buz,CVC,yes,bosom
buf,CVC,yes,
buv,CVC,yes,
bux,CVC,yes,bundle (matter condensing)
buj,CVC,yes,
buc,CVC,yes,
buC,CVC,yes,
bul,CVC,yes,blue
bur,CVC,yes,
dim,CVC,yes,you
din,CVC,yes,
diq,CVC,yes,
dib,CVC,yes,connect
did,CVC,yes,deed
dig,CVC,yes,sine
dip,CVC,yes,tree
dit,CVC,yes,
dik,CVC,yes,
dis,CVC,yes,number
diz,CVC,yes,
dif,CVC,yes,define
div,CVC,yes,drive
dix,CVC,yes,
dij,CVC,yes,
dic,CVC,yes,
diC,CVC,yes,
dem,CVC,yes,
den,CVC,yes,
deq,CVC,yes,
deb,CVC,yes,
ded,CVC,yes,
deg,CVC,yes,
dep,CVC,yes,
det,CVC,yes,datetime stamp/instance in time
dek,CVC,yes,
des,CVC,yes,
dez,CVC,yes,dynamic
def,CVC,yes,
dev,CVC,yes,
dex,CVC,yes,
dej,CVC,yes,orange
dec,CVC,yes,
deC,CVC,yes,
dam,CVC,yes,morality
dan,CVC,yes,the
daq,CVC,yes,
dab,CVC,yes,
dad,CVC,yes,content
dag,CVC,yes,dog
dap,CVC,yes,
dat,CVC,yes,word
dak,CVC,yes,physical
das,CVC,yes,understand
daz,CVC,yes,
daf,CVC,yes,previous
dav,CVC,yes,divine
dax,CVC,yes,
daj,CVC,yes,
dac,CVC,yes,death
daC,CVC,yes,
dal,CVC,yes,matter (physics)
dar,CVC,yes,
dom,CVC,yes,state
don,CVC,yes,
doq,CVC,yes,
dob,CVC,yes,two
dod,CVC,yes,
dog,CVC,yes,
dop,CVC,yes,
dot,CVC,yes,
dok,CVC,yes,
dos,CVC,yes,
doz,CVC,yes,here
dof,CVC,yes,
dov,CVC,yes,
dox,CVC,yes,
doj,CVC,yes,
doc,CVC,yes,
doC,CVC,yes,
dol,CVC,yes,
dor,CVC,yes,door
dum,CVC,yes,negative
dun,CVC,yes,join (to one)
duq,CVC,yes,
dub,CVC,yes,aware
dud,CVC,yes,friend
dug,CVC,yes,drink
dup,CVC,yes,
dut,CVC,yes,
duk,CVC,yes,minute
dus,CVC,yes,reduce
duz,CVC,yes,do
duf,CVC,yes,
duv,CVC,yes,
dux,CVC,yes,condition (general state)
duj,CVC,yes,
duc,CVC,yes,
duC,CVC,yes,
dul,CVC,yes,delete
dur,CVC,yes,
gim,CVC,yes,magic
gin,CVC,yes,sync
giq,CVC,yes,
gib,CVC,yes,guide
gid,CVC,yes,
gig,CVC,yes,
gip,CVC,yes,
git,CVC,yes,infinite
gik,CVC,yes,user
gis,CVC,yes,will (future)
giz,CVC,yes,position
gif,CVC,yes,give
giv,CVC,yes,
gix,CVC,yes,
gij,CVC,yes,
gic,CVC,yes,
giC,CVC,yes,
gem,CVC,yes,game
gen,CVC,yes,
geq,CVC,yes,
geb,CVC,yes,
ged,CVC,yes,
geg,CVC,yes,
gep,CVC,yes,
get,CVC,yes,
gek,CVC,yes,
ges,CVC,yes,
gez,CVC,yes,
gef,CVC,yes,
gev,CVC,yes,
gex,CVC,yes,
gej,CVC,yes,
gec,CVC,yes,
geC,CVC,yes,
gam,CVC,yes,
gan,CVC,yes,garden
gaq,CVC,yes,
gab,CVC,yes,eat
gad,CVC,yes,god
gag,CVC,yes,child
gap,CVC,yes,
gat,CVC,yes,
gak,CVC,yes,
gas,CVC,yes,
gaz,CVC,yes,possess
gaf,CVC,yes,
gav,CVC,yes,how (missing-action-focus)
gax,CVC,yes,
gaj,CVC,yes,
gac,CVC,yes,
gaC,CVC,yes,gather
gal,CVC,yes,too
gar,CVC,yes,language
gom,CVC,yes,
gon,CVC,yes,
goq,CVC,yes,job
gob,CVC,yes,
god,CVC,yes,gold
gog,CVC,yes,
gop,CVC,yes,
got,CVC,yes,antenna
gok,CVC,yes,
gos,CVC,yes,
goz,CVC,yes,
gof,CVC,yes,
gov,CVC,yes,
gox,CVC,yes,
goj,CVC,yes,
goc,CVC,yes,
goC,CVC,yes,
gol,CVC,yes,goal
gor,CVC,yes,
gum,CVC,yes,come
gun,CVC,yes,representation
guq,CVC,yes,
gub,CVC,yes,like (filler)
gud,CVC,yes,
gug,CVC,yes,
gup,CVC,yes,
gut,CVC,yes,gut
guk,CVC,yes,
gus,CVC,yes,back (front)
guz,CVC,yes,lose
guf,CVC,yes,
guv,CVC,yes,end
gux,CVC,yes,
guj,CVC,yes,memory
guc,CVC,yes,
guC,CVC,yes,
gul,CVC,yes,exponent
gur,CVC,yes,
pim,CVC,yes,permeate
pin,CVC,yes,
piq,CVC,yes,request
pib,CVC,yes,
pid,CVC,yes,
pig,CVC,yes,
pip,CVC,yes,individual
pit,CVC,yes,pure
pik,CVC,yes,master
pis,CVC,yes,
piz,CVC,yes,
pif,CVC,yes,
piv,CVC,yes,
pix,CVC,yes,
pij,CVC,yes,
pic,CVC,yes,
piC,CVC,yes,
pem,CVC,yes,they (communicating-agent-external-reference-focus)
pen,CVC,yes,
peq,CVC,yes,pay
peb,CVC,yes,
ped,CVC,yes,
peg,CVC,yes,
pep,CVC,yes,
pet,CVC,yes,
pek,CVC,yes,
pes,CVC,yes,
pez,CVC,yes,
pef,CVC,yes,
pev,CVC,yes,
pex,CVC,yes,
pej,CVC,yes,
pec,CVC,yes,
peC,CVC,yes,
pam,CVC,yes,pray
pan,CVC,yes,yes
paq,CVC,yes,response
pab,CVC,yes,
pad,CVC,yes,
pag,CVC,yes,
pap,CVC,yes,
pat,CVC,yes,dimension
pak,CVC,yes,package
pas,CVC,yes,space
paz,CVC,yes,
paf,CVC,yes,
pav,CVC,yes,
pax,CVC,yes,
paj,CVC,yes,
pac,CVC,yes,path
paC,CVC,yes,
pal,CVC,yes,
par,CVC,yes,depart/from
pom,CVC,yes,different
pon,CVC,yes,
poq,CVC,yes,
pob,CVC,yes,
pod,CVC,yes,free
pog,CVC,yes,
pop,CVC,yes,property (of object)
pot,CVC,yes,honorific (address)
pok,CVC,yes,
pos,CVC,yes,
poz,CVC,yes,
pof,CVC,yes,
pov,CVC,yes,
pox,CVC,yes,
poj,CVC,yes,
poc,CVC,yes,
poC,CVC,yes,
pol,CVC,yes,
por,CVC,yes,poor
pum,CVC,yes,time (count)
pun,CVC,yes,
puq,CVC,yes,
pub,CVC,yes,
pud,CVC,yes,
pug,CVC,yes,
pup,CVC,yes,
put,CVC,yes,
puk,CVC,yes,
pus,CVC,yes,
puz,CVC,yes,
puf,CVC,yes,
puv,CVC,yes,
pux,CVC,yes,
puj,CVC,yes,
puc,CVC,yes,
puC,CVC,yes,
pul,CVC,yes,pull
pur,CVC,yes,
tim,CVC,yes,team
tin,CVC,yes,between
tiq,CVC,yes,mental experience
tib,CVC,yes,
tid,CVC,yes,
tig,CVC,yes,
tip,CVC,yes,step
tit,CVC,yes,
tik,CVC,yes,
tis,CVC,yes,
tiz,CVC,yes,ellipse
tif,CVC,yes,
tiv,CVC,yes,conscious
tix,CVC,yes,tingle
tij,CVC,yes,
tic,CVC,yes,fourteen
tiC,CVC,yes,
tem,CVC,yes,
ten,CVC,yes,tan (color)
teq,CVC,yes,like (as if)
teb,CVC,yes,
ted,CVC,yes,
teg,CVC,yes,
tep,CVC,yes,
tet,CVC,yes,signal
tek,CVC,yes,take
tes,CVC,yes,
tez,CVC,yes,
tef,CVC,yes,left
tev,CVC,yes,
tex,CVC,yes,
tej,CVC,yes,
tec,CVC,yes,
teC,CVC,yes,
tam,CVC,yes,meditate
tan,CVC,yes,
taq,CVC,yes,tongue
tab,CVC,yes,stable
tad,CVC,yes,tail
tag,CVC,yes,
tap,CVC,yes,
tat,CVC,yes,sibling
tak,CVC,yes,talk
tas,CVC,yes,test
taz,CVC,yes,
taf,CVC,yes,good
tav,CVC,yes,
tax,CVC,yes,
taj,CVC,yes,down (to be cool with something)
tac,CVC,yes,set (get)
taC,CVC,yes,
tal,CVC,yes,tell
tar,CVC,yes,tire (sleep)
tom,CVC,yes,atom
ton,CVC,yes,agent (one who does x)
toq,CVC,yes,
tob,CVC,yes,
tod,CVC,yes,term
tog,CVC,yes,
top,CVC,yes,
tot,CVC,yes,
tok,CVC,yes,structure
tos,CVC,yes,task
toz,CVC,yes,position (cardinal)
tof,CVC,yes,
tov,CVC,yes,
tox,CVC,yes,text
toj,CVC,yes,
toc,CVC,yes,
toC,CVC,yes,
tol,CVC,yes,
tor,CVC,yes,before
tum,CVC,yes,
tun,CVC,yes,
tuq,CVC,yes,type
tub,CVC,yes,tube
tud,CVC,yes,
tug,CVC,yes,
tup,CVC,yes,impure
tut,CVC,yes,
tuk,CVC,yes,
tus,CVC,yes,
tuz,CVC,yes,because
tuf,CVC,yes,
tuv,CVC,yes,input (computing)
tux,CVC,yes,intuition
tuj,CVC,yes,
tuc,CVC,yes,emotion
tuC,CVC,yes,
tul,CVC,yes,tool
tur,CVC,yes,turf
kim,CVC,yes,climb
kin,CVC,yes,
kiq,CVC,yes,action
kib,CVC,yes,
kid,CVC,yes,could
kig,CVC,yes,
kip,CVC,yes,tune
kit,CVC,yes,
kik,CVC,yes,kick
kis,CVC,yes,bottom
kiz,CVC,yes,if
kif,CVC,yes,
kiv,CVC,yes,intent
kix,CVC,yes,process
kij,CVC,yes,
kic,CVC,yes,
kiC,CVC,yes,
kem,CVC,yes,
ken,CVC,yes,communicate
keq,CVC,yes,
keb,CVC,yes,
ked,CVC,yes,
keg,CVC,yes,
kep,CVC,yes,clone
ket,CVC,yes,but
kek,CVC,yes,agree
kes,CVC,yes,case (situation)
kez,CVC,yes,
kef,CVC,yes,
kev,CVC,yes,
kex,CVC,yes,
kej,CVC,yes,
kec,CVC,yes,
keC,CVC,yes,
kam,CVC,yes,calm
kan,CVC,yes,aggregate
kaq,CVC,yes,object
kab,CVC,yes,receive
kad,CVC,yes,
kag,CVC,yes,
kap,CVC,yes,
kat,CVC,yes,focus
kak,CVC,yes,
kas,CVC,yes,
kaz,CVC,yes,cause
kaf,CVC,yes,cough
kav,CVC,yes,
kax,CVC,yes,perfect
kaj,CVC,yes,
kac,CVC,yes,
kaC,CVC,yes,
kal,CVC,yes,time
kar,CVC,yes,call
kom,CVC,yes,five
kon,CVC,yes,and
koq,CVC,yes,
kob,CVC,yes,
kod,CVC,yes,code
kog,CVC,yes,
kop,CVC,yes,scope
kot,CVC,yes,
kok,CVC,yes,disagree
kos,CVC,yes,
koz,CVC,yes,z-axis
kof,CVC,yes,default
kov,CVC,yes,cover
kox,CVC,yes,cell (biology)
koj,CVC,yes,fool
koc,CVC,yes,
koC,CVC,yes,
kol,CVC,yes,all
kor,CVC,yes,
kum,CVC,yes,back area
kun,CVC,yes,
kuq,CVC,yes,manner
kub,CVC,yes,cube
kud,CVC,yes,miss (didn't touch)
kug,CVC,yes,
kup,CVC,yes,tone
kut,CVC,yes,
kuk,CVC,yes,
kus,CVC,yes,constant
kuz,CVC,yes,
kuf,CVC,yes,clue
kuv,CVC,yes,divide
kux,CVC,yes,
kuj,CVC,yes,
kuc,CVC,yes,
kuC,CVC,yes,
kul,CVC,yes,cool (interjection)
kur,CVC,yes,down
him,CVC,yes,nothing
hin,CVC,yes,hi
hiq,CVC,yes,
hib,CVC,yes,
hid,CVC,yes,not hidden
hig,CVC,yes,
hip,CVC,yes,group
hit,CVC,yes,heat
hik,CVC,yes,hike
his,CVC,yes,snake
hiz,CVC,yes,
hif,CVC,yes,
hiv,CVC,yes,
hix,CVC,yes,peach (color)
hij,CVC,yes,
hic,CVC,yes,
hiC,CVC,yes,
hem,CVC,yes,hey
hen,CVC,yes,
heq,CVC,yes,hang
heb,CVC,yes,
hed,CVC,yes,
heg,CVC,yes,
hep,CVC,yes,
het,CVC,yes,
hek,CVC,yes,hour
hes,CVC,yes,
hez,CVC,yes,every
hef,CVC,yes,
hev,CVC,yes,
hex,CVC,yes,
hej,CVC,yes,
hec,CVC,yes,
heC,CVC,yes,
ham,CVC,yes,hmm
han,CVC,yes,zero
haq,CVC,yes,
hab,CVC,yes,
had,CVC,yes,head
hag,CVC,yes,
hap,CVC,yes,event
hat,CVC,yes,at
hak,CVC,yes,hack (work)
has,CVC,yes,hyper
haz,CVC,yes,have
haf,CVC,yes,
hav,CVC,yes,
hax,CVC,yes,
haj,CVC,yes,
hac,CVC,yes,
haC,CVC,yes,
hal,CVC,yes,how
har,CVC,yes,era
hom,CVC,yes,home
hon,CVC,yes,
hoq,CVC,yes,hold
hob,CVC,yes,
hod,CVC,yes,period of x (-hood)
hog,CVC,yes,
hop,CVC,yes,hope
hot,CVC,yes,
hok,CVC,yes,okay
hos,CVC,yes,
hoz,CVC,yes,cardinal number
hof,CVC,yes,
hov,CVC,yes,floating point
hox,CVC,yes,
hoj,CVC,yes,
hoc,CVC,yes,
hoC,CVC,yes,
hol,CVC,yes,whole
hor,CVC,yes,
hum,CVC,yes,urge
hun,CVC,yes,illusion
huq,CVC,yes,uh
hub,CVC,yes,x-axis
hud,CVC,yes,hide
hug,CVC,yes,
hup,CVC,yes,
hut,CVC,yes,heed
huk,CVC,yes,hook
hus,CVC,yes,
huz,CVC,yes,duration
huf,CVC,yes,
huv,CVC,yes,handle
hux,CVC,yes,
huj,CVC,yes,
huc,CVC,yes,
huC,CVC,yes,
hul,CVC,yes,
hur,CVC,yes,
sim,CVC,yes,
sin,CVC,yes,
siq,CVC,yes,
sib,CVC,yes,
sid,CVC,yes,seed
sig,CVC,yes,front
sip,CVC,yes,asleep
sit,CVC,yes,medium
sik,CVC,yes,seek
sis,CVC,yes,
siz,CVC,yes,peace
sif,CVC,yes,purple
siv,CVC,yes,perceive
six,CVC,yes,all encompasing thing
sij,CVC,yes,
sic,CVC,yes,
siC,CVC,yes,hush
sem,CVC,yes,same (sym-)
sen,CVC,yes,
seq,CVC,yes,
seb,CVC,yes,
sed,CVC,yes,
seg,CVC,yes,
sep,CVC,yes,swipe
set,CVC,yes,
sek,CVC,yes,percept
ses,CVC,yes,
sez,CVC,yes,sir
sef,CVC,yes,continue
sev,CVC,yes,save
sex,CVC,yes,
sej,CVC,yes,
sec,CVC,yes,
seC,CVC,yes,etc.
sam,CVC,yes,sound
san,CVC,yes,sun
saq,CVC,yes,song
sab,CVC,yes,describe
sad,CVC,yes,
sag,CVC,yes,beyond (extra- or hyper-)
sap,CVC,yes,present (now)
sat,CVC,yes,sight
sak,CVC,yes,
sas,CVC,yes,parent
saz,CVC,yes,emphasize
saf,CVC,yes,
sav,CVC,yes,silver
sax,CVC,yes,wash
saj,CVC,yes,etc
sac,CVC,yes,
saC,CVC,yes,
sal,CVC,yes,like (similar)
sar,CVC,yes,surf
som,CVC,yes,drug
son,CVC,yes,
soq,CVC,yes,
sob,CVC,yes,
sod,CVC,yes,mystery
sog,CVC,yes,reason
sop,CVC,yes,so/transition
sot,CVC,yes,
sok,CVC,yes,around/surround
sos,CVC,yes,
soz,CVC,yes,also
sof,CVC,yes,each
sov,CVC,yes,
sox,CVC,yes,
soj,CVC,yes,
soc,CVC,yes,
soC,CVC,yes,
sol,CVC,yes,soul
sor,CVC,yes,file (computer)
sum,CVC,yes,
sun,CVC,yes,
suq,CVC,yes,
sub,CVC,yes,I
sud,CVC,yes,
sug,CVC,yes,
sup,CVC,yes,above (super)/hover
sut,CVC,yes,store
suk,CVC,yes,top
sus,CVC,yes,
suz,CVC,yes,
suf,CVC,yes,self (auto-)
suv,CVC,yes,observe
sux,CVC,yes,
suj,CVC,yes,
suc,CVC,yes,
suC,CVC,yes,three
sul,CVC,yes,still (time)
sur,CVC,yes,assert
zim,CVC,yes,pleasure
zin,CVC,yes,decision
ziq,CVC,yes,zing
zib,CVC,yes,
zid,CVC,yes,
zig,CVC,yes,gain
zip,CVC,yes,graph
zit,CVC,yes,
zik,CVC,yes,
zis,CVC,yes,
ziz,CVC,yes,
zif,CVC,yes,
ziv,CVC,yes,
zix,CVC,yes,
zij,CVC,yes,
zic,CVC,yes,
ziC,CVC,yes,
zem,CVC,yes,plasma (matter)
zen,CVC,yes,
zeq,CVC,yes,
zeb,CVC,yes,
zed,CVC,yes,
zeg,CVC,yes,
zep,CVC,yes,
zet,CVC,yes,olive (color)
zek,CVC,yes,
zes,CVC,yes,
zez,CVC,yes,
zef,CVC,yes,
zev,CVC,yes,
zex,CVC,yes,
zej,CVC,yes,
zec,CVC,yes,
zeC,CVC,yes,
zam,CVC,yes,
zan,CVC,yes,one
zaq,CVC,yes,presence
zab,CVC,yes,public
zad,CVC,yes,
zag,CVC,yes,
zap,CVC,yes,zap
zat,CVC,yes,
zak,CVC,yes,effect
zas,CVC,yes,
zaz,CVC,yes,
zaf,CVC,yes,equal (iso-)
zav,CVC,yes,lie
zax,CVC,yes,
zaj,CVC,yes,
zac,CVC,yes,
zaC,CVC,yes,
zal,CVC,yes,
zar,CVC,yes,vowel
zom,CVC,yes,so/great
zon,CVC,yes,zone
zoq,CVC,yes,
zob,CVC,yes,
zod,CVC,yes,
zog,CVC,yes,
zop,CVC,yes,
zot,CVC,yes,
zok,CVC,yes,try
zos,CVC,yes,
zoz,CVC,yes,
zof,CVC,yes,
zov,CVC,yes,
zox,CVC,yes,sense
zoj,CVC,yes,
zoc,CVC,yes,
zoC,CVC,yes,
zol,CVC,yes,
zor,CVC,yes,
zum,CVC,yes,zoom
zun,CVC,yes,
zuq,CVC,yes,
zub,CVC,yes,absorb
zud,CVC,yes,
zug,CVC,yes,
zup,CVC,yes,
zut,CVC,yes,identity
zuk,CVC,yes,where
zus,CVC,yes,experience
zuz,CVC,yes,converse (talk)
zuf,CVC,yes,
zuv,CVC,yes,
zux,CVC,yes,
zuj,CVC,yes,
zuc,CVC,yes,
zuC,CVC,yes,
zul,CVC,yes,animal
zur,CVC,yes,fall
fim,CVC,yes,female
fin,CVC,yes,
fiq,CVC,yes,
fib,CVC,yes,
fid,CVC,yes,next
fig,CVC,yes,
fip,CVC,yes,
fit,CVC,yes,
fik,CVC,yes,
fis,CVC,yes,
fiz,CVC,yes,
fif,CVC,yes,
fiv,CVC,yes,
fix,CVC,yes,belief
fij,CVC,yes,
fic,CVC,yes,
fiC,CVC,yes,
fem,CVC,yes,
fen,CVC,yes,
feq,CVC,yes,
feb,CVC,yes,
fed,CVC,yes,
feg,CVC,yes,
fep,CVC,yes,
fet,CVC,yes,eight
fek,CVC,yes,fake
fes,CVC,yes,face
fez,CVC,yes,
fef,CVC,yes,
fev,CVC,yes,
fex,CVC,yes,
fej,CVC,yes,
fec,CVC,yes,
feC,CVC,yes,
fam,CVC,yes,family
fan,CVC,yes,find
faq,CVC,yes,
fab,CVC,yes,
fad,CVC,yes,
fag,CVC,yes,
fap,CVC,yes,
fat,CVC,yes,
fak,CVC,yes,fuck
fas,CVC,yes,
faz,CVC,yes,green
faf,CVC,yes,
fav,CVC,yes,
fax,CVC,yes,
faj,CVC,yes,
fac,CVC,yes,
faC,CVC,yes,
fal,CVC,yes,
far,CVC,yes,
fom,CVC,yes,
fon,CVC,yes,device
foq,CVC,yes,
fob,CVC,yes,
fod,CVC,yes,
fog,CVC,yes,
fop,CVC,yes,
fot,CVC,yes,right (direction)
fok,CVC,yes,halt
fos,CVC,yes,else
foz,CVC,yes,
fof,CVC,yes,
fov,CVC,yes,
fox,CVC,yes,
foj,CVC,yes,
foc,CVC,yes,
foC,CVC,yes,
fol,CVC,yes,
for,CVC,yes,fire
fum,CVC,yes,
fun,CVC,yes,within (endo-)
fuq,CVC,yes,function
fub,CVC,yes,
fud,CVC,yes,
fug,CVC,yes,figure (it out)
fup,CVC,yes,borrow
fut,CVC,yes,bad
fuk,CVC,yes,
fus,CVC,yes,discontinuous
fuz,CVC,yes,fusion
fuf,CVC,yes,
fuv,CVC,yes,
fux,CVC,yes,
fuj,CVC,yes,refuge
fuc,CVC,yes,
fuC,CVC,yes,
ful,CVC,yes,fuel
fur,CVC,yes,fail
vim,CVC,yes,way/style
vin,CVC,yes,fill (-full)
viq,CVC,yes,everything
vib,CVC,yes,
vid,CVC,yes,veer
vig,CVC,yes,start
vip,CVC,yes,six
vit,CVC,yes,information
vik,CVC,yes,
vis,CVC,yes,see
viz,CVC,yes,
vif,CVC,yes,
viv,CVC,yes,
vix,CVC,yes,preserve
vij,CVC,yes,
vic,CVC,yes,bit
viC,CVC,yes,
vem,CVC,yes,
ven,CVC,yes,
veq,CVC,yes,
veb,CVC,yes,byte
ved,CVC,yes,study or science of (-ology)
veg,CVC,yes,
vep,CVC,yes,
vet,CVC,yes,
vek,CVC,yes,filter
ves,CVC,yes,vessel
vez,CVC,yes,
vef,CVC,yes,
vev,CVC,yes,
vex,CVC,yes,reveal
vej,CVC,yes,
vec,CVC,yes,
veC,CVC,yes,
vam,CVC,yes,
van,CVC,yes,having the nature of (-ivity)
vaq,CVC,yes,
vab,CVC,yes,vibe
vad,CVC,yes,
vag,CVC,yes,
vap,CVC,yes,
vat,CVC,yes,body
vak,CVC,yes,multiply
vas,CVC,yes,aspect
vaz,CVC,yes,
vaf,CVC,yes,
vav,CVC,yes,repeat
vax,CVC,yes,it
vaj,CVC,yes,
vac,CVC,yes,
vaC,CVC,yes,
val,CVC,yes,value
var,CVC,yes,variable
vom,CVC,yes,
von,CVC,yes,sin
voq,CVC,yes,
vob,CVC,yes,
vod,CVC,yes,void
vog,CVC,yes,black
vop,CVC,yes,
vot,CVC,yes,vote
vok,CVC,yes,
vos,CVC,yes,
voz,CVC,yes,voice
vof,CVC,yes,
