tune,english
djasol,jostle
djasor,thick
djasum,burn
djatat,jut
djavat,jive
djedun,jade
djelas,jail
djikad,strive
djimal,lash
djinks,jinx
djirig,jeer
djixik,diet
djonik,journey
djorit,jury
djotoq,traffic
djubat,bar
djudap,enormous
djufen,entangle
djulan,joule
djulok,dimple
djuvas,swift
dokran,mediocre
dolpeq,cloak
dornic,underneath
drabon,draw
draduc,put up with
dragan,dragon
draman,drama
drenak,tuber (vegetable)
drenor,drain
drepor,drape
dretik,diuretic
dribol,dribble
drilag,drill
drivav,derivative
drixum,proud
dronam,crow (bird)
dronaq,drown
drupat,droop
dunpat,dune
dupket,duplicate
fabrik,fabric
fadjal,radish (vegetable)
fadjat,fudge
faksoC,fax
falfil,fulfil
falkan,falcon
falsan,file (sand)
falsit,fallacy
faltor,falter
fambol,fumble
fandal,magnify
fandex,foundation
fandic,found
fanfev,fan (favorite)
fansik,fantasy
fansur,find out
fantan,rebound
fanteq,writhe
fantom,phantom
faqban,handy
faqdud,demeanor
faqguk,foul
faqmul,graze
faqxaq,aroma
faqzik,deter
farbix,refurbish
farkis,squirm
farmiq,farm (activity)
farpir,twitch
farsim,publish
faslam,bean (vegetable)
fastet,facilitate
fatorn,factory
fatzot,compensate
faxpix,rummage
fedjul,fad
fedret,federate
fendac,fend
fendul,struggle
fenlaq,heft
fensan,diffract
fentik,faint
fenxip,analysis
feqget,signature
feqmin,honey
fetxaq,extraordinary
fevrat,favorite
fezant,pheasant
fiClat,violin
fidjik,fidget
filfil,pepper (vegetable)
filmat,film (residue)
finsup,incinerate
fintav,definitive
fiqdug,poise
fiqgor,finger
fistan,feast
fitxir,fantastic
flaboz,flab
fladur,flatter
flanaq,flaw
flapan,flap
flaxik,flashy
flebar,ebb
flekiC,flake
flesiq,flay
flibur,flea
flidan,flee
flikot,flick
flitiq,fleeting
flogat,flog
flogem,phloem
flopad,pod (flower)
florix,flourish
fluman,butterfly
flutan,flute
foledj,foliage
folfil,fulfill
folnam,foil
folras,fill in
folsur,fill out
fomant,foment
fonten,fountain
forCor,further
forCun,makeup
fordal,ford
forgiv,forgive
forgok,forgo
forkov,fork
formag,former
formal,formal
format,format
formik,ant
forsiC,foresee
fostat,foist
foxdol,foreshadow
freCin,frost
freliq,fray
fretak,fret
fretip,fret (get upset)
fumget,fumigate
furnaq,fern
furnis,furnace
gabrod,gabbro
galric,gallery
galxiq,loud
gambir,serious
gaqdem,disk
gaqgal,ad
gaqtxi,piano
garbal,garble
garnix,garnish
garnur,garner
garzin,axe
gaslin,gasoline
gaston,gust
gedjiz,gauge
geprot,gape
geqzal,worse
gimlan,benefut
givadj,give away
glabun,glob
glants,glance
gledan,glitter
glemps,glimpse
glexar,glacier
gleziC,glaze
gligal,glee
gliniq,glean
glisan,glisten
glosig,gloss
glosig,gloss
glotor,gloat
glumag,gloom
golpan,gulp
gonpiq,fair (just)
goqsip,firm
gorgol,gurgle
grabic,grab
gramar,grammar
granat,granite
grapol,grapple
grasap,grasshopper
grasuc,grass roots
gratud,gratitude
gravol,grovel
gribas,grebe
gridig,greed
grimag,grimace
grinaq,grin
grisap,grease
grolig,roll
groniq,groan
gropor,grope
grozik,eat up
gruman,groom
grunal,well (water)
gruqit,rung
gruvib,groove
habdak,abduct
habjur,abjure
hablix,abolish
habnet,hibernate
habort,abort
habrid,hybrid
habrop,abrupt
habses,obsess
habtus,obtuse
hacket,authenticate
haclit,athlete
hadgim,demonstrate
hadjak,hijack
hadjal,agile
hadjan,convince
hadjat,propel
hadjin,adjoin
hadket,adequate
hadkik,repress
hadmar,admire
hadmix,admission
hadorn,adorn
hadorz,adore
hadres,address
hadret,hydrate
hadron,hadron
hadsak,displacement of water by submerged body
hadsuk,hat
hadvas,advice
hadvat,non-dual
hadxen,audition
hadzon,odds
hafbet,alphabet
hafend,offend
hafenz,offence
hafiks,affix
hafkes,efficacy
hafkid,deposit
hafkir,forfeit
haflet,affiliate
haflik,afflict
haflot,discriminate
hafnot,refer
haform,affirm
hafort,effort
hafrid,afford
hafsat,offset
haftir,exempt
hafxir,thaw
hagalx,agriculture
hagbir,boost
haglid,scar
hagnid,agony
hagrat,fee
hagrot,hag
hagzam,exaggeration
hagzim,exaggerate
hakant,account
hakbar,mouse
hakbid,burden
hakbod,hexapoda
haklat,resolution
haklem,acclaim
hakliv,staple (action)
haklud,occlude
haknik,choke
hakniq,subdue
hakord,accord
hakpan,occupy
hakrad,awkward
hakrav,scorpion
hakret,accurate
hakrun,accrue
haksal,accelerate
haksan,axon
hakses,access
haksid,exceed
haksim,enchant
haksol,axel
haksom,axiom
haktad,tie
haktiv,activity
haktor,act
hakveC,determinant (math)
hakvet,activate
hakxar,imperishable
hakxaz,actualize
hakxiv,esteem
hakxun,auction
haladj,allege
haland,island
halark,luxury
halask,ayahuasca
halbon,protein
halciq,health
halgex,allegation
halgor,allegory
halkal,alcohol
halket,allocate
halmor,helm
halnet,alternate
halord,award
halorg,allow
halpan,span
halpen,help
haltor,alter
haltur,moonlighting
halvon,hallow
hamant,amount
hambas,emboss
hambax,ambush
hament,amend
hampan,hump
hampid,impede
hampor,hamper
hamrid,instigate
hamtet,amputate
hanaks,annex
hanand,bliss
hanart,inherit
hanbal,enable
handag,hound
handan,bleak
handav,endeavor
handid,indeed
handur,endure
hanfuz,infuse
hanket,antiquate
hankit,impose
hankod,encode
hankom,honeycomb
hanlag,analog
hanlat,enlighten
hanmik,diminish
hanorx,xnor
hanpas,encompass
hanrol,enroll
hansul,ensue
hantal,entail
hantan,intertwine
hantik,antique
hantil,until
hantoj,haunt
hanvit,envy
hanvop,envelope
hanxaq,serene
hanxet,initiate
hanxim,resuscitate
hanxur,insure
hanzaq,mount
hapdat,expedite
hapend,append
haplan,apply
haplas,helpless
hapont,appoint
hapraz,oppose/against
hapret,operate
haprez,appraise
haprut,uproot
hapsat,upset
hapsod,episode
haptat,appetite
haptor,opt
haptud,aptitude
haqgej,engage
haqkid,honk
haqlek,queue
harand,errand
harats,country
haratx,auroch
harbor,harbor
harcas,planet earth
harCur,rigorous
harest,arrest
harfat,artifact (museum object)
hargal,habit
hargiz,irritate
haritz,tyrant
harked,arcade
harkiq,hierarchy
harkun,argue
harlig,early
harnak,purse
hartaj,heritage
hartak,architect
hartiq,discourage
harutz,ravine
harvik,whale
harxak,conviction
harxam,registration
harxim,impress
hasalt,assault
hasamp,assemble
hasdir,resolve
hasend,ascend
hasgar,closure
haskim,consent
haskit,husk
haslim,escalate
haspex,especially
haspot,expert
haspur,aspire
hasram,ridiculous
hasrat,film (video)
hastek,oust
hatand,attend
hatbil,dip
hatbus,bus
hatest,attest
hatgar,challenge
hatkaf,seizure (taking)
hatlod,outlaw
hatrak,attract
hatrib,attribute
hatrid,disturb
hatsap,offer
hatvot,outline
hatxik,hatch
hatxiv,achieve
hatxol,cooperate
hatxuq,estuary
hatzal,shade
hatzan,cool (action)
hatzar,declaration
hatzat,ignite
hatzid,parade
hatzir,hay
hatzum,petition
havkin,distinguish
havlit,highlight
havort,avert
havrix,brush
havriz,shirk
havtak,ensure
haxaps,inspiration
haxitz,reproduce
haxlak,implication
haxlim,reconcile
haxmad,extermination
haxmit,omit
haxpak,influence
haxpal,humiliation
haxrix,implant
haxtil,transplant
hazkir,remind
hazlif,sprinkle
hazman,invitation
hazmin,invite
hazrik,inject
hecral,ethereal
hedriq,aid
hegzal,exhale
hegzud,exude
hegzum,exhume
hekorn,acorn
hekrat,acre
heksas,excess
heksat,excite
heksul,excel
helbon,insult
hembam,embalm
hempac,empathy
hendir,endear
hendol,endow
hendus,induce
henrik,henry (measurement)
hentas,entice
hentot,entitle
heqkor,anchor
heqsur,hang out
heqvun,hang on
hesnop,hail (snow)
hetxam,yawn
hidlan,headline
higlan,eagle (bird)
higlut,bed
hignus,igneous
higruf,fist
hiklar,equal
hilaps,elapse
hiltac,hesitate
hilutz,constrain
himars,immerse
himpak,impact
himpal,impale
himsiq,invent
himtet,imitate
hindak,induct
hindat,indict
hindor,hinder
hinfek,infect
hinfes,interface
hinfur,infer
hinkar,inquire
hinkor,incur
hinlaq,inlay
hinsab,inhabit
hinsal,inhale
hinsis,insist
hinten,intend
hinvet,innovate
hinvok,invoke
hinvos,invoice
hinxal,initial (beginning)
hiptaz,hypnotize
hiqkam,income
hiqkub,incubate
hirdas,iridescence
hirgat,irrigate
hiskep,escape
hispik,suffice
hitkaf,spasm
hitkat,ingratiate
hitmet,intimate
hitpak,explode
hitrap,recover
hitxiq,hitch
hitzum,climax
hitzuv,design
hivniq,evening
hixkol,cluster
hixpuz,hospital
hixvar,supreme
hiznik,neglect
hoblik,oblique
hocrak,oath
hoksip,hoax
holast,last (staying)
holzem,latter
hopres,oppress
hoqnev,hold off
hoqvun,hold on
horbot,orb
horden,ordain
horfad,horrify
horfan,orphan
horgan,organic
horlig,hurl
hornit,wasp
hostan,host
hostar,hoist
hostik,osteichthyes
hotrut,oat
hovxad,overshadow
hubtan,obtain
hudjun,huge
huforn,hoof
huksuk,blubber
humlet,humiliate
hunlit,wedding
hunmat,frantic
huprat,upright
huqgat,aunt/uncle
hurast,heuristic
hurdor,hood (cover)
hurmat,hermit
hutxik,train (car)
hutxit,accustom
hutxuk,fetch
huvkan,diagnose
jaktor,chat
janrat,degenerate
jasten,joust
jontal,gentle
jontif,contiguous
jonxar,scatter
joqkil,daffodil
junral,general
juptas,jupiter
kabnet,cabinet
kacard,coward
kadjul,ashamed
kadsul,counsel
kafitz,coil
kafkaf,flip-flop
kaftor,button
kagnet,cognate
kagnix,cognition
kaktas,cactus
kaledj,college
kaletz,rescue
kalkal,economy
kalkun,caulk
kalnin,colony
kalpox,kelp
kalxaq,oven
kamaqk,comma
kamars,commerce
kamban,combine
kambat,combat
kamdin,comedy
kamdir,commandeer
kamorx,commercial (tv)
kampak,compact
kampal,compile
kampas,compass
kampir,compare
kampit,compete
kampoz,compose
kamput,computer
kamran,camera
kamsan,thief
kamtiq,committee
kanart,con
kandam,condemn
kandet,candidate
kandiz,candy
kandon,condone
kanfad,confide
kanfan,confine
kanfat,attitude
kanfig,configure
kanfur,confer
kanjur,conjure
kankak,concoct
kankur,concur
kansal,cancel
kansan,consign
kanses,consist
kansid,concede
kansit,conceit
kansiv,conceive
kansol,console
kansoq,baggy
kansur,connoisseur
kantam,quantity/quanta
kanten,contain
kantit,quantity
kantor,counter
kanvas,canvas
kanven,convey
kanvik,convict
kanvin,convene
kanzoq,fancy
kaprat,copyright
kaprik,cap
kapsaz,capsize
kapten,captain
kapxam,caption
kapxur,capture
karafs,celery
karbet,carbonate
karbon,carb
karfon,cuff
karitz,slot
karkix,rattle
karmac,karma
karmaz,carve
karnab,cauliflower
karnaf,rhino
karnal,kernel
karnev,call off
karpit,carpet
karpuc,keep up with
karsaq,audience
karset,incarcerate
karsol,ankle
kartan,carton
kartoC,character (portray)
karvat,market
kasked,cascade
kastam,custom
kastik,caustic
katlag,catalog
katloC,catalogue
katnet,concatenate
katrig,accuse
katsek,tip (peak)
katvun,cut back on
katxip,chip (block)
katzav,butcher
kaxkix,babble
kazalt,casualty
kedjot,cage
kendiq,approve
keproC,cape
ketsef,sequence
ketxul,demand
kidnap,kidnap
kidran,equation
kiknev,kick off
kilxon,pitchfork
kisfim,longing
kitrak,kit
kitxam,kitchen
kitzaf,foam
kitzon,external
kitzub,ration
kivutz,compress
kladod,clod
klalak,curse
klantx,clench
klapit,clap
klasik,classic
klatur,clatter
klaxon,clash
klazet,closet
klefan,clef
klidon,cotyledon
klimet,acclimate
klintx,clinch
kloCiq,clothing
kloCos,clothe
klolak,shoot
klubas,club (society)
kodjiz,caliber
kodorz,coerce
koksat,coax
kokzit,coxeter
kolket,collocate
komarn,comb (hair)
komind,commend
konduk,conduct (electricity)
konsad,coincide
koqdip,vacate
korban,victim
kordat,cord
koredj,courage
korkaz,cork
korlet,correlate
kornab,corn
kornar,corner
korsiq,currency
korson,cursor
korvid,corvid
koxant,quotient (division)
krabac,crab
krakol,crackle
kralog,crawl
kranik,chronic
krapiz,crop (cut)
krapoC,crop (food)
kratik,critique
kraxik,crush
kredol,cradle
kretor,crater
kribet,crib
kriket,cricket
krikun,creak
krilat,frolic
krimet,cremate
krimol,cream
krinat,buy
kripol,cripple
krisat,collapse
kritak,diacritic
kritik,critic
kruzig,cruise
kuldan,cool
kumkum,kettle
kumlet,accumulate
kumrik,back up
kumtaj,back down
kundal,bowl
kurant,current (recent)
kurfus,cringe
kurkan,cook
kurkul,curriculum
kursuf,artichoke
kurtal,curtail
kurten,curtain
kusrat,cuss
labret,elaborate
labtor,lab
ladjil,litter
ladjip,garbage
lagron,lug
laklod,lock
laksen,diagonal
laksex,relaxation
laltuk,corny
lalxik,old-fashioned
lamant,lament
lambor,lumber
lamnet,laminate
lampoq,lump
landur,launder
lanmeq,league
lapres,lap (race)
lapsin,lapse
lapsiq,lapse
laqfek,lavish
laqkit,lanky
laqxiq,virtuous
largan,layer
lartaj,let down
lartas,let in
lastor,luster
latniq,lightning
latxam,latch
lavrat,lava
laxliv,lush
leCast,bore (boring)
leCsur,point out
lefant,elephant
legant,elegant
lejand,legend
leqgix,languish
levirc,levy
levtat,levitate
libran,library
libret,liberate
lidrop,lid
liftap,lift
liglug,ridicule
likdet,liquidate
likxaq,mangle
limpat,smear
linadj,lineage
linant,lenient
linfat,lean (fat)
linmar,courtesy
linsek,miserly
linset,stingy
lintaf,lynch
linxik,temporary
linzol,drip
lipard,leopard
liqkax,relinquish
liqloq,exquisite
liqsul,nimble
lispus,lisp
litget,litigate
litral,literal
litxab,little
litzan,clown
lokmat,warfare
lorgas,log in
lorkit,lurk
lotxuq,protrude
lubrik,lube
ludjun,lunge
ludrap,lewd
lukmat,look forward to
lukret,look after
lukrik,look up
lumbat,harass
lunkom,profile
lunsiq,lunacy
lupsum,bolt
lusdet,elucidate
lutrak,loot
lutrin,otter
madfan,modify
madist,modest
madjat,dive
madjiq,video
madret,moderate
madsin,medicine
magets,iron
magref,rake
magzin,magazine
maklas,refugee
makniz,mechanism
maksim,maxim
malosk,mollusk
malzal,frizz
mambol,mumble
mandal,round
manden,mundane
mandor,meander
manfak,manufacture
manpol,monopoly
manxan,shy
maqkur,manicure
marbol,marble
marjin,margin
markan,mark
marnet,marinate
marodj,marry (wed)
marsup,marsupial
martol,mettle
martor,martyr
marvol,marvel
marxol,marshal
marzas,mars
masadj,massage
masarg,expensive
masart,massacre
maskit,musk
masmir,nail (carpentry)
mastim,must (smell)
mastur,muster
matben,coin
matkak,paddle
matrik,metric
matsav,situation
matxor,mature
matzat,cracker
matzuk,distress
maxkin,pledge
mazlig,fork (utensil)
mazlog,muzzle
medket,medicate
medlaq,meddle
mekrik,make up
mekxud,mute
memraz,memorize
mendin,mend
menten,maintain
mentur,mentor
metfor,metaphor
mezraz,mesmerize
miClar,mediate
midrax,interpret
mifkad,census
mifrak,joint (biology)
migdal,tower
mikdax,temple
mikran,mechanical
mikxur,mixture
mikzur,recycle
milvin,kite
minral,mineral
minsar,prism
minsul,miniscule
mintan,mint (make)
miqmat,muskox
mirdat,spare
mirkam,texture
mirman,fraud
mirxam,recipe
miskuz,promiscuous
mislid,mislead
mismat,certificate
mismis,apricot
misrut,loyalty
mitzud,fortress
mivrak,telegram
mixdal,transmission
mixkan,ointment
mixtar,regulate
mizvad,luggage
modarn,modern
mokxam,fly (bug)
moldos,mold (bacteria)
momart,momentum
moment,moment
momret,commemorate
mordur,murder
morfoz,metamorphosis
morgaj,mortgage
mornaq,mourn
morniq,morning
morpak,mope
mortal,mortal
mortor,mortar
morvig,mighty
moskit,mosquito
motant,mutant
motpik,peak
motran,moat
motvet,motivate
mundam,bald
murkas,mercury
muskam,convention
mustal,mustelidae
mustax,mustache
mutlet,mutilate
mutxal,mutual
muzrig,muse
nabliq,knob
nafots,widespread
nagret,inaugurate
naksur,knock out
naktir,exhaust
namnet,nominate
namraq,humble
naptas,neptune
nartik,vagina
nastik,skeptic
nastin,nasty
natral,natural
natran,sodium
natsik,phocidae (seal animal)
natxav,notch
natzal,exploit
navget,navigate
naxnal,national
nefros,kidney
nekdot,anecdote
nektar,nectar
niknas,enter a state
niknum,nickname
nilaks,lux (measurement)
nilkam,wage war
nimnan,depression
nimtul,clay
nipatx,nip
niputz,smashing
nirvan,extinguish
nirvos,nervous
nirxan,inertia
nisbet,proportion
niscat,anesthetize
nitzul,usage
nivast,invest
nizkar,remember suddenly after having forgotten
nobold,noble
nolkam,nook
nolrin,area
nomliq,anomaly
normal,normal
notfak,notify
nudjip,nude
nuklit,ursidae
numret,enumerate
nunxet,annunciate
nutlan,newt
nutriC,nutrition
pacrun,pass through
padman,lotus
pafnin,modulate
paklis,populate
paktor,pact
pakxur,puncture
pakziv,disappoint
palmor,froth
palset,pulsate
palsiq,policy
palsiv,repulsive
palson,pulse
paltir,improvise
paltop,polytope
pampas,pomp
pampem,dim
pampon,pump
pampor,pamper
pancir,panther
pandam,pendulum
pandor,pander
pandoz,pond
pansul,peninsula
pantim,pint
pantit,punt
panxam,pan (move)
paplar,poplar
pardiq,parody
parfum,perfume
parket,park (place)
parlaz,paralyze
parleq,parley
parmit,permit
parpil,obscure
parsiq,parse
parsis,persist
parson,personal
partek,partake
parvam,perform
parvan,fur
parvat,rugged
parxut,parachute
pasbal,possible
pasfag,pacify
paskal,pascal (measurement)
paskon,period (mark)
pastal,pastel
patant,patent
patrol,patrol
patruz,pat
pavrir,ventilate
pavtak,secure
pazkir,cite
paztor,repository
pedral,pedal
pegrac,peg
pelard,steel
peniqk,ink
penrat,pen
pentas,pant
pentiq,penalty
peqkum,pay back
pestal,pedestal
pestor,pester
petraf,petrify
petran,patron
pevram,pave
pezant,peasant
pidjon,pigeon
pikxar,picture
piladj,pillage
pilfar,pilfer
pilpal,pepper
pinast,grind
pinlaz,penalize
piratz,gush
pirsum,publication
pirten,pertain
pitlet,capitulate
pitman,nipple
pitmaz,epitomize
pitput,chatter
pitzan,injury
pitzul,fragment
pizmon,chorus
pladum,ply
plalat,plow
plamet,plummet
planim,cheap
platab,palatable
platik,plight
platon,plateau
pleket,placate
plelut,lute
plenix,replenish
pliket,implicate
pliqal,plea
plumaj,fluff
plutas,pluto
podjup,rundown
podjut,shabby
poklaq,pretty
ponent,component
porkat,pork
pornag,porn
porpan,porcupine
porsad,persuade
porsin,suidae
portal,portal
portub,perturbation
portun,opportune
postud,post (in the ground)
potant,impotent
potreq,portray
potxiv,poach
prabol,parabola
pradaq,prod
pradok,product
prajak,project (task)
prakan,procyonidae
pralaq,parallel
pramet,primate
pramis,promise
pramot,promote
pranin,sentient
prants,prance
prapoj,propulsion
prapon,prop (setting)
prapor,proper
prapoz,propose
pravab,proverb
pridik,predict
prikaC,prick
prikat,predicate
prikux,percussion
prilam,beloved
prilat,busy
prinak,grant
priniq,preen
prinur,entrepreneur
pripar,prepare
prisas,precise
pritum,broad
prival,prevail
privul,preview
prixet,appreciate
prixut,asceticism
prizad,preside
prizon,imprison
prizum,presume
produs,produce
prohib,prohibit
prokur,procure
prolaq,prolong
protak,protect
protom,proto
provas,profess
provax,profession
proviz,provision
pruman,pomegranate
prunif,prune
pulnev,pull off
purfet,perforate
purpoz,purpose
purved,pervade
puston,thump
puveks,vex
qizlan,quiz
radket,eradicate
raforC,rough
raknid,arachnid
rakxik,guard
ralget,relegate
rambol,ramble
rambus,rhombus
ramped,romp
randam,random
randin,rind
ransak,ransack
ranzaq,grime
rapket,replicate
raprik,wrap up
raptor,raptor
rapxar,rupture
raqgol,ring (shape)
raspod,rasp
raston,rust
ratfan,ratify
ratrik,rhetoric
rattus,rattus
ratxap,rite
ratzid,flicker
raveld,revile
raxnal,rational
razdun,residue
redjan,radian (measurement)
reglar,regular
rejast,register
reknaz,recognize
rekzit,prerequisite
relard,reward
rendan,grace
rendur,render
renmen,folk
renmin,citizen
renzen,earnest
reqgal,wrangle
retxiq,enthusiasm
rezrak,resurrect
ribrak,rib
ridjan,region
ridjos,rejoice
ridjum,frank
ridrak,redirect
rifand,refund
riflon,reef
rifrax,refresh
rifren,refrain
rifruf,flutter
riftor,rift
rigard,regard
riklan,recline
riklus,recluse
rikrut,recruit
rikxam,reaction
rilaks,relax
riland,rewind
rilant,relent
rilaps,relapse
rimark,remark
rimzat,rim
rinxiq,ductile
ripals,repulse
ripant,repent
riplab,republic
riport,report
ripraz,reap
ripriv,reprieve
riprom,rip
riqgov,wring
riqkol,wrinkle
risand,rescind
risors,resource
risorz,rehearse
ristik,restrict
ritort,retort
ritrak,retract
ritxam,reach
ritxas,righteous
rivalv,revolve
rivamp,revamp
rivort,revert
rizent,resent
roblan,robe
ronald,row (boat)
rotras,rote
rubaqk,bank (river)
rufran,roof
rugrat,rug
rukmin,radiant
rumnet,ruminate
rutrac,root
rutxiq,route
sabdiv,subdivide
sabmis,submissive
sabrag,sob
sabsad,subside
sabsid,subsidy
sabtut,substitute
sabzum,subsume
sadjad,bow down in respect
sadjam,equipment
sadlan,sideline
sadran,steward
safiks,suffix
safket,suffocate
safran,saffron
safsal,bench
safsir,speculate
sagsig,prosper
saklud,seclude
sakort,saw (cut)
sakran,intrigue
sakrit,secrete
saksid,succeed (come next)
saksin,spectate
saldom,seldom
salken,silk
salriq,salary
saltak,salt
saltir,solitary
salvex,salvation
samlar,shock
samolt,simultaneous
samriq,summary
samsar,course
samtan,wholesome
sanrik,sign up
sansiv,sensitive
santig,scent
santor,saunter
sanzaq,bulk
saplan,supply
saport,support
sapraz,surprise
sapres,suppress
saqkat,suspect
sardan,sardonic
sarned,serenade
sarpam,creep
sarvan,entire
sarvom,swerve
sasnet,assassinate
satras,saturn
savadj,savage
savant,savant
savral,several
savurt,subvert
sedjun,sage (plant)
sekrad,sacred
sekxam,section
sembal,resemble
semnar,seminar
senxur,censure
seprad,sap (tree)
setras,citrus
sevors,sever
sidjan,obsidian
sifnik,symphony
sigrat,swig
sigroC,cigarette
sikent,subsequent
siladj,bush
siltan,silt
simbos,symbiosis
simlar,similar
simlat,assimilate
simten,simultaenous
simtot,asymptote
sipran,seep
sipras,cypress
siptat,precipitate
siqket,syncopate
sirkut,circuit
sirtun,carcinogenesis
sistor,sister
sitark,sweater
sitxet,situate
skabut,scab
skafad,scoff
skalod,scowl
skamok,scum (muck)
skanit,scan
skateg,squat
skatul,scuttle
skelar,scalar (math)
sketar,skate
skilin,squeal
skiniq,ski
skoCun,opinion
skoral,squirrel
skoriq,scurry
skratx,scratch
skritx,screech
sladal,swaddle
slagat,boast
slagor,swagger
slaraz,slur
slasiz,slice
slator,slaughter
slaxiz,slosh
sleCiq,slay
sledat,sled
slekuv,consecutive
slents,silence
sletoC,slate
sliqaj,sling
slisan,pardon
slunap,slew
slunik,swoon
smaCur,smother
smagon,smug
smatik,smite
smegol,smuggle
smitin,reminiscient
smuCig,smooth
snabet,snob
snagit,snug
snagol,snuggle
snakig,snack
snapon,snipe
