tune,english
boniC,phyllite (rock-metamorphic)
giftof,pseudotachylite (rock-metamorphic)
calzij,quartzite (rock-metamorphic)
hurkax,schist (rock-metamorphic)
mindup,serpentinite (rock-metamorphic)
Cimzap,skarn (rock-metamorphic)
gredeq,slate (rock-metamorphic)
softup,suevite (rock-metamorphic)
yoskov,talc carbonate (rock-metamorphic)
vovoft,soapstone (rock-metamorphic)
nifeft,tectonite (rock-metamorphic)
kirCop,whiteschist (rock-metamorphic)
camzoq,adamellite (rock-metamorphic)
sulzak,appinite (rock-metamorphic)
buderz,aphanite (rock-metamorphic)
pepugj,borolanite (rock-metamorphic)
danzet,granite (rock-metamorphic)
kaqirv,epidosite (rock-metamorphic)
kumdev,felsite (rock-metamorphic)
cistak,flint (rock-metamorphic)
zesog,ganister (rock-metamorphic)
timzop,gossan (rock-metamorphic)
vargab,hyaloclastite (rock-metamorphic)
cucurd,ijolite (rock-metamorphic)
dustax,jadeitite (rock-metamorphic)
vonzom,jasperoid (rock-metamorphic)
vurbob,kenyte (rock-metamorphic)
dirzix,lapis lazuli (rock-metamorphic)
zarcus,larvikite (rock-metamorphic)
cemzuv,litchfieldite (rock-metamorphic)
diyugj,llanite (rock-metamorphic)
ducuj,luxullianite (rock-metamorphic)
sadjac,mangerite (rock-metamorphic)
botxak,minette (rock-metamorphic)
custuj,novaculite (rock-metamorphic)
lehofk,pietersite (rock-metamorphic)
Comzez,pyrolite (rock-metamorphic)
daftoj,rhomb porphyry (rock-metamorphic)
bagzab,rodingite (rock-metamorphic)
xunzir,shonkinite (rock-metamorphic)
pesteC,taconite (rock-metamorphic)
rendud,tachylite (rock-metamorphic)
xorcox,teschenite (rock-metamorphic)
tamzir,theralite (rock-metamorphic)
xurCen,unakite (rock-metamorphic)
sofkeq,variolite (rock-metamorphic)
veqkal,vogesite (rock-metamorphic)
nufked,wad (rock-metamorphic)
lozdat,argillite (rock-sedimentary)
kodox,arkose (rock-sedimentary)
yisteg,banded iron formation (rock-sedimentary)
landed,breccia (rock-sedimentary)
cifoj,calcarenite (rock-sedimentary)
honumd,chalk (rock-sedimentary)
narkul,chert (rock-sedimentary)
tudjox,claystone (rock-sedimentary)
kifked,coal (rock-sedimentary)
deyirg,conglomerate (rock-sedimentary)
horpib,coquina (rock-sedimentary)
narpal,diamictite (rock-sedimentary)
lohofk,diatomite (rock-sedimentary)
yogzax,dolomite (rock-sedimentary)
molob,evaporite (rock-sedimentary)
fidjot,flint (rock-sedimentary)
kurcoc,geyserite (rock-sedimentary)
rinuft,greywacke (rock-sedimentary)
sultuz,gritstone (rock-sedimentary)
pirpuv,itacolumite (rock-sedimentary)
conofk,jaspillite (rock-sedimentary)
suskic,laterite (rock-sedimentary)
hirtin,lignite (rock-sedimentary)
yavoC,limestone (rock-sedimentary)
hecor,marl (rock-sedimentary)
gulzev,mudstone (rock-sedimentary)
hatxix,oil shale (rock-sedimentary)
tarces,oolite (rock-sedimentary)
colpap,phosphorite (rock-sedimentary)
nirbam,sandstone (rock-sedimentary)
dunub,shale (rock-sedimentary)
haroC,siltstone (rock-sedimentary)
micotx,sylvinite (rock-sedimentary)
herzis,tillite (rock-sedimentary)
hirCes,travertine (rock-sedimentary)
mitxex,tufa (rock-sedimentary)
yerkus,turbidite (rock-sedimentary)
walpir,wackestone (rock-sedimentary)
difeb,abelsonite (mineral)
pifkoz,abenakiite-(ce) (mineral)
befin,abernathyite (mineral)
licund,abhurite (mineral)
sustiz,abramovite (mineral)
wurziC,abswurmbachite (mineral)
Cerkom,acanthite (mineral)
fogex,achavalite (mineral)
berdit,actinolite (mineral)
xorpet,acuminite (mineral)
zumdez,adamantine spar (mineral)
kiqidj,adamite (mineral)
zestig,adamsite-(y) (mineral)
yestaC,adelite (mineral)
barkat,admontite (mineral)
nojurc,aegirine (mineral)
crunur,aenigmatite (mineral)
yegul,aerinite (mineral)
groqam,aerugite (mineral)
nefkem,aeschynite-(ce) (mineral)
balorp,aeschynite-(nd) (mineral)
zuyark,aeschynite-(y) (mineral)
vaftaq,afghanite (mineral)
hofotx,afwillite (mineral)
xulzob,agardite (mineral)
ninam,agate (mineral)
kudjib,agrellite (mineral)
bumzov,agrinierite (mineral)
miyend,aguilarite (mineral)
vujez,aheylite (mineral)
grezub,ahlfeldite (mineral)
rebaf,aikinite (mineral)
camzem,ajoite (mineral)
hecork,akaganéite (mineral)
nikez,akatoreite (mineral)
Ceskep,akdalaite (mineral)
radjop,akhtenskite (mineral)
megzac,akimotoite (mineral)
zemduq,akrochordite (mineral)
xispes,aksaite (mineral)
xatxij,aktashite (mineral)
curim,alabandite (mineral)
fodjob,alabaster (mineral)
tiskat,alacránite (mineral)
sruCam,alamosite (mineral)
gultop,alarsite (mineral)
westif,albite (mineral)
losard,albrechtschraufite (mineral)
Ceskex,aldermanite (mineral)
turzis,aleksite (mineral)
pinzij,alexandrite (mineral)
pumdim,alforsite (mineral)
turtov,algodonite (mineral)
zoskif,aliettite (mineral)
kigziv,allabogdanite (mineral)
blomar,allactite (mineral)
praviz,allanite (mineral)
txifaj,allanpringite (mineral)
cadjim,allargentum (mineral)
cendor,alleghanyite (mineral)
vircez,allingite (mineral)
furzuj,alloclasite (mineral)
lirgaz,alluaivite (mineral)
lurcef,alluaudite (mineral)
surgol,almandine (mineral)
vestem,almarudite (mineral)
xlaxug,alsakharovite-zn (mineral)
yultaf,alstonite (mineral)
kalzat,altaite (mineral)
raspoz,althausite (mineral)
yagzez,althupite (mineral)
tendes,altisite (mineral)
vikanz,alum (mineral)
genzuj,alum-(k) (mineral)
domdaC,aluminite (mineral)
Ciseft,aluminium (mineral)
kaltul,alunite (mineral)
fesudj,alunogen (mineral)
kraqif,amakinite (mineral)
ruwork,amarantite (mineral)
huftak,amazonite (mineral)
croCoC,amblygonite (mineral)
nadjup,ameghinite (mineral)
gagzer,amesite (mineral)
kaginz,amethyst (mineral)
doyex,ametrine (mineral)
harob,amicite (mineral)
lirpoj,ammolite (mineral)
niholt,amosite (mineral)
niroc,amphibole (mineral)
cetxaz,analcime (mineral)
wurdur,anandite (mineral)
txazov,anapaite (mineral)
hultuc,anatase (mineral)
remusp,ancylite (mineral)
vecok,andalusite (mineral)
xoCaz,andersonite (mineral)
bibagz,andesine (mineral)
fubisp,andorite (mineral)
sosteC,andradite (mineral)
kraliq,andyrobertsite (mineral)
hurpul,anglesite (mineral)
bandob,anhydrite (mineral)
tiskok,ankerite (mineral)
zundiC,annabergite (mineral)
cofkab,annite (mineral)
parpor,anorthite (mineral)
pispaq,anorthoclase (mineral)
tagzib,antarcticite (mineral)
loqkoC,anthonyite (mineral)
henalp,anthophyllite (mineral)
tonzak,antigorite (mineral)
titxat,antimony (mineral)
tonzit,antitaenite (mineral)
naCerc,antlerite (mineral)
driCam,antozonite (mineral)
waduz,anyolite (mineral)
yumzop,apachite (mineral)
fixax,apatite (mineral)
fobur,aphthitalite (mineral)
dajigj,apophyllite (mineral)
Cifkit,aquamarine (mineral)
hufasp,aragonite (mineral)
kuxord,arcanite (mineral)
docorv,archerite (mineral)
rugzip,arctite (mineral)
fijirz,arcubisite (mineral)
bajalz,ardaite (mineral)
sustos,arfvedsonite (mineral)
grequf,argentite (mineral)
xuzusk,argutite (mineral)
tandov,argyrodite (mineral)
pofkom,armalcolite (mineral)
cedemd,arsenic (mineral)
poqkeg,arseniosiderite (mineral)
gayist,arsenoclasite (mineral)
yuqerf,arsenolite (mineral)
Corgez,arsenopyrite (mineral)
deftec,arthurite (mineral)
zimzor,artinite (mineral)
farCux,artroeite (mineral)
bitxoz,asbestos (mineral)
duskaq,ashburtonite (mineral)
nusidj,ashoverite (mineral)
narzis,asisite (mineral)
conoC,astrophyllite (mineral)
worinz,atacamite (mineral)
kolzax,athabascaite (mineral)
djasur,atheneite (mineral)
leyolz,aubertite (mineral)
bruguk,auerlite (mineral)
tolpek,augelite (mineral)
fedagz,augite (mineral)
dirCup,aurichalcite (mineral)
feqkoc,auricupride (mineral)
honzis,aurostibite (mineral)
lufenz,austinite (mineral)
gawen,autunite (mineral)
sofaf,avalite (mineral)
suresk,aventurine (mineral)
lolpej,avicennite (mineral)
nirgit,avogadrite (mineral)
sahotx,awaruite (mineral)
ziqazd,axinite (mineral)
nalarp,azurite (mineral)
xirzoj,babefphite (mineral)
yundeC,babingtonite (mineral)
hendaq,baddeleyite (mineral)
froqov,bakerite (mineral)
dawurb,balangeroite (mineral)
xoganz,banalsite (mineral)
yizurv,bannisterite (mineral)
fogzuk,baotite (mineral)
dortup,bararite (mineral)
fludeC,baratovite (mineral)
ganzav,barbertonite (mineral)
sarpor,barrerite (mineral)
Codjaj,barstowite (mineral)
cetxum,baryte (mineral)
Colpec,barytocalcite (mineral)
dakurz,bassanite (mineral)
yustod,bastnäsite (mineral)
CoCerc,baumhauerite (mineral)
buCos,bauxite (mineral)
feqkak,bayldonite (mineral)
muhamd,bayleyite (mineral)
solpiq,bazzite (mineral)
xuqkac,beckerite (mineral)
cutxiC,becquerelite (mineral)
marCut,benitoite (mineral)
sehiqk,benstonite (mineral)
warcor,bentonite (mineral)
geskox,bentorite (mineral)
xiqerv,beraunite (mineral)
xedjiq,berborite (mineral)
dinuft,bergenite (mineral)
burbuj,berlinite (mineral)
tarteq,berryite (mineral)
fordaq,berthierite (mineral)
Cinurp,bertrandite (mineral)
cunif,beryl (mineral)
srejis,beryllonite (mineral)
pomdov,beudantite (mineral)
gixult,bicchulite (mineral)
pundef,biehlite (mineral)
Corgiz,bilibinskite (mineral)
pospox,billietite (mineral)
nispax,billwiseite (mineral)
Cureqk,biotite (mineral)
miqkof,birnessite (mineral)
barpat,bischofite (mineral)
sabof,bismite (mineral)
solul,bismuth (mineral)
tipagj,bismuthinite (mineral)
gartac,bismutite (mineral)
lanzog,bityite (mineral)
cergas,bixbite (mineral)
soskip,bixbyite (mineral)
gaskal,blossite (mineral)
kaxirf,blödite (mineral)
parzuj,bobfergusonite (mineral)
Cospep,boehmite (mineral)
xaskab,boleite (mineral)
teskes,boltwoodite (mineral)
xalzoq,bonaccordite (mineral)
fofef,boracite (mineral)
runduC,borax (mineral)
difeC,bornite (mineral)
catxaz,botallackite (mineral)
gagatx,botryogen (mineral)
yonzad,boulangerite (mineral)
vegzol,bournonite (mineral)
coforf,boussingaultite (mineral)
durCiv,bowenite (mineral)
litxus,bowieite (mineral)
rawurv,braggite (mineral)
zekeC,brammallite (mineral)
tercoq,brassite (mineral)
woyerd,braunite (mineral)
rolamd,brazilianite (mineral)
sruquq,breithauptite (mineral)
nufkuj,brewsterite (mineral)
luftux,brezinaite (mineral)
lirtis,brianite (mineral)
kalpeC,brianyoungite (mineral)
taskod,briartite (mineral)
zoftet,bridgmanite (mineral)
dimem,brochantite (mineral)
nozdak,brockite (mineral)
sardom,brokenhillite (mineral)
diCefk,bromargyrite (mineral)
sloreb,bromellite (mineral)
wizisk,bronzite (mineral)
verboj,brookite (mineral)
dicurv,brownleeite (mineral)
lalten,brownmillerite (mineral)
behofk,brucite (mineral)
wodurz,brushite (mineral)
lofkob,buddingtonite (mineral)
Cadjaz,buergerite (mineral)
didjis,bukovite (mineral)
gorCic,bukovskyite (mineral)
Caserb,bultfonteinite (mineral)
merkux,bunsenite (mineral)
kurCog,bursaite (mineral)
vergox,bustamite (mineral)
sortad,bystrite (mineral)
dobagz,bytownite (mineral)
korCur,bílinite (mineral)
wamduv,cabalzarite (mineral)
sazdug,cabriite (mineral)
kendag,cacoxenite (mineral)
gegomz,cadmium (mineral)
mifimz,cadmoindite (mineral)
xudjat,cadmoselite (mineral)
siqkip,cadwaladerite (mineral)
nitxij,cafarsite (mineral)
puqkez,cafetite (mineral)
pardur,cahnite (mineral)
maCors,calaverite (mineral)
tumzis,calciborite (mineral)
golpeq,calcite (mineral)
gaftiq,calderite (mineral)
huhufk,caledonite (mineral)
palzib,calumetite (mineral)
hanofk,campigliaite (mineral)
mihaqk,campylite (mineral)
brenar,canasite (mineral)
zarcur,canavesite (mineral)
fabimz,cancrinite (mineral)
tergir,canfieldite (mineral)
morzas,carletonite (mineral)
bamzor,carlosruizite (mineral)
sucos,carlsbergite (mineral)
yokurs,carminite (mineral)
sundox,carnallite (mineral)
Cetxed,carnelian (mineral)
teftuj,carnotite (mineral)
sircax,carobbiite (mineral)
divaz,carpathite (mineral)
mimduq,carpholite (mineral)
cordat,carrollite (mineral)
curcug,caryopilite (mineral)
kikumd,cassiterite (mineral)
camdaf,cattierite (mineral)
hoqkov,cavansite (mineral)
grecag,celadonite (mineral)
neqkir,celestine (mineral)
leberd,celsian (mineral)
circuC,cementite (mineral)
lafkez,cerite (mineral)
Coberd,cerium (mineral)
sizdis,cerussite (mineral)
pogzul,cervandonite (mineral)
cahinz,cervantite (mineral)
komzek,cesanite (mineral)
moltet,cesbronite (mineral)
paskas,ceylonite (mineral)
Curoqk,chabazite (mineral)
gozalt,chaidamuite (mineral)
kistet,chalcanthite (mineral)
daltar,chalcedony (mineral)
yogziq,chalcocite (mineral)
hiyor,chalconatronite (mineral)
miftit,chalcophyllite (mineral)
xlofas,chalcopyrite (mineral)
cargon,challacolloite (mineral)
saftoC,chambersite (mineral)
modisp,chamosite (mineral)
hurcex,changbaiite (mineral)
bifkog,chaoite (mineral)
cezdeg,chapmanite (mineral)
sefkup,charlesite (mineral)
Corciz,charoite (mineral)
xuspud,chatkalite (mineral)
vefkuc,chesterite (mineral)
giyuv,chiastolite (mineral)
miskos,chibaite (mineral)
tafkev,childrenite (mineral)
turbug,chiolite (mineral)
wazdic,chlorargyrite (mineral)
waqurk,chlorastrolite (mineral)
turCap,chlorite (mineral)
nindip,chloritoid (mineral)
menuj,chlormayenite (mineral)
nufkip,chlorocalcite (mineral)
corbac,chloroxiphite (mineral)
yivin,chondrodite (mineral)
nalzox,chrisstanleyite (mineral)
tirCob,christite (mineral)
glomiC,chromite (mineral)
parkiz,chromium (mineral)
grimav,chrysoberyl (mineral)
yoCoz,chrysocolla (mineral)
forpir,chrysoprase (mineral)
corkic,chrysotile (mineral)
furdiz,chvaleticeite (mineral)
hicedj,cinnabar (mineral)
bajuj,citrine (mineral)
nalpis,clarkeite (mineral)
krimak,claudetite (mineral)
carcux,clausthalite (mineral)
kluCag,clearcreekite (mineral)
birbaf,cleusonite (mineral)
xutxon,cleveite (mineral)
curtoc,clinochrysotile (mineral)
glekeg,clinoclase (mineral)
liwomd,clinohedrite (mineral)
viqkup,clinohumite (mineral)
pahup,clinoptilolite (mineral)
durbeC,clinozoisite (mineral)
girbos,clintonite (mineral)
zulteb,cobaltite (mineral)
bispoj,coccinite (mineral)
djoCan,coconinoite (mineral)
xefkit,coesite (mineral)
Cortif,coffinite (mineral)
caftev,cohenite (mineral)
mogzak,colemanite (mineral)
zonzuc,colimaite (mineral)
kergaz,collinsite (mineral)
hostuk,coloradoite (mineral)
defafk,coltan (mineral)
zorcav,columbite (mineral)
crudas,combeite (mineral)
roderz,conichalcite (mineral)
rafkuf,connellite (mineral)
vlameq,cooperite (mineral)
cerkec,copiapite (mineral)
laskag,copper (mineral)
xarpej,corderoite (mineral)
hunask,cordierite (mineral)
wulpik,corkite (mineral)
wajurz,cornubite (mineral)
walzul,cornwallite (mineral)
bumul,corundum (mineral)
barbin,cotunnite (mineral)
coviv,covellite (mineral)
leqkev,coyoteite (mineral)
fundod,creedite (mineral)
fistoj,cristobalite (mineral)
gistad,crocidolite (mineral)
Corzad,crocoite (mineral)
Caftuc,cronstedtite (mineral)
vutxuv,crookesite (mineral)
yozagj,crossite (mineral)
bulpoz,cryolite (mineral)
cirkom,cryptomelane (mineral)
tupob,cubanite (mineral)
luzdin,cumengeite (mineral)
bozdol,cummingtonite (mineral)
raxog,cupalite (mineral)
partuC,cuprite (mineral)
fospus,cuprosklodowskite (mineral)
pitand,cuprospinel (mineral)
hofkij,curite (mineral)
dogzab,cuspidine (mineral)
nespuj,cyanotrichite (mineral)
lenzoC,cylindrite (mineral)
xumzer,cymophane (mineral)
xulzez,cymrite (mineral)
nurzam,cyrilovite (mineral)
radjuc,danalite (mineral)
lafarc,danburite (mineral)
xekudj,datolite (mineral)
padjox,daubréeite (mineral)
werdec,daubréelite (mineral)
fardaf,davemaoite (mineral)
madjul,davidite (mineral)
partup,dawsonite (mineral)
Cefofk,delafossite (mineral)
dundup,delessite (mineral)
yoqorc,delvauxite (mineral)
firtex,demesmaekerite (mineral)
noxux,derriksite (mineral)
yiqirb,descloizite (mineral)
girdoj,devilline (mineral)
lafuf,diaboleite (mineral)
vanzek,diadochite (mineral)
blivoz,diamond (mineral)
hercuk,diaspore (mineral)
deftor,dickite (mineral)
lonorf,digenite (mineral)
valtid,dimorphite (mineral)
durtaC,diopside (mineral)
zertik,dioptase (mineral)
rultaf,djerfisherite (mineral)
Cuqkal,djurleite (mineral)
kugzal,dmitryivanovite (mineral)
feskux,dollaseite-(ce) (mineral)
hosiC,dolomite (mineral)
lustit,domeykite (mineral)
largut,donnayite-(y) (mineral)
tafked,doyleite (mineral)
ruftoj,dresserite (mineral)
zarguq,drysdallite (mineral)
worcir,duftite (mineral)
noqkej,dumortierite (mineral)
pustum,dundasite (mineral)
sarguj,dypingite (mineral)
fejerb,dyscrasite (mineral)
pemzob,dzhalindite (mineral)
firzog,edenite (mineral)
corpum,edingtonite (mineral)
birzan,edscottite (mineral)
castag,efremovite (mineral)
zurbik,ekanite (mineral)
purtoj,elbaite (mineral)
bundub,elsmoreite (mineral)
soborf,emerald (mineral)
berkuf,emmonsite (mineral)
yokus,empressite (mineral)
xanzin,enargite (mineral)
fercun,enstatite (mineral)
fandob,eosphorite (mineral)
merdub,ephesite (mineral)
nimdix,epidote (mineral)
cumzeb,epsomite (mineral)
woftez,ericssonite (mineral)
zerbig,erionite (mineral)
torbav,erythrite (mineral)
roqkum,eskolaite (mineral)
xorgom,esperite (mineral)
murbir,ettringite (mineral)
losurv,euchlorine (mineral)
gogud,euchroite (mineral)
bafton,euclase (mineral)
sasked,eucryptite (mineral)
torkud,eudialyte (mineral)
kerbov,eudialyte group (mineral)
rudjob,euxenite-(y) (mineral)
durpik,eveite (mineral)
vortus,evenkite (mineral)
yurtag,eveslogite (mineral)
vaskak,fabianite (mineral)
zudjot,farneseite (mineral)
malaj,fassaite (mineral)
zardub,faujasite (mineral)
bumzuq,faustite (mineral)
fagzos,fayalite (mineral)
tremuq,feldspar (mineral)
kurzeg,feldspathoid (mineral)
ruCogz,felsőbányaite (mineral)
txadac,ferberite (mineral)
sumdef,fergusonite (mineral)
norpok,feroxyhyte (mineral)
sarguq,ferrierite (mineral)
kurcuq,ferrihydrite (mineral)
Cemzod,ferrimolybdite (mineral)
numdam,ferro-actinolite (mineral)
furpon,ferrocolumbite (mineral)
graxul,ferrogedrite (mineral)
torbut,ferrohortonolite (mineral)
Cedulp,ferronigerite-2n1s (mineral)
karteq,ferropericlase (mineral)
mozdiz,ferroselite (mineral)
sargab,ferrotantalite (mineral)
zorcob,fettelite (mineral)
marodj,fichtelite (mineral)
casorf,fingerite (mineral)
fifkob,fletcherite (mineral)
hosamz,fluckite (mineral)
nirzik,fluellite (mineral)
dihogz,fluoborite (mineral)
buhif,fluocerite (mineral)
purbit,fluor-buergerite (mineral)
glalan,fluor-liddicoatite (mineral)
wegemz,fluor-uvite (mineral)
lumdok,fluorapatite (mineral)
xifken,fluorapophyllite (mineral)
neqort,fluorcanasite (mineral)
xistuc,fluorcaphite (mineral)
mifij,fluorellestadite (mineral)
werkon,fluorite (mineral)
xodiv,fluororichterite (mineral)
vestaj,fluorspar (mineral)
destum,fornacite (mineral)
codjat,forsterite (mineral)
wamzox,fougèrite (mineral)
henzit,fourmarierite (mineral)
cafkap,fraipontite (mineral)
lagzul,francevillite (mineral)
rudjav,franckeite (mineral)
xargik,francolite (mineral)
nergat,frankamenite (mineral)
bezdem,frankdicksonite (mineral)
muhuqk,frankhawthorneite (mineral)
yerkud,franklinite (mineral)
xlixoq,franklinphilite (mineral)
muxix,freibergite (mineral)
xuskob,freieslebenite (mineral)
pardix,fukuchilite (mineral)
lurtod,gabrielite (mineral)
gortev,gadolinite (mineral)
ceceC,gagarinite-(ce) (mineral)
beskox,gahnite (mineral)
godjec,galaxite (mineral)
yercov,galena (mineral)
yirCom,galkhaite (mineral)
caskuz,gananite (mineral)
kerdev,ganophyllite (mineral)
durtik,garnet (mineral)
katxuf,garnierite (mineral)
muqkis,gaspeite (mineral)
dofirz,gatehouseite (mineral)
yarcuC,gaylussite (mineral)
lehoft,gedanite (mineral)
xagub,gedrite (mineral)
pirCuj,geerite (mineral)
fiftem,gehlenite (mineral)
hatxeb,geigerite (mineral)
corgez,geikielite (mineral)
farken,gembone (mineral)
drevog,geocronite (mineral)
vergix,georgerobinsonite (mineral)
nondac,germanite (mineral)
Certir,gersdorffite (mineral)
fotxaC,getchellite (mineral)
lorcid,gibbsite (mineral)
rizdur,gilalite (mineral)
crivoq,gismondine (mineral)
markeC,glauberite (mineral)
colpit,glaucochroite (mineral)
dorkul,glaucodot (mineral)
zesaz,glauconite (mineral)
folzan,glaucophane (mineral)
xlomur,glessite (mineral)
haskoC,gmelinite (mineral)
taltoz,godovikovite (mineral)
sistov,goethite (mineral)
virpij,gold (mineral)
watxud,goldmanite (mineral)
xidjuj,gonnardite (mineral)
rimin,gordaite (mineral)
nenzap,gormanite (mineral)
dajorb,goshenite (mineral)
mirtit,goslarite (mineral)
vrexas,graftonite (mineral)
gegas,grandidierite (mineral)
pufkag,grandreefite (mineral)
vuxerk,graphite (mineral)
lorpib,gratonite (mineral)
holtiv,greenalite (mineral)
runzim,greenockite (mineral)
mujers,gregoryite (mineral)
firpad,greifensteinite (mineral)
rinamz,greigite (mineral)
cruzox,grossite (mineral)
sargaj,grossular (mineral)
mitep,groutite (mineral)
grejaz,grunerite (mineral)
wospus,guettardite (mineral)
xiqkoz,gugiaite (mineral)
burCeq,guilleminite (mineral)
worgoq,gunningite (mineral)
damdag,guyanaite (mineral)
boboj,gwihabaite (mineral)
rundoj,gypsum (mineral)
cuspok,hafnon (mineral)
xukun,hagendorfite (mineral)
rultet,haggertyite (mineral)
gidjiv,haidingerite (mineral)
himduz,haiweeite (mineral)
yultec,halite (mineral)
yehok,halloysite (mineral)
zegzes,halotrichite (mineral)
txules,hambergite (mineral)
siqkac,hanksite (mineral)
dastuv,hapkeite (mineral)
tipan,hardystonite (mineral)
lulpuC,harmotome (mineral)
togzev,hatchettite (mineral)
Ceheft,hauerite (mineral)
parzus,hausmannite (mineral)
kulzin,hauyne (mineral)
yiqkur,hawleyite (mineral)
bandic,haxonite (mineral)
xarpiv,hazenite (mineral)
dirzib,heazlewoodite (mineral)
cudjiq,hectorite (mineral)
lerzex,hedenbergite (mineral)
zostep,heliodor (mineral)
terzuf,heliotrope (mineral)
frebed,hellyerite (mineral)
kuveft,hematite (mineral)
bonzik,hemihedrite (mineral)
bofad,hemimorphite (mineral)
burbaz,hemusite (mineral)
dacirb,hendricksite (mineral)
larcot,heptasartorite (mineral)
pomdet,herbertsmithite (mineral)
txonum,hercynite (mineral)
bebast,herderite (mineral)
lurgul,hermannjahnite (mineral)
vlerux,hessite (mineral)
zezeqk,hessonite (mineral)
xlurin,heulandite (mineral)
numerc,hexaferrum (mineral)
duzux,hibonite (mineral)
gludos,hidalgoite (mineral)
perzaz,hiddenite (mineral)
viqkux,hilgardite (mineral)
beCoj,hisingerite (mineral)
wufkej,hiärneite (mineral)
kinax,hodgkinsonite (mineral)
kronov,hoelite (mineral)
Cinunz,hollandite (mineral)
heCad,holmquistite (mineral)
hesesk,homilite (mineral)
madjen,hopeite (mineral)
mowirb,hornblende (mineral)
durpuq,howlite (mineral)
hertij,hsianghualite (mineral)
sunib,hubeite (mineral)
muxurz,huemulite (mineral)
nospiq,humite (mineral)
zisper,huntite (mineral)
prasec,hureaulite (mineral)
cijosp,hutchinsonite (mineral)
gargit,huttonite (mineral)
firkul,hyalite (mineral)
holpeq,hyalophane (mineral)
txesor,hydroboracite (mineral)
slezuk,hydrogrossular (mineral)
garziv,hydrohalite (mineral)
sespuv,hydrokenoelsmoreite (mineral)
guvenz,hydromagnesite (mineral)
zistic,hydrotalcite (mineral)
liskus,hydroxylapatite (mineral)
gezdit,hydrozincite (mineral)
kemag,hypersthene (mineral)
garzuz,håleniusite-(la) (mineral)
migzij,hübnerite (mineral)
