tune,english
tirpuf,benzothiazole
cartes,beryl
negzaf,beta-carotene
finzeC,beta-glucan
vurbuc,betulinic acid
bodard,biacetyl
peftuz,bicyclomycin
pirbig,bilirubin
sloroC,biotin
keqkor,biphosphate ion
fehirp,bisabolol
tamdoq,bismuth
vuspir,bisulphite ion
volpab,bombesin
faredj,boracite
saqkuz,borax
cujogz,borazine
morbok,boron
zurpam,boron trifluoride
vaspax,boron trifluoride etherate
hulpup,bradykinin
noyeg,brazilianite
losaf,brevetoxin b
yomzaf,bromo-chloro-fluoro-methane
dunigz,bromoaureol acetate
rahugj,bromopentafluoride
fufec,brooklax
gartiq,buckminsterfullerene
kikarc,buli
wondud,buprenex
haCurc,bupropion
brekak,buspar
xeqkos,buspirone
famzen,butylbenzoic acid
zerpat,butyric acid
riskom,c60 fullerene
londuC,c70 fullerene
bledif,cafestol
txasom,caffeine
Cendar,calcite
hihurg,calcitonin
certan,calcium hydride
zodjag,calcium hydroxide
rigzab,calcium monoxide
nerzix,calcium sulfide
wevol,caledonite
serdol,calyculin a
zuftaq,campesterol
Cenzof,camphor
pastas,cantharidin
dandop,canthaxanthin
yorpoq,capric acid
dihofk,caproic acid
durpad,caprylic acid
fijuC,capsaicin
Cuzdas,captan
noqket,carbon dioxide
krefuv,carbon monoxide
zifkaq,carbon suboxide
necunz,carbon tetrachloride
tutird,carbonate
dadurc,carbonate ion
provoq,carbonic acid
sicugz,carbonic anhydride
zartak,carletonite
lezdux,carnallite
goftuk,carnitine
dimid,carotene
xurCoj,carotenoid
dalzit,caryophyllene
duborg,cassiterite
firbef,catapres
cejonz,catechin
vorgas,catechol
lejemz,cavansite
yunziv,celestine
yaltid,celexa
pudjit,cellulose
feCetx,cembranolide
glosac,cerotic acid
dorgax,cerussite
narpak,cervonic acid
zamdeg,chalcanthite
wergof,chalcopyrite
Comdex,chamazulene
semzul,chicoric acid
xodjep,chlorate
deften,chlordene
haxiv,chlordiazepoxide
cudjan,chlorine monoxide
sliguq,chloro-difluoro-methane
curij,chlorocresol
loltec,chlorogenic acid
xuvenz,chloromethane
slevav,chlorophyll
lojom,chlorosulfuric acid
yorzok,cholecalciferol
tigzok,cholecystokinin
lutxol,cholesterol
peqker,choline
varbop,chromate
burkuc,chromium
kuzigz,chromium trioxide
solpes,chromogranin a
xifked,chrysene
ramzec,chrysoberyl
xurcek,cinnabar
gundan,cinnamic acid
hurzin,cisplatin
londur,citalopram
lihulp,citric acid
kalpuc,clinoclase
lolefk,clobazam
poltat,clorazepate
yaskom,clozaril
birtiv,clupanodonic acid
dorziz,cocaine
zeqkeg,codeine
Camzoq,coenzyme q
wertit,collagen
pandug,concerta
neyalp,contrave
dejesk,copeptin
xuyomd,copiapite
ladjuk,copper
dorgid,coronene
yiqkaC,corticotropin-releasing hormone
wufkik,cortisol
firbaj,cortisone
sonzub,corundum
zenzeC,coumarin
citxir,creatine
blobud,crocoite
vonziv,cryolite
hufkom,cryptoxanthin
hastic,cucurbitine
wergut,cucurbitine perchlorate
lercud,cumene hydroperoxide
wuqerv,curcumin
srejus,cyanide ion
hajusp,cyanidin
xerpot,cyanoacetylene
CeCarf,cyanoacrylate
nazdob,cyanogen
Cadjoq,cyclobutane
zuCov,cyclohexane
drunad,cyclomarin a
hospex,cyclopropane
fresas,cyclopropane carboxylic acid
zodorz,cyclopropenylidene
caskiC,cycloxazoline
gurpov,cymbalta
romduk,cymobarbatol
cucend,cysteine
fijusp,cytidine
gecurt,cytosine
tirCum,d-(-)-luciferin
tucup,d-glucitol
djurof,d-serine
dircud,dactylallene
vultex,daidzein
gorkox,dalmane
vercuv,ddt
vonzem,decachlorobiphenyl
fazdod,decamine
vamdeC,dechlorane
dundoj,decopur
xrojen,delphinidin
wardob,depakote
zifkek,deprenyl
dewask,desoxyn
lujers,desyrel
yafkoq,dexedrine
sirzed,dextromethorphan
vinzut,diacetylene
soqkob,diazepam
vlumok,diazomethane
xurcav,dibenzoyl peroxide
pundep,dicarbon monoxide
cinamd,dichloro-difluoro-methane
ratxac,dichromate ion
cortek,dieldrin
muhif,dihydroxyacetone phosphate
giskax,diketene
malpej,dilaudid
lulpac,dimethyl sulfide
xodug,dimethylpyrazine
ceyurc,dimethyltryptamine (dmt)
fezdup,dinitrogen tetroxide
guzan,dinitrophenol
brimac,dinitrotoluene
xurCoq,dioxane
dirket,dioxin
yuftep,diprivan
pepogz,disulfiram
sigzuk,diterpenes
lememd,dithiolthione
niberd,diuron
wunzir,divinyl acetylene
kaxin,dodecanedioic acid
sugzal,dolomite
zarbiC,domeykite
lerciq,dopamine
Corpit,doxepin
sufisk,dramamine
loragz,duloxetine
dewurk,durdenite
sihorb,durotox
mofkik,dynamite
kulpuq,dynorphin
vodiv,dysamide c
bolzid,effexor
pertij,eicosenoic acid
buhigz,elavil
Cuqkej,ellagic acid
norzin,ellagitannin
suskak,emmonsite
coCif,endomorphin
herbul,endorphin
legog,endrin
Cemdin,enkephalin
yiwez,epicatechin
moqkek,epigallocatechin
bestig,epinephrine
rolpaj,epsomite
caltex,ergocalciferol
nufkal,erimin
sejirb,eriodictyol
zirkip,erucic acid
Cecurv,erythrite
ceskup,erythromycin
matxaC,estazolam
gurguk,ester
vafkak,estradiol
ziqulp,estrol
vriqef,estrone
mobirs,ethane
lorput,ethane carboxylic acid
xerpum,ethanol
xrifef,ethyl alcohol
warkip,ethyl ether
lidjek,ethyl maltol
tidjeC,ethylene
hargis,ethylene carboxylic acid
Cegzav,ethylene glycol
crukuq,ethylene oxide
zutxaq,etilaam
drumim,eugenol
bladof,ferredoxin
bifkuv,ferric chloride
coskip,ferric oxide
sazdoq,ferrous chloride
pufkek,ferulic acid
damdiv,fetzima
slufom,flavanol
kazudj,flavanone
maskof,flavone
hijaqk,flavonoid
rafkix,flavonolignan
trazom,flavonol
deris,flexeril
forzen,fluoranthene
Coxuk,fluorapatite
najin,fluorene
harziC,fluorite
turkif,fluoxetine
Cirgep,fodiss
goyimz,formic acid
gojik,fructose
markiC,fructose-6-phosphate
lirdov,fumaric acid
migzix,fumiquinazoline c
reworb,furaldehyde
siqkev,gaba
torkar,gabatril
bivez,gabitril
benzap,galactose
gidjos,galacturonic acid
cagzux,galanin
bercam,galena
tozdib,gallic acid
luwarf,gallocatechin
gavufk,gallotannin
zefkix,gamma-aminobutyric acid
badirs,garnet
werpib,gaspeite
buskuz,gastrin
bortak,gastrin releasing peptide
sorodj,genistein
niCob,geodon
taqkaC,germane
yegirz,glucagon
halors,glucocorticoid
caculz,glucose
xevefk,glucosinolate
fozdul,glucuronic acid
xowust,glutamate
lijul,glutamic acid
norgud,glutamine
wartef,glutaric acid
vluvuf,glycine
fazorz,glycitein
Cultol,gonadotropin-releasing hormone
guxors,growth hormone
gidjap,guanidinium nitrate
xlamos,guanine
hergud,guanosine
Cuqort,gypsum
somost,halcion
vuzemd,haldol
topuj,halite
nogzav,halloysite
varzed,halomon
glerol,hcb
nasaC,hemicellulose
xostiq,heptachlor
hiftus,hesperidin
lurpef,hessite
renask,hex
nerdum,hexachlorobenzene
kaCuk,hexachlorocyclohexane
xuguft,hexachlorocyclopentadiene
Cundus,hexafluorosulfide
sandaf,hexahydrobenzene
bumdir,hexane
semest,histamine
codjuk,histidine
luskof,honulactone d
lurgiC,hormone
nindas,hyaluronidase
lobotx,hydrazine
tostef,hydrochloric acid
sumzej,hydrogen bromide
lifij,hydrogen cyanide
xodjud,hydrogen fluoride
hirbas,hydrogen iodide
zorgin,hydrogen peroxide
vorpov,hydrogen selenide
surCev,hydrogen sulfide
gurger,hydronium
pigzof,hydroxide ion
lanast,hydroxyisobutyric acid
sertoq,hydroxyzine
naraj,hypochlorite
sorgen,hyposulfite
vubart,ibuprofen
yumzov,imitrex
xurCov,imovane
zardor,inderal
sergoj,indole
xrifom,inesite
kerzax,inulin
zuyord,invega
gendur,iodine pentafluoride
safkid,insulin
ninder,iron monosulfide
yizdat,iron monoxide
sifoC,isobutane
norpir,isodrin
naxox,isoleucine
priCom,isopropanol
pemziv,isopropyl ether
hispib,isorhamnetin
licisk,jadeite
gundib,juglone
zondux,juncusol
dusim,juncusol diacetate
simzeq,kaempferol
blucof,kalihinene
yorpis,kemstro
xagidj,kepone
cifur,keppra
lalzut,keramamine-a
bospik,keramamine-a hydrochloride
vracuk,keramaphidin b
xenzif,ketaset
vuftap,ketene
xoftuv,ketone
suCeqk,kilprop
dulpup,kisspeptin
murtoz,klonopin
conunz,l-alanine
gezurb,l-carnitine
wondok,l-carvone
flakiz,lactose
guzdax,lamictal
gorcib,lankalapuol a
fitxat,latuda
venurz,laurencin
xregok,lauric acid
tardot,leucine
furzof,lexapro
barkon,librium
prisul,lignan
molpug,lignoceric acid
yurguz,limonene
mulpen,lindane
cinzak,linoleic acid
hurtaz,loperamide (immodium)
garCag,lsd
gorkid,lunesta
xercax,lutein
pefkac,luteolin
yebax,luvox
bofkej,lycopene
warCuz,lyphocin
vadjis,lyrica
mizdok,lysine
warcep,lysozyme
dumdad,m-cresol
kevuqk,m-hydroxybenzoic acid
mocogj,m-xylene
rabusk,malachite
Cijizd,maleic acid
frebon,malonic acid
temdul,maltol
losimz,maltose
dramed,malvidin
fufirt,manzamine
nicerf,marcasite
yultoq,margaric acid
turcob,marinol
bulpiq,mdma
buskoz,mecopar
Cumod,mecoprop
zorgaC,melanin
pralac,melanin-concentrating hormone
xarcor,melanocyte-stimulating hormone
naspob,melanterite
lolpux,melatonin
kordaz,melittin
Cijamd,menadione
griqar,mercaptopurine monohydrate
yarpeb,mescaline
tirdes,mescaline hydrochloride
crujij,methacrylate
hiwirs,methane
Cemozd,methanol
barCan,methionine
cetxid,methoxychlor
vlevoj,methyl acrylate
kivark,methyl benzoate
sibetx,methyl cellulose
letxed,methyl cyanide
zistuv,methyl mercaptan
Cizdeg,methyl p-hydroxybenzoate
slubud,methylamine
bujam,methylcyanoacetylene
meners,methyldiacetylene
radjef,methylpyrazine
kofkaz,millerite
curgam,mimetite
yuqkir,miracle
yumduf,mirbane oil
bospeC,mirex
kudjuq,molybdenite
xeskeg,molybdenum hexacarbonyl
Ceftit,molybdenum sulfide
vafkip,molybdic ochre
dudurg,monosan
remdax,monoterpene
firgem,moronic acid
vondug,morphine
ratxun,motilin
cedogz,motrin
yuzest,muscovite
blurom,musk xylene
gurtaz,myricetin
tarcag,myristic acid
vraCoz,myristoleic acid
mespiv,n-acetylaspartylglutamate
Coqkun,n-acetylcysteine
gizirk,n-arachidonoyl dopamine
mizdod,n-methylphenethylamine
gujig,n-methyltryptamine
sijefk,n-pentacosane
hiskaC,nag
mimirv,naltrexone
bloden,naphthol
cidal,naprosyn
teterv,naproxen
valtof,napthalene
cedar,narcan
deftek,naringenin
docolz,naringin
wazdeg,neamphine
ruhefk,needle tin
daberc,neoendorphins
vokumd,neohalicholactone
titxub,neoxanthin
blaqik,nervonic acid
cuskuq,neurokinin a
cetxuq,neurokinin b
wokarg,neuromedin b
dustos,neuromedin u
ciskin,neurontin
druduc,neuropeptide b
golzuf,neuropeptide ff
kurCoq,neuropeptide k
flasof,neuropeptide s
moskov,neuropeptide y
zaxind,neurophysin i
sobuC,neurophysin ii
xiskej,neurosporene
fedurc,nicotinamide adenine dinucleotide
zertip,nicotine
zarCad,niter
bolodj,nitrate ion
fulpox,nitric acid
mokig,nitric oxide
worpul,nitrite ion
xruCuc,nitrobenzol
candaq,nitroguanidine
cenegz,nitrophenol
puskon,nitrous oxide
ruhezd,nociceptin
tiqkix,norcholestane
damdaq,norepinephrine
wuspaq,numorphan
fendan,nuprin
colzun,octanitrocubane
duculp,octanoic acid
fuhiqk,octopamine
vroseq,oestrin
gawuft,oestrone
conzip,oleanolic acid
yespal,oleic acid
nuhid,oligosaccharide
yustes,orexin a
niqkun,orexin b
yurgoc,oxalate
burger,oxalic acid
cespev,oxirane
dabun,oxychlor
hertad,oxytetracycline
zeskeg,oxytocin
caCoqk,ozone
mardoC,p-benzoquinone
fleruf,p-cresol
vusuz,p-hydroxybenzaldehyde
torguz,p-hydroxybenzoic acid
xikus,p-xylene
samduj,palmitic acid
mugzax,pamelor
bulorf,pancreatic polypeptide
viqkif,paraherquamide
norCic,parathyroid hormone-related protein
marzaz,paroxetine hydrochloride hemihydrate
dulpat,paxil
guzdif,pcb-15
xerzad,pcb-4
lodesk,pectenotoxin
zedort,pectin
cojors,pelargonidin
Cercip,penicillin
Curpis,pennamine
xurzoc,pentaacetoxy taxadiene hydrate
zaspuk,pentacarbon monosulfide
zamzux,pentacarbon monoxide
sozdic,pentacene
hirbid,pentachlorophenol
dewerb,pentadecanoic acid
fahirb,pentaerythritol tetranitrate
hiskeC,pentane
waqkex,pentatetraenylidene
zirzul,peonidin
rizdim,peppermint
lardod,pepsin
herced,peptide yy
dalzud,perchlorate
torkep,percodan
lorbup,periclase
wugzif,permanganate
ragzud,peroxide ion
zowusp,perylene
xuvimz,petunidin
nimziq,phenanthrene
krijuq,phencyclidine
sercas,phenelzine
rufeC,phenergan
saburf,phenethylamine
pospen,phengite 3t
wergox,phenobarbital
fispom,phenol
Coltan,phenolphthalein
papend,phenoxymethylpenicillin
nirdom,phenylalanine
nardiq,phenylmercuric acetate
rospar,phloroglucinol
xamdom,phloroglucinol dihydrate
komdeq,phosgene
fomdoq,phosphine
histeC,phosphoenol pyruvate
xespir,phosphoenol pyruvic acid
xugzup,phosphoric acid
zamdes,phosphorus monoxide
soroft,phosphorus pentachloride
brosas,phycocyanin
kroduq,phycocyanobilin
nirguk,phycoerythrin
berzak,phylloquinone
luskad,phytic acid
wurgup,phytoene
rebogj,phytoestrogen
geqkiC,phytofluene
turkup,phytosterol
rondos,picene
horbem,picric acid
bresar,picryl chloride
peqkem,pimozide
zurCik,pinene
kuspib,pinnatazane
betxag,piperazinomycin
gumdit,piperazinomycin monohydrobromide
gispul,piperine
wurgoj,pitocin
catxoC,placidyl
rokev,plastocyanin
xlazuk,plastoquinone
tolzer,platinum
hundag,polyphenol
Casur,polysaccharide
horder,potassium phenolate
yamzoz,prebiotic
culurp,pregnenolone
yulper,prianosin a
xoqkiC,pristiq
hazdiC,proanthocyanidin
nisirg,progesterone
kirkix,progestin
kirtus,prolactin-releasing peptide
baworc,proline
zestic,prolixin
sabas,prometone
galzor,proopiomelanocortin
danos,propadienylidene
glabac,propane
Cacud,propene acid
duwers,propionic acid
woftov,propranolol
saftif,propyne
xidjas,provigil
CorCez,prozac
gercom,pseudo-conhydrine
rehusp,pseudopterosin f
djebej,pseudopterosin f dihydrate
yercun,psilocybin
zitxub,pterostilbene
verzeC,putrescine
gridiz,pyrene
hartuk,pyridine
wargon,pyridoxal-5-phosphate
bejob,pyridoxamine
Ceftax,pyridoxine
bastax,pyroglutamylated rfamide peptide
xleCom,pyruvate
hurguz,quartz
topalt,quercetin
nomond,r-carnitine
damzip,r-α-lipoic acid
refkeg,realgar
hidjuf,remeron
xofkug,reminyl
dargin,restoril
vofket,resveratrol
wundij,retinoic acid
tarbev,revia
zortud,rexulti
yafev,rhodochrosite
vufteg,ribose
lespet,ribulose-bisphosphate
xergev,risperdal
nemdip,ritalin
paterb,rohypnol
gertuj,rosmarinic acid
tuftam,rotenone
mumigz,rotenone carbon tetrachloride solvate
tarzoz,rubixanthin
rugzeq,rutin
Cidjad,saccharin
kozdem,salicylaldehyde
Ciqkub,salicylic acid
lalpir,salinamide b
dostit,saphris
dertig,saponins
senac,saxitoxin
zorcoj,scalaradial
Comerz,scapolite
senzit,secretin
hemdat,serax
xuxatx,serine
tistuf,seroquel
vercav,serotonin
namzoC,showdomycin
tirpet,siderite
caCom,silicon dicarbide
hefeft,silicon monosulfide
warcib,silicon monoxide
torzux,silylene
diskuc,sinhalite
terkin,sitosterol
muhutx,skelaxin
mufkim,sodalite
craCaC,sodium chloride
srocul,sodium persulfate
sortek,sodium phenolate
bestos,soma
yarpuc,somatostatin
hirtig,sonata
mules,sorbic acid
mozdid,sorbitol
safkug,sphalerite
baled,spinel
derkol,spravato
goltaf,stannic chloride
nonzes,stearic acid
lebert,stearidonic acid
Ceskoz,stelazine
vemdod,steroid
kagis,stigmasterol
hircoj,stilbenoid
kultuk,strattera
wemdas,stream tin
Corab,streptonigrin
cocerc,streptonigrin ethylacetate solvate
murzon,strontianite
nalagj,strychnine
bredol,styphnic acid hydrate
grozod,styrene
fuqkor,substance p
Cunotx,succinic acid
hertak,sucrose
nanzek,sulfate ion
fuCuC,sulfite
lorogj,sulfur
gawalp,sulfur monoxide
cerCuz,sulfur oxide tetrafluoride
kodjar,sulfuric acid
yagzog,survector
trufag,sweet n low
nenzoz,synephrine
befkor,tamoxifen
prubeb,tangeritin
fedjaj,tannin
curkac,tanzanite
durpov,tartaric acid
Cendib,taurine
sucaft,tegretol
dripap,telazol
laCurd,terpene
ricirv,testosterone
kerbuq,tetrabromodichlorobipyrrole
dohirz,tetracycline
klavaf,tetradecanol
sarCoq,tetrahydrocortisol
demdoj,tetrahydrofuran
nuspaj,tetranitroaniline
dirCaC,tetrodotoxin
nulzix,tetrodotoxin hydrobromide
Ceskom,tetryl
rocej,theaflavin
nispuz,thearubigin
fimzeb,theophylline
pultic,thf
vorduj,thiocarbohydrazide
crebus,thioketene
yardic,thionyl chloride
margoc,thiophene
yugefk,thioredoxin
xaxufk,thiourea
gergik,thorazine
xazirk,threonine
koskov,thymidine
txeCuc,thymine
xarkam,thymol
dredoc,thyrotropin-releasing hormone
kirbis,timnodonic acid
xrasuC,tin oxide
kertax,tinstone
sitxuj,titanium oxide
xezirc,titanium tetrachloride
hemdob,tofranil
dirgeq,topamax
vralix,topaz
nuyok,tourmaline
ficord,toxaphene
lajerf,trans-chlordane
roqkat,triacetylene
cusaqk,tridecane
klikud,trigonelline
cirgos,trilafon
gasox,trileptal
yorpig,trimesic acid
heyar,trimethylamine
lurdef,trimethylene
rospix,trimethylpyrazine
vlulig,trinitrobenzene
merCop,trinitroresorcinol
wulzic,trintellix
furdic,trioxane
veskuv,triphenylene
parCov,triphosgene
bulpik,triterpenoid
CerCiv,trunculin b
sizdez,tryptamine
lurkij,tryptophan
roltev,tyramine
hejun,tyrosine
Cobuc,ubiquinone
xremos,ultram
teqkeC,undecanol
hardox,uracil
dolpov,urea nitrate
fixurt,urethane
doftef,uridine
dafef,uridine-5-oxyacetic acid
reftox,urocortin
kroxod,ursolic acid
frigog,valine
hisper,valium
lerkep,vanadinite
vozdop,vancocyn
zorgic,vancomycin
burcef,vanillin
perCed,variscite
wufkoz,vasopressin
lijamz,venlafaxine hydrochloride
vitxaj,viagra
goqamz,vicodin
vorpud,viibryd
kracuv,vinyl toluene
hayuk,vinylformic acid
rumdal,virodhamine
cugeg,vistaril
yedjob,vitamin a
zakerf,vitamin b complex
mewalt,vitamin b1
histid,vitamin b12
wospok,vitamin b2 (riboflavin)
lurtuC,vitamin b3 (niacin)
farCat,vitamin b5 (pantothenic acid)
tundoj,vitamin b6
muqkiq,vitamin b7 (biotin)
naspis,vitamin b9 (folate)
maftur,vitamin c
fertop,vitamin c (ascorbic acid)
setxag,vitamin d
txoros,vitamin d2
cundus,vitamin d3
bodjez,vitamin e
cuCic,vitamin h
lotxeb,vitamin k
pepof,vitamin k1
boftid,vitamin k2 (menaquinone)
gulpes,vitamin k3
slumeb,vitamin u
saCar,vraylar
horboj,vyvanse
pultaf,warfarin
nubigj,water
govesp,weed tox
zusek,weedtrol
grexis,wellbutrin
fraCof,wood tin
traxal,wulfenite
xlucac,xanax
golpex,xanthone
suzdam,xanthophyll
ruhom,zeaxanthin
flecoc,zippeite
nutxob,zircon
mucus,zoloft
wordet,zulresso
wavaqk,zyban
yarCuf,zyprexa
pinzas,α-actinin
xirkef,α-aminobutyric acid
naskit,α-carotene
vrebov,α-linolenic acid
fagziq,α-tocopherol
zeximz,β-carotene
yospos,β-lactose
hirpik,γ-carotene
woskok,δ-carotene
kuyal,ε-caprolactam
Codalp,ε-carotene
