word,shape,distinct,meaning
dret,CCVC,no,
drek,CCVC,no,
dres,CCVC,no,
drez,CCVC,no,
dref,CCVC,no,definite
drev,CCVC,no,
drex,CCVC,no,hyphen
drej,CCVC,no,
drec,CCVC,no,
dreC,CCVC,no,
dram,CCVC,yes,human
dran,CCVC,no,
draq,CCVC,no,
drab,CCVC,no,
drad,CCVC,no,put
drag,CCVC,no,
drap,CCVC,no,drop
drat,CCVC,no,
drak,CCVC,no,harm
dras,CCVC,no,
draz,CCVC,no,
draf,CCVC,no,
drav,CCVC,no,candela (measurement)
drax,CCVC,yes,
draj,CCVC,no,
drac,CCVC,no,
draC,CCVC,no,
dral,CCVC,no,dry
drar,CCVC,no,
drom,CCVC,no,
dron,CCVC,no,drone (sound)
droq,CCVC,no,
drob,CCVC,no,
drod,CCVC,no,
drog,CCVC,no,
drop,CCVC,no,
drot,CCVC,no,
drok,CCVC,no,
dros,CCVC,no,
droz,CCVC,no,enter
drof,CCVC,no,
drov,CCVC,no,multicellular life
drox,CCVC,no,
droj,CCVC,no,
droc,CCVC,no,
droC,CCVC,no,
drol,CCVC,no,
dror,CCVC,no,
drum,CCVC,no,drum
drun,CCVC,no,
druq,CCVC,no,
drub,CCVC,no,
drud,CCVC,no,
drug,CCVC,no,
drup,CCVC,no,d sound
drut,CCVC,no,electricity
druk,CCVC,no,
drus,CCVC,no,radius
druz,CCVC,no,
druf,CCVC,no,
druv,CCVC,no,
drux,CCVC,no,
druj,CCVC,no,
druc,CCVC,no,
druC,CCVC,no,
drul,CCVC,no,drool
drur,CCVC,no,
glim,CCVC,no,
glin,CCVC,no,
gliq,CCVC,no,
glib,CCVC,no,
glid,CCVC,no,
glig,CCVC,no,
glip,CCVC,yes,lip
glit,CCVC,no,
glik,CCVC,no,
glis,CCVC,no,
gliz,CCVC,no,
glif,CCVC,no,
gliv,CCVC,no,
glix,CCVC,yes,
glij,CCVC,no,
glic,CCVC,no,
gliC,CCVC,no,
glem,CCVC,no,
glen,CCVC,yes,gluon
gleq,CCVC,no,
gleb,CCVC,no,
gled,CCVC,yes,lay
gleg,CCVC,no,
glep,CCVC,no,
glet,CCVC,no,gate
glek,CCVC,no,
gles,CCVC,no,
glez,CCVC,yes,10^4
glef,CCVC,no,
glev,CCVC,no,
glex,CCVC,no,
glej,CCVC,no,
glec,CCVC,no,
gleC,CCVC,no,
glam,CCVC,no,
glan,CCVC,no,glide
glaq,CCVC,no,
glab,CCVC,no,
glad,CCVC,no,
glag,CCVC,no,
glap,CCVC,no,
glat,CCVC,no,
glak,CCVC,no,
glas,CCVC,no,
glaz,CCVC,no,
glaf,CCVC,no,
glav,CCVC,yes,glove
glax,CCVC,no,
glaj,CCVC,yes,
glac,CCVC,no,
glaC,CCVC,no,
glal,CCVC,no,
glar,CCVC,no,
glom,CCVC,no,
glon,CCVC,no,
gloq,CCVC,no,
glob,CCVC,yes,planet
glod,CCVC,no,
glog,CCVC,no,
glop,CCVC,no,
glot,CCVC,yes,goat
glok,CCVC,yes,your
glos,CCVC,no,
gloz,CCVC,no,
glof,CCVC,no,
glov,CCVC,no,
glox,CCVC,no,
gloj,CCVC,no,
gloc,CCVC,no,
gloC,CCVC,no,
glol,CCVC,no,
glor,CCVC,yes,glare
glum,CCVC,no,
glun,CCVC,no,
gluq,CCVC,no,
glub,CCVC,no,
glud,CCVC,no,
glug,CCVC,no,
glup,CCVC,no,
glut,CCVC,no,
gluk,CCVC,no,lick
glus,CCVC,no,
gluz,CCVC,no,
gluf,CCVC,no,
gluv,CCVC,no,
glux,CCVC,yes,
gluj,CCVC,no,
gluc,CCVC,no,
gluC,CCVC,no,
glul,CCVC,no,
glur,CCVC,no,
grim,CCVC,no,
grin,CCVC,no,
griq,CCVC,no,
grib,CCVC,no,
grid,CCVC,no,
grig,CCVC,no,
grip,CCVC,no,
grit,CCVC,no,hello
grik,CCVC,no,
gris,CCVC,no,
griz,CCVC,no,
grif,CCVC,no,
griv,CCVC,yes,grieve
grix,CCVC,no,
grij,CCVC,no,
gric,CCVC,no,
griC,CCVC,no,
grem,CCVC,no,grim
gren,CCVC,no,
greq,CCVC,no,
greb,CCVC,no,
gred,CCVC,no,grade (score)
greg,CCVC,no,
grep,CCVC,no,grape
gret,CCVC,no,
grek,CCVC,no,
gres,CCVC,no,guess
grez,CCVC,no,
gref,CCVC,no,
grev,CCVC,no,
grex,CCVC,no,
grej,CCVC,no,
grec,CCVC,no,
greC,CCVC,no,
gram,CCVC,no,gram (measure)
gran,CCVC,no,
graq,CCVC,no,
grab,CCVC,no,
grad,CCVC,no,grid
grag,CCVC,no,
grap,CCVC,no,issue
grat,CCVC,no,
grak,CCVC,no,
gras,CCVC,no,grass
graz,CCVC,no,
graf,CCVC,no,
grav,CCVC,no,graviton
grax,CCVC,no,
graj,CCVC,no,
grac,CCVC,yes,jaw
graC,CCVC,no,
gral,CCVC,no,foot
grar,CCVC,no,
grom,CCVC,no,
gron,CCVC,no,
groq,CCVC,yes,lion
grob,CCVC,no,
grod,CCVC,no,
grog,CCVC,no,
grop,CCVC,no,
grot,CCVC,no,
grok,CCVC,no,
gros,CCVC,no,
groz,CCVC,no,
grof,CCVC,no,
grov,CCVC,no,
grox,CCVC,no,
groj,CCVC,no,
groc,CCVC,no,
groC,CCVC,no,
grol,CCVC,no,
gror,CCVC,no,growl
grum,CCVC,no,row
grun,CCVC,no,grow
gruq,CCVC,no,
grub,CCVC,no,
grud,CCVC,no,
grug,CCVC,no,
grup,CCVC,no,group (math)
grut,CCVC,no,grit (strength)
gruk,CCVC,no,
grus,CCVC,no,
gruz,CCVC,no,
gruf,CCVC,no,
gruv,CCVC,yes,rub
grux,CCVC,no,
gruj,CCVC,no,
gruc,CCVC,no,
gruC,CCVC,no,
grul,CCVC,no,
grur,CCVC,no,
plim,CCVC,no,
plin,CCVC,no,discipline
pliq,CCVC,no,
plib,CCVC,yes,
plid,CCVC,no,
plig,CCVC,no,
plip,CCVC,no,
plit,CCVC,no,
plik,CCVC,no,
plis,CCVC,no,
pliz,CCVC,no,please
plif,CCVC,no,
pliv,CCVC,no,
plix,CCVC,yes,
plij,CCVC,no,
plic,CCVC,no,
pliC,CCVC,no,
plem,CCVC,no,
plen,CCVC,no,plane (geometry)
pleq,CCVC,no,
pleb,CCVC,no,
pled,CCVC,no,
pleg,CCVC,no,plague
plep,CCVC,no,plop
plet,CCVC,no,plate
plek,CCVC,no,their
ples,CCVC,no,
plez,CCVC,no,
plef,CCVC,no,
plev,CCVC,no,
plex,CCVC,no,
plej,CCVC,no,
plec,CCVC,no,
pleC,CCVC,no,
plam,CCVC,no,
plan,CCVC,yes,plan
plaq,CCVC,no,
plab,CCVC,no,
plad,CCVC,no,
plag,CCVC,no,
plap,CCVC,no,glottal stop
plat,CCVC,no,
plak,CCVC,no,pluck
plas,CCVC,no,compassion
plaz,CCVC,no,
plaf,CCVC,no,
plav,CCVC,no,
plax,CCVC,yes,accomplish
plaj,CCVC,no,
plac,CCVC,no,
plaC,CCVC,no,
plal,CCVC,no,
plar,CCVC,no,play
plom,CCVC,no,
plon,CCVC,no,pion
ploq,CCVC,no,
plob,CCVC,no,
plod,CCVC,no,implode
plog,CCVC,no,
plop,CCVC,no,
plot,CCVC,no,
plok,CCVC,no,
plos,CCVC,no,
ploz,CCVC,no,
plof,CCVC,no,
plov,CCVC,no,
plox,CCVC,no,
ploj,CCVC,no,
ploc,CCVC,no,
ploC,CCVC,no,
plol,CCVC,no,
plor,CCVC,no,
plum,CCVC,no,
plun,CCVC,no,
pluq,CCVC,no,
plub,CCVC,no,
plud,CCVC,no,pound (measure)
plug,CCVC,no,
plup,CCVC,no,poop
plut,CCVC,no,
pluk,CCVC,no,
plus,CCVC,no,
pluz,CCVC,no,
pluf,CCVC,no,
pluv,CCVC,no,
plux,CCVC,no,
pluj,CCVC,no,
pluc,CCVC,no,
pluC,CCVC,no,
plul,CCVC,no,
plur,CCVC,no,
prim,CCVC,no,prime (primative)
prin,CCVC,no,
priq,CCVC,no,
prib,CCVC,no,
prid,CCVC,no,
prig,CCVC,no,
prip,CCVC,no,
prit,CCVC,no,
prik,CCVC,no,opaque
pris,CCVC,no,
priz,CCVC,no,
prif,CCVC,no,
priv,CCVC,no,
prix,CCVC,no,
prij,CCVC,no,
pric,CCVC,no,
priC,CCVC,no,
prem,CCVC,no,
pren,CCVC,no,
preq,CCVC,no,
preb,CCVC,no,
pred,CCVC,no,
preg,CCVC,no,
prep,CCVC,no,
pret,CCVC,no,
prek,CCVC,no,
pres,CCVC,no,pressure
prez,CCVC,no,
pref,CCVC,no,
prev,CCVC,no,
prex,CCVC,no,precious
prej,CCVC,no,
prec,CCVC,no,
preC,CCVC,no,
pram,CCVC,no,primordial
pran,CCVC,no,
praq,CCVC,no,
prab,CCVC,no,probable
prad,CCVC,no,
prag,CCVC,no,pig
prap,CCVC,no,
prat,CCVC,no,apart
prak,CCVC,no,
pras,CCVC,no,press (force)
praz,CCVC,no,prize
praf,CCVC,no,
prav,CCVC,no,
prax,CCVC,no,ash
praj,CCVC,no,
prac,CCVC,no,
praC,CCVC,no,
pral,CCVC,no,
prar,CCVC,no,
prom,CCVC,no,
pron,CCVC,no,
proq,CCVC,no,
prob,CCVC,no,
prod,CCVC,no,
prog,CCVC,no,
prop,CCVC,no,
prot,CCVC,no,proton
prok,CCVC,no,
pros,CCVC,no,
proz,CCVC,no,for/purpose
prof,CCVC,no,
prov,CCVC,no,
prox,CCVC,no,
proj,CCVC,no,
proc,CCVC,no,
proC,CCVC,no,
prol,CCVC,no,
pror,CCVC,no,
prum,CCVC,no,
prun,CCVC,no,
pruq,CCVC,no,
prub,CCVC,no,
prud,CCVC,no,
prug,CCVC,no,
prup,CCVC,no,
prut,CCVC,no,
pruk,CCVC,no,pick
prus,CCVC,no,
pruz,CCVC,no,
pruf,CCVC,no,
pruv,CCVC,no,prove
prux,CCVC,no,
pruj,CCVC,no,
pruc,CCVC,no,
pruC,CCVC,no,
prul,CCVC,no,
prur,CCVC,no,
txim,CCVC,no,
txin,CCVC,no,teen
txiq,CCVC,no,
txib,CCVC,no,
txid,CCVC,no,
txig,CCVC,no,
txip,CCVC,no,
txit,CCVC,no,
txik,CCVC,no,
txis,CCVC,no,
txiz,CCVC,no,
txif,CCVC,no,
txiv,CCVC,no,
txix,CCVC,no,
txij,CCVC,no,
txic,CCVC,no,
txiC,CCVC,no,
txem,CCVC,no,
txen,CCVC,no,
txeq,CCVC,no,q sound
txeb,CCVC,no,
txed,CCVC,no,
txeg,CCVC,no,
txep,CCVC,no,
txet,CCVC,no,shit
txek,CCVC,no,
txes,CCVC,no,chase
txez,CCVC,no,
txef,CCVC,no,
txev,CCVC,no,
txex,CCVC,no,
txej,CCVC,no,
txec,CCVC,no,
txeC,CCVC,no,
txam,CCVC,no,
txan,CCVC,no,
txaq,CCVC,no,
txab,CCVC,no,
txad,CCVC,no,
txag,CCVC,no,
txap,CCVC,no,chip
txat,CCVC,no,
txak,CCVC,no,check
txas,CCVC,no,
txaz,CCVC,no,100
txaf,CCVC,no,
txav,CCVC,no,
txax,CCVC,no,
txaj,CCVC,no,
txac,CCVC,no,
txaC,CCVC,no,
txal,CCVC,yes,shell
txar,CCVC,no,
txom,CCVC,no,
txon,CCVC,no,
txoq,CCVC,no,
txob,CCVC,no,
txod,CCVC,no,
txog,CCVC,no,
txop,CCVC,no,
txot,CCVC,no,loose
txok,CCVC,no,
txos,CCVC,no,
txoz,CCVC,no,
txof,CCVC,no,
txov,CCVC,no,
txox,CCVC,no,
txoj,CCVC,no,
txoc,CCVC,no,
txoC,CCVC,no,
txol,CCVC,no,
txor,CCVC,no,saturate
txum,CCVC,yes,tissue
txun,CCVC,no,sneeze
txuq,CCVC,no,
txub,CCVC,no,
txud,CCVC,no,
txug,CCVC,no,
txup,CCVC,no,
txut,CCVC,no,chew
txuk,CCVC,no,
txus,CCVC,no,
txuz,CCVC,no,choose
txuf,CCVC,no,
txuv,CCVC,no,
txux,CCVC,no,
txuj,CCVC,no,
txuc,CCVC,no,
txuC,CCVC,no,
txul,CCVC,no,actual
txur,CCVC,no,
trim,CCVC,no,
trin,CCVC,yes,neutrino
triq,CCVC,no,
trib,CCVC,no,
trid,CCVC,no,vowel i sound
trig,CCVC,no,
trip,CCVC,no,
trit,CCVC,no,
trik,CCVC,yes,trick
tris,CCVC,yes,interest
triz,CCVC,no,
trif,CCVC,yes,
triv,CCVC,no,
trix,CCVC,no,
trij,CCVC,no,treasure
tric,CCVC,no,
triC,CCVC,yes,
trem,CCVC,no,
tren,CCVC,no,
treq,CCVC,no,
treb,CCVC,no,
tred,CCVC,no,trade
treg,CCVC,no,
trep,CCVC,no,
tret,CCVC,yes,trait
trek,CCVC,no,
tres,CCVC,no,trace
trez,CCVC,no,
tref,CCVC,no,
trev,CCVC,no,
trex,CCVC,no,
trej,CCVC,no,
trec,CCVC,no,
treC,CCVC,no,
tram,CCVC,no,
tran,CCVC,no,
traq,CCVC,no,triangle
trab,CCVC,yes,tribe
trad,CCVC,no,west
trag,CCVC,yes,10^42
trap,CCVC,no,trap
trat,CCVC,no,tight
trak,CCVC,no,track (path)
tras,CCVC,yes,torus
traz,CCVC,no,
traf,CCVC,yes,
trav,CCVC,no,
trax,CCVC,no,
traj,CCVC,no,
trac,CCVC,no,
traC,CCVC,yes,
tral,CCVC,yes,
trar,CCVC,no,
trom,CCVC,no,spectrum
tron,CCVC,no,
troq,CCVC,no,
trob,CCVC,no,
trod,CCVC,no,
trog,CCVC,no,
trop,CCVC,no,
trot,CCVC,yes,
trok,CCVC,no,
tros,CCVC,no,
troz,CCVC,no,
trof,CCVC,no,
trov,CCVC,no,
trox,CCVC,no,
troj,CCVC,no,
troc,CCVC,no,
troC,CCVC,no,
trol,CCVC,no,
tror,CCVC,no,
trum,CCVC,yes,
trun,CCVC,no,
truq,CCVC,no,
trub,CCVC,yes,
trud,CCVC,no,
trug,CCVC,yes,
trup,CCVC,no,
trut,CCVC,no,
truk,CCVC,no,
trus,CCVC,yes,
truz,CCVC,no,
truf,CCVC,yes,
truv,CCVC,no,
trux,CCVC,yes,
truj,CCVC,no,
truc,CCVC,no,
truC,CCVC,yes,
trul,CCVC,yes,
trur,CCVC,no,
klim,CCVC,no,
klin,CCVC,no,clean
kliq,CCVC,no,k sound
klib,CCVC,no,
klid,CCVC,no,
klig,CCVC,no,
klip,CCVC,no,
klit,CCVC,no,
klik,CCVC,no,
klis,CCVC,no,nucleus
kliz,CCVC,no,
klif,CCVC,no,
kliv,CCVC,no,cave
klix,CCVC,no,
klij,CCVC,no,
klic,CCVC,no,
kliC,CCVC,no,
klem,CCVC,no,claim
klen,CCVC,no,
kleq,CCVC,no,
kleb,CCVC,no,
kled,CCVC,no,
kleg,CCVC,no,
klep,CCVC,no,
klet,CCVC,no,
klek,CCVC,yes,click
kles,CCVC,no,
klez,CCVC,no,
klef,CCVC,no,
klev,CCVC,no,
klex,CCVC,no,
klej,CCVC,no,
klec,CCVC,no,
kleC,CCVC,no,
klam,CCVC,no,
klan,CCVC,no,claw
klaq,CCVC,no,
klab,CCVC,no,
klad,CCVC,no,cloud
klag,CCVC,no,
klap,CCVC,no,danish a vowel sound
klat,CCVC,no,cat
klak,CCVC,no,clock
klas,CCVC,no,
klaz,CCVC,no,
klaf,CCVC,no,
klav,CCVC,no,
klax,CCVC,no,
klaj,CCVC,no,
klac,CCVC,no,
klaC,CCVC,no,
klal,CCVC,no,
klar,CCVC,no,
klom,CCVC,no,
klon,CCVC,no,
kloq,CCVC,no,
klob,CCVC,no,
klod,CCVC,no,
klog,CCVC,no,
klop,CCVC,no,
klot,CCVC,no,
klok,CCVC,no,quick
klos,CCVC,no,
kloz,CCVC,yes,close
klof,CCVC,no,
klov,CCVC,no,
klox,CCVC,no,
kloj,CCVC,no,
kloc,CCVC,no,
kloC,CCVC,no,
klol,CCVC,no,
klor,CCVC,no,color
klum,CCVC,no,cue
klun,CCVC,no,community
kluq,CCVC,no,
klub,CCVC,no,kill
klud,CCVC,no,
klug,CCVC,no,
klup,CCVC,no,
klut,CCVC,no,cute
kluk,CCVC,no,
klus,CCVC,no,
kluz,CCVC,no,
kluf,CCVC,no,
kluv,CCVC,no,
klux,CCVC,no,
kluj,CCVC,no,
kluc,CCVC,no,
kluC,CCVC,no,
klul,CCVC,no,
klur,CCVC,no,
krim,CCVC,no,
krin,CCVC,no,
kriq,CCVC,no,care
krib,CCVC,no,
krid,CCVC,no,liquid
krig,CCVC,no,
krip,CCVC,no,
krit,CCVC,no,
krik,CCVC,no,
kris,CCVC,no,
kriz,CCVC,no,
krif,CCVC,no,
kriv,CCVC,no,
krix,CCVC,no,
krij,CCVC,no,
kric,CCVC,no,
kriC,CCVC,no,
krem,CCVC,no,chemical
kren,CCVC,no,
kreq,CCVC,no,
kreb,CCVC,no,
kred,CCVC,no,credit
kreg,CCVC,no,
krep,CCVC,no,crypto
kret,CCVC,no,secret
krek,CCVC,no,cake
kres,CCVC,no,
krez,CCVC,no,
kref,CCVC,no,
krev,CCVC,no,crave
krex,CCVC,no,
krej,CCVC,no,
krec,CCVC,no,
kreC,CCVC,no,
kram,CCVC,no,
kran,CCVC,no,
kraq,CCVC,no,ring (sound)
krab,CCVC,no,
krad,CCVC,no,
krag,CCVC,no,node
krap,CCVC,no,
krat,CCVC,no,
krak,CCVC,no,crack
kras,CCVC,no,cross
kraz,CCVC,no,
kraf,CCVC,no,comfort
krav,CCVC,no,
krax,CCVC,no,crash
kraj,CCVC,no,
krac,CCVC,no,
kraC,CCVC,no,
kral,CCVC,no,
krar,CCVC,no,
krom,CCVC,no,ohm (measurement)
kron,CCVC,no,
kroq,CCVC,no,
krob,CCVC,no,
krod,CCVC,no,
krog,CCVC,no,
krop,CCVC,no,
krot,CCVC,no,right (vs. wrong)
krok,CCVC,no,croak
kros,CCVC,no,
kroz,CCVC,no,
krof,CCVC,no,
krov,CCVC,no,
krox,CCVC,no,
kroj,CCVC,no,
kroc,CCVC,no,
kroC,CCVC,no,
krol,CCVC,no,cull
kror,CCVC,no,
krum,CCVC,no,
krun,CCVC,no,
kruq,CCVC,no,
krub,CCVC,no,
krud,CCVC,no,
krug,CCVC,no,
krup,CCVC,no,
krut,CCVC,no,
kruk,CCVC,no,
krus,CCVC,no,
kruz,CCVC,no,
kruf,CCVC,no,
kruv,CCVC,no,
krux,CCVC,no,
kruj,CCVC,no,
kruc,CCVC,no,
kruC,CCVC,no,
krul,CCVC,no,
krur,CCVC,no,
flim,CCVC,no,
flin,CCVC,no,
fliq,CCVC,no,
flib,CCVC,no,
flid,CCVC,yes,field (math)
flig,CCVC,no,
flip,CCVC,yes,flip
flit,CCVC,no,
flik,CCVC,no,
flis,CCVC,no,
fliz,CCVC,no,
flif,CCVC,yes,
fliv,CCVC,no,
flix,CCVC,no,
flij,CCVC,no,
flic,CCVC,no,
fliC,CCVC,no,
flem,CCVC,yes,flame
flen,CCVC,no,
fleq,CCVC,no,
fleb,CCVC,no,
fled,CCVC,no,
fleg,CCVC,no,
flep,CCVC,no,
flet,CCVC,no,fight
flek,CCVC,yes,mirror
fles,CCVC,no,
flez,CCVC,no,
flef,CCVC,no,
flev,CCVC,no,
flex,CCVC,no,
flej,CCVC,no,
flec,CCVC,no,
fleC,CCVC,yes,appear
flam,CCVC,no,
flan,CCVC,no,
flaq,CCVC,no,
flab,CCVC,no,
flad,CCVC,yes,
flag,CCVC,no,
flap,CCVC,yes,hop
flat,CCVC,no,flat
flak,CCVC,no,
flas,CCVC,no,
flaz,CCVC,no,
flaf,CCVC,yes,
flav,CCVC,no,
flax,CCVC,yes,flesh
flaj,CCVC,no,
flac,CCVC,no,
flaC,CCVC,no,
flal,CCVC,no,
flar,CCVC,no,
flom,CCVC,yes,f sound
flon,CCVC,no,
floq,CCVC,no,
flob,CCVC,no,lob
flod,CCVC,no,
flog,CCVC,no,
flop,CCVC,no,
flot,CCVC,no,float
flok,CCVC,yes,glow
flos,CCVC,no,
floz,CCVC,no,
flof,CCVC,no,
flov,CCVC,no,
flox,CCVC,no,
floj,CCVC,no,
floc,CCVC,no,
floC,CCVC,no,
flol,CCVC,no,
flor,CCVC,yes,flower
flum,CCVC,no,fly (action)
flun,CCVC,no,few
fluq,CCVC,no,
flub,CCVC,no,
flud,CCVC,yes,fluid
flug,CCVC,no,
flup,CCVC,yes,
flut,CCVC,no,
fluk,CCVC,no,
flus,CCVC,no,
fluz,CCVC,yes,complex
fluf,CCVC,yes,
fluv,CCVC,no,
flux,CCVC,yes,flush
fluj,CCVC,no,
fluc,CCVC,no,
fluC,CCVC,no,
flul,CCVC,no,
flur,CCVC,no,
frim,CCVC,no,
frin,CCVC,no,funny
friq,CCVC,no,
frib,CCVC,no,
frid,CCVC,no,
frig,CCVC,no,
