word,shape,distinct,meaning
blarv,CCVCC,yes,
blarx,CCVCC,yes,
blomp,CCVCC,yes,
blond,CCVCC,yes,
blont,CCVCC,yes,
blonk,CCVCC,yes,
bloqk,CCVCC,yes,
blodj,CCVCC,yes,
blotx,CCVCC,yes,
blokx,CCVCC,yes,
blosp,CCVCC,yes,
blost,CCVCC,yes,
blosk,CCVCC,yes,
bloft,CCVCC,yes,
bloxt,CCVCC,yes,
blolb,CCVCC,yes,
blold,CCVCC,yes,
blolp,CCVCC,yes,
blolt,CCVCC,yes,
blolk,CCVCC,yes,
blolf,CCVCC,yes,
blolv,CCVCC,yes,
blolx,CCVCC,yes,
blorm,CCVCC,yes,
blorn,CCVCC,yes,
blorb,CCVCC,yes,
blord,CCVCC,yes,
blorg,CCVCC,yes,
blorp,CCVCC,yes,
blort,CCVCC,yes,blurt
blork,CCVCC,yes,
blorf,CCVCC,yes,
blorv,CCVCC,yes,
blorx,CCVCC,yes,
blump,CCVCC,yes,
blund,CCVCC,yes,
blunt,CCVCC,yes,
blunk,CCVCC,yes,
bluqk,CCVCC,yes,
bludj,CCVCC,yes,
blutx,CCVCC,yes,
blukx,CCVCC,yes,
blusp,CCVCC,yes,
blust,CCVCC,yes,
blusk,CCVCC,yes,
bluft,CCVCC,yes,
bluxt,CCVCC,yes,
blulb,CCVCC,yes,
bluld,CCVCC,yes,
blulp,CCVCC,yes,
blult,CCVCC,yes,
blulk,CCVCC,yes,
blulf,CCVCC,yes,
blulv,CCVCC,yes,
blulx,CCVCC,yes,
blurm,CCVCC,yes,
blurn,CCVCC,yes,
blurb,CCVCC,yes,
blurd,CCVCC,yes,
blurg,CCVCC,yes,
blurp,CCVCC,yes,
blurt,CCVCC,yes,
blurk,CCVCC,yes,
blurf,CCVCC,yes,
blurv,CCVCC,yes,
blurx,CCVCC,yes,
brimp,CCVCC,yes,
brind,CCVCC,yes,
brint,CCVCC,yes,
brink,CCVCC,yes,
briqk,CCVCC,yes,
bridj,CCVCC,yes,bridge
britx,CCVCC,yes,breach
brikx,CCVCC,yes,
brisp,CCVCC,yes,
brist,CCVCC,yes,
brisk,CCVCC,yes,
brift,CCVCC,yes,
brixt,CCVCC,yes,
brilb,CCVCC,yes,
brild,CCVCC,yes,
brilp,CCVCC,yes,
brilt,CCVCC,yes,
brilk,CCVCC,yes,
brilf,CCVCC,yes,
brilv,CCVCC,yes,
brilx,CCVCC,yes,
brirm,CCVCC,yes,
brirn,CCVCC,yes,
brirb,CCVCC,yes,
brird,CCVCC,yes,
brirg,CCVCC,yes,
brirp,CCVCC,yes,
brirt,CCVCC,yes,
brirk,CCVCC,yes,
brirf,CCVCC,yes,
brirv,CCVCC,yes,
brirx,CCVCC,yes,
bremp,CCVCC,yes,
brend,CCVCC,yes,
brent,CCVCC,yes,
brenk,CCVCC,yes,
breqk,CCVCC,yes,
bredj,CCVCC,yes,
bretx,CCVCC,yes,
brekx,CCVCC,yes,
bresp,CCVCC,yes,
brest,CCVCC,yes,breast
bresk,CCVCC,yes,
breft,CCVCC,yes,
brext,CCVCC,yes,
brelb,CCVCC,yes,
breld,CCVCC,yes,
brelp,CCVCC,yes,
brelt,CCVCC,yes,
brelk,CCVCC,yes,
brelf,CCVCC,yes,
brelv,CCVCC,yes,
brelx,CCVCC,yes,
brerm,CCVCC,yes,
brern,CCVCC,yes,
brerb,CCVCC,yes,
brerd,CCVCC,yes,
brerg,CCVCC,yes,
brerp,CCVCC,yes,
brert,CCVCC,yes,
brerk,CCVCC,yes,
brerf,CCVCC,yes,
brerv,CCVCC,yes,
brerx,CCVCC,yes,
bramp,CCVCC,yes,
brand,CCVCC,yes,brand (business)
brant,CCVCC,yes,
brank,CCVCC,yes,
braqk,CCVCC,yes,
bradj,CCVCC,yes,
bratx,CCVCC,yes,
brakx,CCVCC,yes,
brasp,CCVCC,yes,
brast,CCVCC,yes,
brask,CCVCC,yes,
braft,CCVCC,yes,
braxt,CCVCC,yes,
bralb,CCVCC,yes,
brald,CCVCC,yes,
bralp,CCVCC,yes,
bralt,CCVCC,yes,brittle
bralk,CCVCC,yes,
bralf,CCVCC,yes,
bralv,CCVCC,yes,
bralx,CCVCC,yes,
brarm,CCVCC,yes,
brarn,CCVCC,yes,
brarb,CCVCC,yes,
brard,CCVCC,yes,
brarg,CCVCC,yes,
brarp,CCVCC,yes,
brart,CCVCC,yes,
brark,CCVCC,yes,
brarf,CCVCC,yes,
brarv,CCVCC,yes,
brarx,CCVCC,yes,
bromp,CCVCC,yes,
brond,CCVCC,yes,
bront,CCVCC,yes,
bronk,CCVCC,yes,
broqk,CCVCC,yes,
brodj,CCVCC,yes,
brotx,CCVCC,yes,
brokx,CCVCC,yes,
brosp,CCVCC,yes,
brost,CCVCC,yes,
brosk,CCVCC,yes,
broft,CCVCC,yes,
broxt,CCVCC,yes,
brolb,CCVCC,yes,
brold,CCVCC,yes,
brolp,CCVCC,yes,
brolt,CCVCC,yes,
brolk,CCVCC,yes,
brolf,CCVCC,yes,
brolv,CCVCC,yes,
brolx,CCVCC,yes,
brorm,CCVCC,yes,
brorn,CCVCC,yes,
brorb,CCVCC,yes,
brord,CCVCC,yes,
brorg,CCVCC,yes,
brorp,CCVCC,yes,
brort,CCVCC,yes,
brork,CCVCC,yes,
brorf,CCVCC,yes,
brorv,CCVCC,yes,
brorx,CCVCC,yes,
brump,CCVCC,yes,
brund,CCVCC,yes,
brunt,CCVCC,yes,
brunk,CCVCC,yes,
bruqk,CCVCC,yes,
brudj,CCVCC,yes,
brutx,CCVCC,yes,
brukx,CCVCC,yes,
brusp,CCVCC,yes,
brust,CCVCC,yes,
brusk,CCVCC,yes,
bruft,CCVCC,yes,
bruxt,CCVCC,yes,
brulb,CCVCC,yes,
bruld,CCVCC,yes,
brulp,CCVCC,yes,
brult,CCVCC,yes,
brulk,CCVCC,yes,
brulf,CCVCC,yes,
brulv,CCVCC,yes,
brulx,CCVCC,yes,
brurm,CCVCC,yes,
brurn,CCVCC,yes,
brurb,CCVCC,yes,
brurd,CCVCC,yes,
brurg,CCVCC,yes,
brurp,CCVCC,yes,
brurt,CCVCC,yes,
brurk,CCVCC,yes,
brurf,CCVCC,yes,
brurv,CCVCC,yes,
brurx,CCVCC,yes,
djimp,CCVCC,yes,
djind,CCVCC,yes,
djint,CCVCC,yes,
djink,CCVCC,yes,
djiqk,CCVCC,yes,
djidj,CCVCC,yes,
djitx,CCVCC,yes,
djikx,CCVCC,yes,
djisp,CCVCC,yes,
djist,CCVCC,yes,gist
djisk,CCVCC,yes,
djift,CCVCC,yes,
djixt,CCVCC,yes,
djilb,CCVCC,yes,
djild,CCVCC,yes,
djilp,CCVCC,yes,
djilt,CCVCC,yes,
djilk,CCVCC,yes,
djilf,CCVCC,yes,
djilv,CCVCC,yes,
djilx,CCVCC,yes,
djirm,CCVCC,yes,
djirn,CCVCC,yes,
djirb,CCVCC,yes,
djird,CCVCC,yes,
djirg,CCVCC,yes,
djirp,CCVCC,yes,
djirt,CCVCC,yes,
djirk,CCVCC,yes,
djirf,CCVCC,yes,
djirv,CCVCC,yes,
djirx,CCVCC,yes,
djemp,CCVCC,yes,
djend,CCVCC,yes,
djent,CCVCC,yes,
djenk,CCVCC,yes,
djeqk,CCVCC,yes,
djedj,CCVCC,yes,
djetx,CCVCC,yes,
djekx,CCVCC,yes,
djesp,CCVCC,yes,
djest,CCVCC,yes,
djesk,CCVCC,yes,
djeft,CCVCC,yes,
djext,CCVCC,yes,
djelb,CCVCC,yes,
djeld,CCVCC,yes,
djelp,CCVCC,yes,
djelt,CCVCC,yes,
djelk,CCVCC,yes,
djelf,CCVCC,yes,
djelv,CCVCC,yes,
djelx,CCVCC,yes,
djerm,CCVCC,yes,
djern,CCVCC,yes,
djerb,CCVCC,yes,
djerd,CCVCC,yes,
djerg,CCVCC,yes,
djerp,CCVCC,yes,
djert,CCVCC,yes,
djerk,CCVCC,yes,
djerf,CCVCC,yes,
djerv,CCVCC,yes,
djerx,CCVCC,yes,
djamp,CCVCC,yes,jump
djand,CCVCC,yes,
djant,CCVCC,yes,
djank,CCVCC,yes,
djaqk,CCVCC,yes,junk
djadj,CCVCC,yes,judge
djatx,CCVCC,yes,
djakx,CCVCC,yes,
djasp,CCVCC,yes,
djast,CCVCC,yes,gesture
djask,CCVCC,yes,
djaft,CCVCC,yes,
djaxt,CCVCC,yes,
djalb,CCVCC,yes,
djald,CCVCC,yes,
djalp,CCVCC,yes,
djalt,CCVCC,yes,
djalk,CCVCC,yes,
djalf,CCVCC,yes,
djalv,CCVCC,yes,
djalx,CCVCC,yes,
djarm,CCVCC,yes,
djarn,CCVCC,yes,
djarb,CCVCC,yes,
djard,CCVCC,yes,
djarg,CCVCC,yes,
djarp,CCVCC,yes,
djart,CCVCC,yes,
djark,CCVCC,yes,
djarf,CCVCC,yes,
djarv,CCVCC,yes,
djarx,CCVCC,yes,
djomp,CCVCC,yes,
djond,CCVCC,yes,
djont,CCVCC,yes,joint
djonk,CCVCC,yes,
djoqk,CCVCC,yes,
djodj,CCVCC,yes,
djotx,CCVCC,yes,
djokx,CCVCC,yes,
djosp,CCVCC,yes,
djost,CCVCC,yes,
djosk,CCVCC,yes,
djoft,CCVCC,yes,
djoxt,CCVCC,yes,
djolb,CCVCC,yes,
djold,CCVCC,yes,
djolp,CCVCC,yes,
djolt,CCVCC,yes,
djolk,CCVCC,yes,
djolf,CCVCC,yes,
djolv,CCVCC,yes,
djolx,CCVCC,yes,
djorm,CCVCC,yes,
djorn,CCVCC,yes,
djorb,CCVCC,yes,
djord,CCVCC,yes,
djorg,CCVCC,yes,
djorp,CCVCC,yes,
djort,CCVCC,yes,
djork,CCVCC,yes,
djorf,CCVCC,yes,
djorv,CCVCC,yes,
djorx,CCVCC,yes,
djump,CCVCC,yes,
djund,CCVCC,yes,
djunt,CCVCC,yes,
djunk,CCVCC,yes,
djuqk,CCVCC,yes,
djudj,CCVCC,yes,
djutx,CCVCC,yes,
djukx,CCVCC,yes,
djusp,CCVCC,yes,
djust,CCVCC,yes,
djusk,CCVCC,yes,
djuft,CCVCC,yes,
djuxt,CCVCC,yes,
djulb,CCVCC,yes,
djuld,CCVCC,yes,
djulp,CCVCC,yes,
djult,CCVCC,yes,
djulk,CCVCC,yes,
djulf,CCVCC,yes,
djulv,CCVCC,yes,
djulx,CCVCC,yes,
djurm,CCVCC,yes,
djurn,CCVCC,yes,
djurb,CCVCC,yes,
djurd,CCVCC,yes,
djurg,CCVCC,yes,
djurp,CCVCC,yes,
djurt,CCVCC,yes,
djurk,CCVCC,yes,
djurf,CCVCC,yes,
djurv,CCVCC,yes,
djurx,CCVCC,yes,
drimp,CCVCC,yes,
drind,CCVCC,yes,
drint,CCVCC,yes,
drink,CCVCC,yes,
driqk,CCVCC,yes,
dridj,CCVCC,yes,
dritx,CCVCC,yes,
drikx,CCVCC,yes,
drisp,CCVCC,yes,
drist,CCVCC,yes,
drisk,CCVCC,yes,
drift,CCVCC,yes,
drixt,CCVCC,yes,
drilb,CCVCC,yes,
drild,CCVCC,yes,
drilp,CCVCC,yes,
drilt,CCVCC,yes,
drilk,CCVCC,yes,
drilf,CCVCC,yes,
drilv,CCVCC,yes,
drilx,CCVCC,yes,
drirm,CCVCC,yes,
drirn,CCVCC,yes,
drirb,CCVCC,yes,
drird,CCVCC,yes,
drirg,CCVCC,yes,
drirp,CCVCC,yes,
drirt,CCVCC,yes,
drirk,CCVCC,yes,
drirf,CCVCC,yes,
drirv,CCVCC,yes,
drirx,CCVCC,yes,
dremp,CCVCC,yes,
drend,CCVCC,yes,
drent,CCVCC,yes,
drenk,CCVCC,yes,
dreqk,CCVCC,yes,
dredj,CCVCC,yes,
dretx,CCVCC,yes,
drekx,CCVCC,yes,
dresp,CCVCC,yes,
drest,CCVCC,yes,
dresk,CCVCC,yes,
dreft,CCVCC,yes,
drext,CCVCC,yes,
drelb,CCVCC,yes,
dreld,CCVCC,yes,
drelp,CCVCC,yes,
drelt,CCVCC,yes,
drelk,CCVCC,yes,
drelf,CCVCC,yes,
drelv,CCVCC,yes,
drelx,CCVCC,yes,
drerm,CCVCC,yes,
drern,CCVCC,yes,
drerb,CCVCC,yes,
drerd,CCVCC,yes,
drerg,CCVCC,yes,
drerp,CCVCC,yes,
drert,CCVCC,yes,
drerk,CCVCC,yes,
drerf,CCVCC,yes,
drerv,CCVCC,yes,
drerx,CCVCC,yes,
dramp,CCVCC,yes,
drand,CCVCC,yes,
drant,CCVCC,yes,
drank,CCVCC,yes,
draqk,CCVCC,yes,
dradj,CCVCC,yes,
dratx,CCVCC,yes,
drakx,CCVCC,yes,
drasp,CCVCC,yes,
drast,CCVCC,yes,dress (put on clothes)
drask,CCVCC,yes,heavy
draft,CCVCC,yes,draft (version)
draxt,CCVCC,yes,
dralb,CCVCC,yes,
drald,CCVCC,yes,
dralp,CCVCC,yes,
dralt,CCVCC,yes,
dralk,CCVCC,yes,
dralf,CCVCC,yes,
dralv,CCVCC,yes,
dralx,CCVCC,yes,
drarm,CCVCC,yes,
drarn,CCVCC,yes,
drarb,CCVCC,yes,
drard,CCVCC,yes,
drarg,CCVCC,yes,
drarp,CCVCC,yes,
drart,CCVCC,yes,
drark,CCVCC,yes,
drarf,CCVCC,yes,
drarv,CCVCC,yes,
drarx,CCVCC,yes,
dromp,CCVCC,yes,
drond,CCVCC,yes,
dront,CCVCC,yes,
dronk,CCVCC,yes,
droqk,CCVCC,yes,
drodj,CCVCC,yes,
drotx,CCVCC,yes,
drokx,CCVCC,yes,
drosp,CCVCC,yes,
drost,CCVCC,yes,
drosk,CCVCC,yes,
droft,CCVCC,yes,
droxt,CCVCC,yes,
drolb,CCVCC,yes,
drold,CCVCC,yes,
drolp,CCVCC,yes,
drolt,CCVCC,yes,
drolk,CCVCC,yes,
drolf,CCVCC,yes,
drolv,CCVCC,yes,
drolx,CCVCC,yes,
drorm,CCVCC,yes,
drorn,CCVCC,yes,
drorb,CCVCC,yes,
drord,CCVCC,yes,
drorg,CCVCC,yes,
drorp,CCVCC,yes,
drort,CCVCC,yes,
drork,CCVCC,yes,
drorf,CCVCC,yes,
drorv,CCVCC,yes,
drorx,CCVCC,yes,
drump,CCVCC,yes,
drund,CCVCC,yes,
drunt,CCVCC,yes,
drunk,CCVCC,yes,
druqk,CCVCC,yes,
drudj,CCVCC,yes,
drutx,CCVCC,yes,
drukx,CCVCC,yes,
drusp,CCVCC,yes,
drust,CCVCC,yes,
drusk,CCVCC,yes,
druft,CCVCC,yes,
druxt,CCVCC,yes,
drulb,CCVCC,yes,
druld,CCVCC,yes,
drulp,CCVCC,yes,
drult,CCVCC,yes,
drulk,CCVCC,yes,
drulf,CCVCC,yes,
drulv,CCVCC,yes,
drulx,CCVCC,yes,
drurm,CCVCC,yes,
drurn,CCVCC,yes,
drurb,CCVCC,yes,
drurd,CCVCC,yes,
drurg,CCVCC,yes,
drurp,CCVCC,yes,
drurt,CCVCC,yes,
drurk,CCVCC,yes,
drurf,CCVCC,yes,
drurv,CCVCC,yes,
drurx,CCVCC,yes,
glimp,CCVCC,yes,
glind,CCVCC,yes,
glint,CCVCC,yes,
glink,CCVCC,yes,
gliqk,CCVCC,yes,
glidj,CCVCC,yes,
glitx,CCVCC,yes,
glikx,CCVCC,yes,
glisp,CCVCC,yes,
glist,CCVCC,yes,
glisk,CCVCC,yes,
glift,CCVCC,yes,
glixt,CCVCC,yes,
glilb,CCVCC,yes,
glild,CCVCC,yes,
glilp,CCVCC,yes,
glilt,CCVCC,yes,
glilk,CCVCC,yes,
glilf,CCVCC,yes,
glilv,CCVCC,yes,
glilx,CCVCC,yes,
glirm,CCVCC,yes,
glirn,CCVCC,yes,
glirb,CCVCC,yes,
glird,CCVCC,yes,
glirg,CCVCC,yes,
glirp,CCVCC,yes,
glirt,CCVCC,yes,
glirk,CCVCC,yes,
glirf,CCVCC,yes,
glirv,CCVCC,yes,
glirx,CCVCC,yes,
glemp,CCVCC,yes,
glend,CCVCC,yes,
glent,CCVCC,yes,
glenk,CCVCC,yes,
gleqk,CCVCC,yes,
gledj,CCVCC,yes,
gletx,CCVCC,yes,
glekx,CCVCC,yes,
glesp,CCVCC,yes,
glest,CCVCC,yes,
glesk,CCVCC,yes,
gleft,CCVCC,yes,
glext,CCVCC,yes,
glelb,CCVCC,yes,
gleld,CCVCC,yes,
glelp,CCVCC,yes,
glelt,CCVCC,yes,
glelk,CCVCC,yes,
glelf,CCVCC,yes,
glelv,CCVCC,yes,
glelx,CCVCC,yes,
glerm,CCVCC,yes,
glern,CCVCC,yes,
glerb,CCVCC,yes,
glerd,CCVCC,yes,
glerg,CCVCC,yes,
glerp,CCVCC,yes,
glert,CCVCC,yes,
glerk,CCVCC,yes,
glerf,CCVCC,yes,
glerv,CCVCC,yes,
glerx,CCVCC,yes,
glamp,CCVCC,yes,
gland,CCVCC,yes,gland
glant,CCVCC,yes,
glank,CCVCC,yes,
glaqk,CCVCC,yes,
gladj,CCVCC,yes,
glatx,CCVCC,yes,
glakx,CCVCC,yes,
glasp,CCVCC,yes,
glast,CCVCC,yes,
glask,CCVCC,yes,
glaft,CCVCC,yes,
glaxt,CCVCC,yes,
glalb,CCVCC,yes,
glald,CCVCC,yes,
glalp,CCVCC,yes,
glalt,CCVCC,yes,
glalk,CCVCC,yes,
glalf,CCVCC,yes,
glalv,CCVCC,yes,
glalx,CCVCC,yes,
glarm,CCVCC,yes,
glarn,CCVCC,yes,
glarb,CCVCC,yes,
glard,CCVCC,yes,
glarg,CCVCC,yes,
glarp,CCVCC,yes,
glart,CCVCC,yes,
glark,CCVCC,yes,
glarf,CCVCC,yes,
glarv,CCVCC,yes,
glarx,CCVCC,yes,
glomp,CCVCC,yes,
glond,CCVCC,yes,
glont,CCVCC,yes,
glonk,CCVCC,yes,
gloqk,CCVCC,yes,
glodj,CCVCC,yes,
glotx,CCVCC,yes,
glokx,CCVCC,yes,
glosp,CCVCC,yes,
glost,CCVCC,yes,
glosk,CCVCC,yes,
gloft,CCVCC,yes,
gloxt,CCVCC,yes,
glolb,CCVCC,yes,
glold,CCVCC,yes,
glolp,CCVCC,yes,
glolt,CCVCC,yes,
glolk,CCVCC,yes,
glolf,CCVCC,yes,
glolv,CCVCC,yes,
glolx,CCVCC,yes,
glorm,CCVCC,yes,
glorn,CCVCC,yes,
glorb,CCVCC,yes,
glord,CCVCC,yes,
glorg,CCVCC,yes,
glorp,CCVCC,yes,
glort,CCVCC,yes,
glork,CCVCC,yes,
glorf,CCVCC,yes,
glorv,CCVCC,yes,
glorx,CCVCC,yes,
glump,CCVCC,yes,
glund,CCVCC,yes,
glunt,CCVCC,yes,
glunk,CCVCC,yes,
gluqk,CCVCC,yes,
gludj,CCVCC,yes,
glutx,CCVCC,yes,
glukx,CCVCC,yes,
glusp,CCVCC,yes,
glust,CCVCC,yes,
glusk,CCVCC,yes,
gluft,CCVCC,yes,
gluxt,CCVCC,yes,
glulb,CCVCC,yes,
gluld,CCVCC,yes,
glulp,CCVCC,yes,
glult,CCVCC,yes,
glulk,CCVCC,yes,
glulf,CCVCC,yes,
glulv,CCVCC,yes,
glulx,CCVCC,yes,
glurm,CCVCC,yes,
glurn,CCVCC,yes,
glurb,CCVCC,yes,
glurd,CCVCC,yes,
glurg,CCVCC,yes,
glurp,CCVCC,yes,
glurt,CCVCC,yes,
glurk,CCVCC,yes,
glurf,CCVCC,yes,
glurv,CCVCC,yes,
glurx,CCVCC,yes,
grimp,CCVCC,yes,
grind,CCVCC,yes,
grint,CCVCC,yes,
grink,CCVCC,yes,
griqk,CCVCC,yes,
gridj,CCVCC,yes,
gritx,CCVCC,yes,
grikx,CCVCC,yes,
grisp,CCVCC,yes,
grist,CCVCC,yes,
grisk,CCVCC,yes,
grift,CCVCC,yes,
grixt,CCVCC,yes,
grilb,CCVCC,yes,
grild,CCVCC,yes,
grilp,CCVCC,yes,
grilt,CCVCC,yes,
grilk,CCVCC,yes,
grilf,CCVCC,yes,
grilv,CCVCC,yes,
grilx,CCVCC,yes,
grirm,CCVCC,yes,
grirn,CCVCC,yes,
grirb,CCVCC,yes,
grird,CCVCC,yes,
grirg,CCVCC,yes,
grirp,CCVCC,yes,
grirt,CCVCC,yes,
grirk,CCVCC,yes,
grirf,CCVCC,yes,
grirv,CCVCC,yes,
grirx,CCVCC,yes,
gremp,CCVCC,yes,
grend,CCVCC,yes,
grent,CCVCC,yes,
grenk,CCVCC,yes,
greqk,CCVCC,yes,
gredj,CCVCC,yes,
gretx,CCVCC,yes,
grekx,CCVCC,yes,
gresp,CCVCC,yes,
grest,CCVCC,yes,
gresk,CCVCC,yes,
greft,CCVCC,yes,
grext,CCVCC,yes,
grelb,CCVCC,yes,
greld,CCVCC,yes,
grelp,CCVCC,yes,
grelt,CCVCC,yes,
grelk,CCVCC,yes,
grelf,CCVCC,yes,
grelv,CCVCC,yes,
grelx,CCVCC,yes,
grerm,CCVCC,yes,
grern,CCVCC,yes,
grerb,CCVCC,yes,
grerd,CCVCC,yes,
grerg,CCVCC,yes,
grerp,CCVCC,yes,
grert,CCVCC,yes,
grerk,CCVCC,yes,
grerf,CCVCC,yes,
grerv,CCVCC,yes,
grerx,CCVCC,yes,
gramp,CCVCC,yes,
grand,CCVCC,yes,grand
grant,CCVCC,yes,
grank,CCVCC,yes,
graqk,CCVCC,yes,
gradj,CCVCC,yes,
gratx,CCVCC,yes,
grakx,CCVCC,yes,
grasp,CCVCC,yes,grasp
grast,CCVCC,yes,
grask,CCVCC,yes,
graft,CCVCC,yes,graft
graxt,CCVCC,yes,
gralb,CCVCC,yes,
grald,CCVCC,yes,
gralp,CCVCC,yes,
gralt,CCVCC,yes,
gralk,CCVCC,yes,
gralf,CCVCC,yes,
gralv,CCVCC,yes,
gralx,CCVCC,yes,
grarm,CCVCC,yes,
grarn,CCVCC,yes,
grarb,CCVCC,yes,
grard,CCVCC,yes,
grarg,CCVCC,yes,
grarp,CCVCC,yes,
grart,CCVCC,yes,
grark,CCVCC,yes,
grarf,CCVCC,yes,
grarv,CCVCC,yes,
grarx,CCVCC,yes,
gromp,CCVCC,yes,
grond,CCVCC,yes,
gront,CCVCC,yes,
gronk,CCVCC,yes,
groqk,CCVCC,yes,
grodj,CCVCC,yes,
grotx,CCVCC,yes,
grokx,CCVCC,yes,
grosp,CCVCC,yes,
grost,CCVCC,yes,
grosk,CCVCC,yes,
groft,CCVCC,yes,
groxt,CCVCC,yes,
grolb,CCVCC,yes,
grold,CCVCC,yes,
grolp,CCVCC,yes,
grolt,CCVCC,yes,
grolk,CCVCC,yes,
grolf,CCVCC,yes,
grolv,CCVCC,yes,
grolx,CCVCC,yes,
grorm,CCVCC,yes,
grorn,CCVCC,yes,
grorb,CCVCC,yes,
grord,CCVCC,yes,
grorg,CCVCC,yes,
grorp,CCVCC,yes,
grort,CCVCC,yes,
grork,CCVCC,yes,
grorf,CCVCC,yes,
grorv,CCVCC,yes,
grorx,CCVCC,yes,
grump,CCVCC,yes,
grund,CCVCC,yes,ground
grunt,CCVCC,yes,
grunk,CCVCC,yes,
gruqk,CCVCC,yes,
grudj,CCVCC,yes,
grutx,CCVCC,yes,
grukx,CCVCC,yes,
grusp,CCVCC,yes,
grust,CCVCC,yes,
grusk,CCVCC,yes,
gruft,CCVCC,yes,
gruxt,CCVCC,yes,
grulb,CCVCC,yes,
gruld,CCVCC,yes,
grulp,CCVCC,yes,
grult,CCVCC,yes,
grulk,CCVCC,yes,
grulf,CCVCC,yes,
grulv,CCVCC,yes,
grulx,CCVCC,yes,
grurm,CCVCC,yes,
grurn,CCVCC,yes,
grurb,CCVCC,yes,
grurd,CCVCC,yes,
grurg,CCVCC,yes,
grurp,CCVCC,yes,
grurt,CCVCC,yes,
grurk,CCVCC,yes,
grurf,CCVCC,yes,
grurv,CCVCC,yes,
grurx,CCVCC,yes,
plimp,CCVCC,yes,
plind,CCVCC,yes,
plint,CCVCC,yes,
plink,CCVCC,yes,
pliqk,CCVCC,yes,
plidj,CCVCC,yes,
plitx,CCVCC,yes,
plikx,CCVCC,yes,
plisp,CCVCC,yes,
plist,CCVCC,yes,
plisk,CCVCC,yes,
plift,CCVCC,yes,
plixt,CCVCC,yes,
plilb,CCVCC,yes,
plild,CCVCC,yes,
plilp,CCVCC,yes,
plilt,CCVCC,yes,
plilk,CCVCC,yes,
plilf,CCVCC,yes,
plilv,CCVCC,yes,
plilx,CCVCC,yes,
plirm,CCVCC,yes,
plirn,CCVCC,yes,
plirb,CCVCC,yes,
plird,CCVCC,yes,
plirg,CCVCC,yes,
plirp,CCVCC,yes,
plirt,CCVCC,yes,
plirk,CCVCC,yes,
plirf,CCVCC,yes,
plirv,CCVCC,yes,
plirx,CCVCC,yes,
plemp,CCVCC,yes,
plend,CCVCC,yes,
plent,CCVCC,yes,
plenk,CCVCC,yes,
pleqk,CCVCC,yes,
pledj,CCVCC,yes,
pletx,CCVCC,yes,
plekx,CCVCC,yes,
plesp,CCVCC,yes,
plest,CCVCC,yes,
plesk,CCVCC,yes,
pleft,CCVCC,yes,
plext,CCVCC,yes,
plelb,CCVCC,yes,
pleld,CCVCC,yes,
