tune,english
vlist,electrostatic
dremz,fabric
xlarC,
frutx,feathered
txamd,feet
glutx,fever
flizd,
xrusp,funeral
slogz,gadfly
xrezd,galaxy
kremd,garage
glurt,gargle
flezd,geodesic
brogz,geometric
drand,glacial
frult,glacially
cramd,golf
smafk,
xlisp,gullet
sradj,gill
vrort,grandmother
blorz,homogeneous
stres,stress
prezd,
blusk,homeostasis
blast,blast
krunz,incense
proqk,incisor
frarC,
flulp,ionize
srafk,isochoric
smaft,isomer
vrufk,isothermal
slarz,larva
frofk,military
xrind,soup
txurp,churp
premd,museum
xrifk,nail
krulz,nucleation
srizd,oats
braqk,organ
xrord,organic
xleqk,oven
cruqk,pedal
srarc,petrified
sleft,pillar/column
drist,plague
krolz,poem
spatx,pork
srisk,prison
klurp,
grult,reed
xragz,road
txomz,sail
vrorb,telephone
krorC,teleport
crulp,tear (rip)
brift,tear (eye drop)
crust,temple
braft,testicle
vlarC,tooth
tortx,torch
flimz,
klurk,clerk
xrist,organism
tramd,vascular
tworp,breakdown
blanz,
bleqk,blank
slard,tomorrow
vrulz,triangle
vrand,rectangle
gritx,polytope (many faces)
blost,jaywalk
slarg,nanogram
fralt,nanometer
grefk,ninefold
prast,trustworthy
kritx,waterfall
slugz,taxi
dants,dance
djolt,jolt
spitx,speech
bredc,breadth
djont,joint
freft,disjoint
kanst,constant
stand,stand
stedj,stage
strak,structure
skutx,scootch
tranz,transitivity
krist,perfect
spark,spark
frast,frost
grund,ground
txart,chart
rendj,range
klips,ellipse
straq,strong
stram,strum
frend,friend
front,
spurm,sperm
riqks,larynx
splin,spleen
txagz,
txolp,
brosk,
slast,conspicuous
prund,
primz,
krogz,urban
brezd,
croft,
frond,
xruqk,
blemd,
cralt,
flegz,
glist,
drigz,
vlufk,
gloft,
krarc,
srefk,
grist,
credj,
brutx,
kramd,
flumd,
vludj,
klurb,
crind,
srusp,
txunz,buddism
vrusp,
blaft,
xremd,
blard,
crolt,
frark,
drast,
brorC,
frind,
flalp,
vrorc,
vligz,
crord,
srofk,
vreqk,
sluft,
flort,
gratx,
twosk,
vlalp,
dresp,
bluzd,
prorz,
vrast,
dromz,
fliqk,
krotx,
xlagz,
tralt,
xlust,
blork,
vrisp,
frudj,
trult,
crimz,
vrinz,
txurk,
croqk,
pruqk,
flosk,
slegz,
djufk,
promz,
prumd,
slomz,
twusp,
srotx,
txofk,
srolp,
glorg,
flogz,
srazd,
vrulp,
grulz,
twiqk,
krusp,
crizd,
spusp,
xlard,
txask,
cromd,
trarb,
prosp,
blalz,
klinz,
plosk,
djand,
sledj,
blond,
grutx,
brisk,
klofk,
djurp,
djenz,
vromd,
blamz,
drafk,
vlimd,
djanz,
txisp,
grolz,
prift,
xrust,
xrolp,
pretx,
snust,
draft,draft (before release)
djind,
vrard,
djasp,
kralt,
xlurg,
xralp,
bremz,
klafk,
sliqk,
krinz,
flart,
txadj,
grotx,
srumz,
krask,
xlaft,
vlurt,
brask,
xreft,
trafk,
klorp,
blorg,
slund,
gliqk,
brulz,
brord,
xrogz,
slotx,
klord,
klorc,
twulp,
sritx,
vramd,
krast,
vlurz,
dranz,
klenz,
snolp,
kradj,
sletx,
slulp,
djosk,
spiqk,
djedj,
klagz,
blund,
xludj,
drunz,
drork,
txemz,
smulp,
xlitx,
pralz,
fleft,
drund,
krift,
sluqk,
snarp,
slofk,
xledj,
frezd,
drorC,
srorC,
xlist,
djunz,
trarp,
brudj,
fluft,
xloqk,
srift,
klugz,
klurt,
frarg,
drasp,
djask,
glert,
xlost,
prorp,
trenz,
vlord,
flolp,
xleft,
grind,
djoqk,
driqk,drink
blift,
flodj,
prisp,
frenz,
brimz,
klart,
blask,
djurC,
trind,
frusk,
xrimz,
vroft,
srarp,
crutx,
grisp,
vlatx,
drofk,
krizd,
xrort,
vrark,
flest,
bleqk,
vluft,
priqk,
spond,
flusk,
krord,
klusk,
grazd,
vlemz,
djotx,
kloft,
twutx,
fresp,
glort,
brunz,
txuqk,
drard,
sredj,
sralp,
kriqk,
kluqk,
presp,
trodj,
gloqk,
vlift,
slurz,
drarz,
xlusp,
sland,
frolp,
glisk,
xrenz,
prutx,
vronz,
xlult,
spasp,
bletx,
brolz,
xlozd,
prond,
blusp,
djurt,
blumd,
krolp,
frorb,
vlend,
bretx,
tridj,
vredj,
vrodj,
vlefk,
twaqk,
drulp,
xratx,
spuft,
klumz,
fronz,
cruft,
glolp,
snoqk,
flurb,
glalz,
glazd,
glarp,
gruqk,
glorb,
slamz,
kludj,
klimd,
slult,
grest,
brasp,
txorb,
klorz,
klorg,
trofk,
vlest,
prudj,
krork,
xlufk,
vratx,
xrarz,
fruft,
txurb,
xlorp,
glarC,
krenz,
grizd,
drult,
brumd,
plurd,
klozd,
gladj,
frund,
djolz,
snirp,
drumz,
gretx,
brund,
brugz,
djarg,
grarp,
sward,
grark,
crufk,
plisp,
flafk,
blomd,
vrazd,
srolz,
fremd,
vremz,
drord,
fland,
vlaqk,
glonz,
slord,
trusk,
txolz,
crond,
xlosp,
vrumz,
blurk,
brusk,
glitx,
djifk,
srudj,
djiqk,
prist,
klotx,
grenz,
slond,
frend,
flond,
glesp,
krorz,
blorc,
grarg,
gralp,
blesp,
xrarg,
xrorb,
vlutx,
prigz,
kresk,
blarp,
premz,
vrugz,
slask,
brort,
sperp,
xrund,
xlamd,
blufk,
xlonz,
tromz,
druft,
bragz,
grard,
flanz,
vrosk,
xrumd,
trisk,
srend,
drask,
brorz,
swirt,
vlark,
klonz,
blest,
xretx,
gresk,
crast,
trist,
plusp,
crarp,
smifk,
vlomd,
klulp,
slesp,
xlord,
vlusk,
blarc,
txisk,
trend,
klazd,
vlurp,
blomz,
primd,
slinz,
slusk,
vroqk,
txarz,
klitx,
bregz,
djort,
srard,
dramd,
tradj,
prarz,
bligz,
bruft,
crart,
txusp,
floqk,
vralz,
xlarg,
vledj,
droqk,
trark,
xlark,
slaft,
krudj,
vrarg,
crigz,
flurz,
djaqk,
vrarp,
flust,
srork,
grond,
friqk,
slist,
sratx,
britx,
trarC,
glusk,
spest,
flurk,
glurC,
txift,
flutx,
vregz,
blamd,
glamz,
blurb,
blunz,
spufk,
vritx,
flinz,
drarc,
brind,
srunz,
prolt,
slenz,
gledj,
cralz,
prorC,
txusk,
blord,
flatx,
djorb,
slurC,
prozd,
djozd,
xreqk,
txurC,
craft,
vlugz,
crefk,
grumd,
granz,
slasp,
glumd,
snofk,
kratx,
vralt,
snusk,
vlofk,
gromd,
xlomd,
cramz,
glufk,
xlotx,
krimz,
vlosk,
swart,
xrafk,
fraqk,
twatx,
snolt,
drift,
flitx,
grumz,
brart,
vrifk,
slufk,
slend,
blozd,
grarC,
grunz,
slunz,
crinz,
vrork,
trigz,
vrust,
djulp,
drark,
djurc,
flofk,
crarc,
flemd,
spard,
snoft,
xraqk,
flesk,
dradj,
sluzd,
flarc,
vrumd,
xrisp,
spirt,
vrolt,
xlolp,
fladj,
xlalp,
frasp,
vremd,
slarc,
crosk,
dralp,
brosp,
djigz,
djisk,
gruzd,
xramz,
slurd,
twurd,
vragz,
smurd,
txaft,
djard,
brest,
drosp,
bronz,
brorg,
xrarC,
prind,
xlorb,
glozd,
blort,
txerp,
djeqk,
glegz,
srezd,
florC,
prorc,
vluqk,
blurg,
klosp,
drorp,
blurc,
slizd,
bresk,
slolt,
drazd,
xrufk,
crift,
glirp,
txorp,
pronz,
frogz,
bromd,
vrult,
klanz,
frimz,
glarz,
flalz,
xrift,
vlolz,
flund,
klizd,
smosk,
xrizd,
plesk,
xriqk,
djemd,
trorg,
vlamd,
txend,
prard,
slemd,
bresp,
praft,
sretx,
klolz,
tralp,
smaqk,
vrorg,
xlamz,
txeft,
xrand,
srufk,
tredj,
slift,
prosk,
blofk,
klask,
drarb,
txumz,
srasp,
vrutx,
vloqk,
gletx,
plend,
txugz,
tregz,
klard,
glard,
xlest,
frard,
smird,
djadj,
krofk,
slolp,
fluzd,
blarz,
xrosk,
txasp,
flord,
dreft,
srugz,
xlork,
txitx,
drefk,
xrorp,
slorg,
xlutx,
blirt,
gruft,
klamd,
krund,
snord,
vlask,
smasp,
frulp,
slefk,
xrimd,
griqk,
cresk,
slanz,
xruzd,
vlurg,
glulp,
profk,
grorg,
prenz,
crazd,
blezd,
kleft,
glest,
xligz,
frisk,
glasp,
florb,
glugz,
sromd,
bredj,
fritx,
smitx,
spult,
tximz,
glanz,
brult,
flamz,
srolt,
krumd,
blulz,
glosp,
djist,
krorb,
cresp,
kronz,
srind,
prask,
frisp,
djast,
frask,
spird,
txulp,
krosk,
smest,
trorC,
tronz,
kraft,craft
drogz,
plird,
drort,
bratx,
drutx,
trest,
flalt,
blatx,
sputx,
klust,
brarp,
djurz,
prulp,
brimd,
drarC,
djork,
xrart,
frarp,
txarg,
flaqk,
srenz,
fluqk,
trusp,
xronz,
krusk,
slagz,
prinz,
slorC,
klalz,
vlulp,
vlazd,
vlalz,
grigz,
djusp,
slort,
flolz,
brufk,
srarC,
djint,
klift,
grork,
tretx,
txutx,
djamd,
blaqk,
crarb,
sruzd,
predj,
xlift,
vlolp,
srarg,
xritx,
fleqk,
txedj,
bliqk,
prark,
trutx,
trotx,
snetx,
vrind,
plift,
srart,
treqk,
triqk,
krifk,
bramd,
gremd,
sposk,
prand,
frosk,
pragz,
grusp,
vlidj,
dregz,
fregz,
brark,
trunz,
snefk,
bludj,
srozd,
djisp,
blorp,
djaft,
blend,
blalp,
xromz,
vrigz,
djimd,
bralz,
txult,
twitx,
xrarp,
trund,
glulz,
fletx,
vrest,
xlumd,
drinz,
brarC,
tralz,
djumz,
crafk,
klurc,
xrisk,
frizd,
truzd,
xlanz,
blimz,
sneqk,
srutx,
spaft,
xlurc,
tremd,
slalt,
kreqk,
grorp,
crarg,
txalp,
slodj,
djoft,
blark,
txenz,
cralp,
srord,
xlimd,
greqk,
tresp,
vrond,
drarp,
vlotx,
frorC,
vlitx,
dragz,
xrorC,
djarc,
kralp,
vlinz,
xlemz,
crend,
blazd,
sronz,
prumz,
promd,
glorC,
plalp,
smiqk,
krart,
smalp,
blalt,
vrask,
txemd,
brarc,
vlorg,
sranz,
djosp,
glurb,
djugz,
cromz,
djetx,
bradj,
srund,
plirt,
framd,
trand,
dremd,
flind,
slezd,
vrefk,
frafk,
trorz,
xlarp,
krand,
blurd,
slert,
sworp,
brork,
snand,
smard,
smart,smart
skarf,scarf (clothing)
skald,scald
skrul,screw
smond,
vlard,
glefk,
xlunz,
prult,
drolz,
fradj,
djuzd,
txird,
krult,
krarb,
glart,
xlasp,
djizd,
prefk,
grorC,
grafk,
gronz,
presk,
drimd,
fromd,
drisp,
trord,
blenz,
cratx,
grorz,
krazd,
txezd,
tratx,
klork,
xlulz,
twend,
slutx,
gludj,
xlodj,
xrask,
txomd,
drolt,
txarc,
djond,
vrizd,
xrozd,
gredj,
snesp,
plufk,
grosp,
xlezd,
txurg,
flosp,
srand,
glond,
flenz,
vlurc,
slosk,
twuft,
txeqk,
txozd,
glezd,
krorp,
xromd,
srodj,
vrudj,
xlund,
brarg,
xranz,
drotx,
smift,
vradj,
crolz,
snund,
vruqk,
frosp,
glolt,
sloqk,
glinz,
trimd,
kruzd,
xrunz,
plult,
crort,
slurc,
fratx,
brast,
sporp,
sport,sport
lants,knife
prist,priest
xrofk,
pluft,
xlarz,
gralz,
bramz,
frulz,
bridj,
grarz,
vlagz,
xloft,
djodj,judge
flurc,
plaqk,
crorz,
brond,
vrasp,
grimz,
blurz,
twest,
broft,
glesk,
kloqk,
slomd,
plest,
txotx,
vletx,
sromz,
djalt,
djorc,
gromz,
krarp,
pramd,
brorc,
spift,
vlart,
xramd,
florc,
klost,
snist,
twasp,
glurd,
glift,
klunz,
gluft,
kretx,
krisk,
gradj,
crezd,
trinz,
glarc,
kroft,
crard,
smalt,
sramz,
glamd,
plutx,
progz,
djamz,
preft,
klaqk,
txirt,
gregz,
slesk,
trozd,
gremz,
vromz,
flult,
glarb,
grand,grand
vlast,
xland,
klisk,
vruzd,
prasp,
flumz,
crotx,
frotx,
glalp,
xresk,
grulp,
slarb,
klatx,
vloft,
txurt,
drisk,
xlimz,
grufk,
flugz,
xlurb,
txanz,
txant,chant
djusk,
txort,
smuft,
srorb,
xroqk,
xlorC,
crisk,
krasp,
crisp,
srosp,
flisk,
drozd,
djogz,
djarC,
krond,
klarg,
klarp,
trort,
grarb,
vramz,
gleft,
vlarg,
fridj,
txoqk,
vrozd,
crogz,
klend,
flimd,
glerd,
djalp,
swurd,
djeft,
grarc,
sregz,
vlisk,
blulp,
kluzd,
klorC,
vlogz,
djemz,
xlind,
krend,
krarg,
prorg,
xrorc,
vruft,
slulz,
krorc,
sraft,
klogz,
glalt,
xrasp,
flarC,
prisk,
slusp,
crorp,
crunz,
flufk,
flasp,
srosk,
cregz,
glusp,
djulz,
flaft,
krezd,
xlolt,
trezd,
djegz,
kromd,
xrast,
slazd,
slirp,
spulp,
platx,
brifk,
vlond,
xradj,
glord,
klurd,
bralp,
txiqk,
vlolt,
spost,
cranz,
xlafk,
glenz,
klurC,
xlidj,
grolp,
xletx,
flusp,
frunz,
plost,
frorc,
kroqk,
txosk,
krolt,
djofk,
krufk,
florg,
sleqk,
djord,
srifk,
critx,
slisk,
fralz,
txarp,
trork,
vlarc,
froqk,
vlorz,
djart,
djutx,
drifk,
bluqk,
flarg,
glolz,
xlond,
xrarb,
frifk,
gluqk,
blolt,
praqk,
frolt,
srorg,
xrorg,
glunz,
xlusk,
krarz,
crorc,
gresp,
bledj,
prend,
slest,
klort,
blarb,
slarC,
slozd,
dresk,
blemz,
slolz,
kremz,
sridj,
twafk,
kregz,
vlarz,
klind,
brotx,
slaqk,
txinz,
flulz,
txolt,
vlurb,
txark,
klarC,
slurt,
drind,
pritx,
vlemd,
vlozd,
vleqk,
crudj,
djest,
klorb,
blust,
brust,
briqk,
xrond,
dredj,
dromd,
glind,
drarg,
xlolz,
glomz,
vrofk,
srarz,
vrolz,
plerp,
vresk,
txetx,
txurc,
slemz,
blult,
flerp,
proft,
slarp,
slust,
xlinz,
cremd,
trarg,
kromz,
prifk,
txond,
slart,
krark,
crusk,
vrisk,
slalz,
xlurz,
kruqk,
srogz,
trost,
twift,
glust,
spafk,
vrorp,
frodj,
pridj,
blasp,
gluzd,
sladj,
srust,
xlorz,
klemd,
smult,
djatx,
vrimz,
kramz,
fralp,
twifk,
drugz,
xlurk,
tward,
xrotx,
klast,
klest,
xrark,
djefk,
crusp,
djesp,
krigz,
slitx,
drumd,
tramz,
xruft,
flost,
xrend,
sresk,
vrafk,
blosp,
plalt,
flunz,
vrarC,
slind,
vrunz,
txifk,
frart,
glemd,
snerd,
vrotx,
glorc,
vlafk,
blolp,
drezd,
vlasp,
vlizd,
srigz,
prizd,
trulz,
sligz,
glurz,
crost,
sralt,
sremz,
gragz,
vlurC,
vrolp,
klurg,
txatx,
fludj,
xrost,
klund,
kragz,
txard,
spisp,
vlulz,
frest,
brulp,
fredj,
djorC,
smatx,
blonz,
spesk,
pliqk,
krind,
glaft,
krarC,
pralt,
grifk,
txast,
draqk,
crask,
frork,
twirt,
prodj,
drust,
slurg,
trarz,
drend,
trart,
fretx,
crest,
drorc,
trorp,
spurd,
smend,
protx,
vrezd,
txulz,
spifk,
flurp,
drulz,
vrarc,
slorc,
xrard,
kligz,
bremd,
dronz,
klesp,
franz,
xlisk,
txufk,
xlurC,
grust,
xralz,
flemz,
vlunz,
crorC,
txurd,
troqk,
snast,
djalz,
drusp,
djund,
prulz,
brarz,
flark,
grart,
xluft,
srorz,
flask,
vrost,
txork,
blosk,
glofk,
gligz,
djezd,
trond,
trask,
flarz,
vlusp,
glaqk,
krest,
trugz,
djarb,
graft,
vrend,
srort,
plaft,
vlanz,
frarc,
glask,
xlegz,
krimd,
blogz,
klolp,
glark,
xremz,
sremd,
sroqk,
vlarp,
druqk,
slurb,
crorg,
sroft,
cremz,
kladj,
plasp,
xralt,
vlort,
slatx,
twesk,
crund,
plard,
frift,
bluft,
frefk,
vluzd,
spend,
sralz,
xlomz,
flifk,
xrosp,
txurz,
txalt,
djuft,
xrult,
djagz,
vrimd,
prolz,
txumd,
srest,
slifk,
dramz,
klarz,
vlalt,
trolp,
srisp,
kreft,
glurg,
florp,
kresp,
smirt,
blizd,
truft,
klurz,
xrugz,
droft,
klemz,
frumz,
prazd,
grodj,
branz,
fruqk,
vlegz,
flozd,
grugz,
pruft,
glemz,
splif,smoking joint
prarc,
frorz,
crist,
krosp,
drusk,
trasp,
xlurt,
gleqk,
brost,
slafk,
brorp,
glafk,
criqk,
frort,
vrogz,
vrosp,
drart,
drenz,
xlugz,
glurp,
snurp,
snotx,
vraqk,
frimd,
kranz,
djurd,
slimz,
xrazd,
blinz,
prart,
breqk,
srumd,
xlumz,
klifk,
xrork,
prafk,
klist,
klomz,
djuqk,
slalp,
bralt,
crulz,
txarC,
slumd,
djorg,
greft,
vrorz,
klulz,
xridj,
vranz,
xlalt,
pradj,
xrolt,
xrumz,
trorb,
trulp,
glidj,
brumz,
xliqk,
xraft,
krutx,
kralz,
vrenz,
frumd,
xlogz,
brafk,
twost,
xlefk,
blerp,
grast,
xlatx,
drimz,
groqk,
flurC,
vleft,
gridj,
glarg,
txorC,
vralp,
flefk,
floft,
fremz,
creqk,
xluqk,
prarp,
brinz,
xlarb,
dralt,
vrund,
trefk,
flork,
flist,
truqk,
vlumz,
klegz,
xrinz,
klarb,
crimd,
txogz,
broqk,
klodj,
txord,
klult,
brodj,
plafk,
djust,
pramz,
crork,
crodj,
txorg,
xrusk,
graqk,
xlorc,
vlamz,
blurt,
pranz,
txudj,
crumd,
vridj,
flard,
vlonz,
drufk,
xlenz,
pregz,
sruqk,
gramz,
cridj,
txund,
klutx,
djazd,
freqk,
blefk,
txuzd,
prusp,
brefk,
blorC,
xrest,
tritx,
slurp,
twalt,
xrulp,
xlask,
klond,
grudj,
glast,
kleqk,
flirt,
blart,
grofk,
kledj,
klaft,
fromz,
blisk,
txind,
glatx,
glund,
brend,
flurd,
troft,
kruft,
trumd,
slurk,
xrudj,
traft,
grosk,
vlult,
klesk,
glost,
trast,trust
trust,
sraqk,
vrift,
fraft,
krozd,
srost,
xlart,
slorb,
glork,
xrarc,
glotx,
grolt,
crult,
vlind,
vlimz,
xlulp,
drudj,
vlurd,
vresp,
vlund,
bruqk,
glurk,
glend,
txefk,
plitx,
djost,
txazd,
sragz,
blind,
blumz,
vrarb,
vlarb,
djitx,
brozd,
glimd,
djarp,
klefk,
txesp,
trift,stout
creft,
kleqk,clank
frazd,
flesp,
froft,
klasp,
txizd,
drift,drift (move along like on water slowly and aimlessly)
sketx,sketch
djent,
drosk,
vrist,
twufk,
djidj,
drond,
grift,
brazd,
xlizd,
vlomz,
skold,scold (yell out beyond necessary)
"disease (-osis)"
awake
wisdom,love
