tune,english
hambold,embolden
hambrod,embroider
hamlitz,recommend
hampfan,amplify
hamplot,employ
hampran,empower
hamptud,amplitude
handgol,undergo
handjan,engineer
handjol,enjoy
handkof,handcuff
hanflak,inflect
hanforl,unfurl
hanfors,enforce
hanfrij,infringe
hanklud,include
hanlist,enlist
hanredj,enrage
hanstil,instill
hantaks,antioxidant
hantlor,antler
hantson,hence
hantxat,incline
hantxiq,hunch
hanvors,anniversary
hanvort,invert
hanxran,enshrine
haprind,apprehend
haprotx,approach
haptiks,optics
haqglet,ungulate
haqgrev,engrave
haqkloz,enclose
haqkrab,hunk
harendj,arrange
harklet,articulate
hartkol,article
hartxam,honor
hartzil,hertz
hartzin,sober
hartzot,lecture
hasborg,iceberg
hasklim,exclaim
hasklud,exclude
haskrab,ascribe
haskret,execrate
haspret,aspirate
hastand,astound
hastrod,asteroid
hatmost,utmost
hatsfir,atmosphere
hatslan,sloth
hatzdik,justify
hatzdiq,salute
hatzitz,peek
havents,offense
haxlend,lend
haxmitz,libel
hedjant,agency
hegzalt,exut
hegzort,exhort
heksarp,excerpt
heksort,extort
hekspar,expire
heksrit,excrete
hempost,hemp
hemrald,emerald
henants,enhance
hencral,enthral
henform,inform
heqgalf,engulf
heqgros,engross
heqkxas,anxious
heskort,escort
hetxram,etch
himgrat,immigrate
himpals,impulse
himpart,impart
himpitx,impeach
himplan,imply
himplav,implore
hindant,indent
hindjan,hinge
hindjar,injure
hindors,endorse
hinflem,inflame
hinflit,inflict
hinstad,instead
hinsurt,insert
hintorn,intern
hintrak,interact
hintrap,interrupt
hintrud,intrude
hintvin,intervene
hinvort,invertebrate
hiqgret,integrate
histark,hysterical
hobladj,oblige
hordjip,orgy
hortxad,orchard
hovcroq,overthrow
hovkast,overcast
hovtorn,overturn
hudjant,huge amount
humgrat,emigrate
huzband,husband
jakspoz,juxtapose
kakrotx,cockroach
kalbret,calibrate
kalmnet,culminate
kaltxob,couch
kaltxur,culture
kamants,commence
kambast,combust
kamflaj,camouflage
kamkruc,come up with
kampand,compound
kamplaq,comply
kamplem,complement
kamplen,complain
kamplit,complete
kampraz,comprise
kampten,competent
kamtzan,oxygen
kanfand,confound
kanfanz,conference
kanform,conform
kanfort,confetti
kanfran,confront
kankest,conquest
kanklud,conclude
kankrit,concrete (abstract)
kansalt,consult
kansorn,concern
kansort,consort
kanspir,conspire
kantaks,context
kantand,contend
kantemp,contempt
kantort,contort
kantrak,contract
kantriv,contrive
kantrol,control
kantrup,gargle
kantxut,concrete
kanvaks,convex
kanvals,convulsant
kanvors,converse (opposite)
kapslet,encapsulate
kapstet,incapacitate
kaqgres,congress
kaqgret,congregate
karnval,carnival
karpvun,keep on
kartzef,scrub
kartzin,quartz
kaskron,cask
kasplen,explain
kastget,castigate
katlist,catalyst
katpult,catapult
kemdusk,come across
kivlant,equivalent
klagxin,clog
klantam,fatigue
klasfan,classify
klatxul,clutch
klinrik,clean up
klipron,clip (cut off)
klipsat,clip (bind)
klivrak,cleave
klorfil,chlorophyll
kloztaj,close down
koglant,coagulant
konflas,convalescence
kontrib,contribute
korgraf,choreograph
kormant,cormorant
korpret,incorporate
krabret,corroborate
krakdal,crocodile
kraksoq,crux
krambol,crumble
krampol,crumple
krankal,chronicle
krastin,christen
krastoz,crest
krenatx,crane
kreqkit,cranky
kridant,creed
krispal,crisp
kristal,crystal
kritsaz,criticize
krixnam,wicked
krusfad,crucify
krustax,crustacean
kumbant,incumbent
kurdjun,curd
lajslet,legislate
lakxmin,prosperity
lalants,alliance
lampren,lamprey
lasents,license
lazulin,lapis lazuli
lentxas,lane
levradj,leverage
lorbzat,lobe
lorgsur,log out
lortxik,lurch
lukproz,look for
madjast,majesty
madjnon,mad
mandjor,manager
manmant,monument
manplet,manipulate
mantram,utter
mantrim,monotreme
mantxam,munch
marjant,merchant
mepartx,map (chart)
metmorf,metamorphic
metraks,matrix (math)
minstar,administer
misples,misplace
mortfan,mortify
naldjin,analogy
nantxiq,junior
nardjur,nurture
nesgras,lawn
nixsrik,ugly
noqtxun,rural
nursrik,nursery
nusants,nuisance
nutrant,nutrient
paltxim,forsake
pandrom,palindrome
pankxet,punctuate
pantsil,pencil
pantxes,punch
parfrez,paraphrase
pargraf,paragraph
parklar,particular
parsant,percent
parspet,participate
partnor,partner
partorv,perturb
pastlet,postulate
pastxur,posture
patridj,partridge
pentret,penetrate
pestron,pest
pevmant,pavement
pigment,pigment
pintxoC,pinch
piqdjiz,lull
pitzutz,explosion
plamant,implement
plandor,plunder
plasint,placenta
plastik,plastic
plastur,plaster
platfon,platform
plodrat,ploy
plugnat,plug
porklet,percolate
porlaps,perhaps
porskut,persecute
portfol,portfolio
portxik,perch
porvort,pervert
postpon,postpone
pradiqk,undo
prakrit,original nature
praktal,practical
praktis,practice
praskut,prosecute
prastut,prostitute
prasvin,sweat
pratxir,enclosure
prejdis,prejudice
prentas,apprentice
pretand,pretend
prezant,present (show)
priklud,preclude
primand,reprimand
primpik,primp
prinpal,principle
pristin,pristine
privant,block/prevent
prizurv,preserve
prodjuk,projection
profanz,preference
profret,proliferate
program,program
proklem,proclaim
promzur,pass out
proptik,property (object)
prudant,prudent
prufrid,proofread
prukrik,pick up
pruksur,pick out
pulprax,pulp
purgtor,purgatory
purport,purport
rantxog,runt
rinants,renounce
riprotx,reproach
rirandj,rearrange
risortx,research
rispand,respond
ritzpan,floor
rumnant,ruminant
sabdjak,subject
sadjest,suggest
salbret,celebrate
salvant,solvent
salvidj,salvage
sanditx,sandwich
santman,sentiment
sarkast,sarcasm
saskrab,subscribe
saspend,suspend
sedmant,sediment
sefgard,safeguard
segmint,segment
sentsur,censor
sentxet,accentuate
senxant,conscientious
seqkxam,sanction
sikfant,sycophant
silants,science
sincsaz,synthesize
sindrom,syndrome
siqkxap,sink
sirkrab,circumscribe
sistanz,persistence
sistraC,cyst
skampur,scamper
skandur,squander
skitraj,skit
sklamat,sham
skrandj,scrounge
skriCar,slither
skrimat,scream
skrotam,scrotum
skrunip,screw
skurdan,sciuridae (squirrel)
slabrat,slab
slagrut,slog
slapmac,slap
sleprin,slip
slindar,slender
smaldan,smilodon
smidjan,smidgin
snatras,snot
snatxuC,snatch
snoblag,snub
soldjar,soldier
sornmes,sun month
sortfan,certify
spaltoq,spout
spamrat,spam
spansor,sponsor
spaqgot,spa
spardan,rivalry
sparnik,spurn
spastan,coherent
spekatx,speck
spektak,spectacle
spidrat,speed
spinatx,spinach
splador,splatter
splasiq,splice
splatur,splutter
spralok,sprawl
spratiq,spry
sprenar,sprain
spurtiq,spurt
srandor,surrender
stambam,rigid
stampoC,stamp
stampot,stump (tree)
stardol,startle
startap,stereotype
statxur,stature
stimpot,stump (baffle)
stiplet,stipulate
stolnak,stow
stradak,stride
stradul,straddle
stramik,strum
strasaz,ostracize
stratal,strut
strejar,stranger
stretan,straigten (reverse)
stublat,stub (toe)
stulatx,stew
subsdaz,subsidize
sukxman,keen
sumpxam,assumption
suplant,supplant
surdjin,surgery
surklet,circulate
survant,servant
svardat,relish
tadjrib,experiment
takdjip,talk over
taltxon,tout
tamkits,incentive
tamoltx,tumultuous
tamrets,stimulate
tandanz,tendency
tantxeq,candid
tardjak,interject
tardjan,tear (paper)
tarspus,intersperse
testvan,testify
tindjor,tinge
tkidran,slit
toltarn,totalitarian
toqtxiq,sympathy
tormnet,terminate
tornrik,turn up
torntaj,turn down
tornvun,turn on
tortxus,tortuous
tradjak,trajectory
traktor,tractor
trambon,trombone
trankot,trunk (tree)
transan,transcend
trapzad,trapezoid
traqmat,uncountably large
traxkan,trash
treqkal,tranquil
trespas,trespass
trigald,trigger
trospak,introspect
turdzat,turd
txaklet,chocolate
txakras,check in
txaksur,check out
txalbak,chill
txalxik,soggy
txanbol,propagate
txandal,outcast
txandan,dismal
txanmes,moon month
txansul,huddle
txantep,future
txantim,premise
txantoq,legacy
txanxin,gasp
txanzal,precursor
txaptor,chapter
txaqbek,pale
txaqnat,hangover
txaqxol,longevity
txarkum,char
txarmiq,charm
txarnak,churn
txarpit,chop
txarten,chert
txartor,charter
txastin,chastity
txatxal,tribute
txembor,chamber
txenmen,dreary
txenxuk,statement
txeqnul,commit
txidjup,lasting
txilxaq,kind (pleasant)
txinfan,diligent
txintoq,bronze
txiqbal,innocent
txiqfun,frivolity
txiraqk,frail
txonmiq,clever
txoqxik,substantiate
txotxim,reek
txudjum,pursue
txunsol,mellow
txunzip,skirt
txuqzat,bit (small amount)
txurnam,powder
txurpan,chirp
vandlaz,vandalize
vartxun,virtue
vasklar,vascular
velants,valence
ventxar,adventure
ventxur,venture
vidjtet,vegetate
vindkat,vindicate
virtaks,vertex
vistrap,vest (clothing)
voltxar,vulture
waltzan,waltz
warksur,work out
wetland,wetland
wiltant,wilt
wormrik,warm up
xlafliq,schläfli
zamplar,exemplary
zaspret,exasperate
blanfold,blindfold
ciqkdjip,think over
Cistendj,estrange
corkstet,orchestrate
dispants,dispense
frandzin,frenzy
hadvants,advance
hafspriq,offspring
hakspand,expound
hakstiqk,extinct
hambants,ambiance
hamnants,eminence
hampindj,impinge
hamprint,imprint
handendj,endanger
hanstrak,instruct
hantpriz,enterprise
hantrast,entrust
haqkrotx,encroach
hargmant,argument (conversation)
hatborst,outburst
havdants,evidence
havlantx,avalanche
hendaldj,indulge
hindjast,ingest
hinsants,incense (smell)
hinskrab,inscribe
hintgral,integral
kamplant,compliment
kandsand,condescend
kanfdent,confident
kangrats,congratulate
kanskret,consecrate
kanstruk,construct
kanstrul,construe
kantplet,contemplate
kantxold,quench
kanvurdj,converge
kindants,condense
komprend,comprehend
konstrit,constrict
landskep,landscape
plandjog,plunge
prezdant,president
priskrab,prescribe
pritants,pretense
propgand,propaganda
purplaks,perplex
raznants,resonance
restrant,restaurant
ritxardj,recharge
sabmordj,submerge
sentants,sentence (ruling)
simplaks,simplex
sintgrat,disintegrate
sirkvent,circumvent
skaldman,scald
skalpxor,sculpture
skavindj,scavenge
skortxak,scorch
skriblaq,scribble
skrutnaz,scrutinize
skrutnik,scrutiny
splintur,splinter
standsur,stand out
streqgal,strangle
strimlan,streamline
tapstriq,tapestry
transpar,transpire
tranzlet,translate
tranzmut,transmute
trilampf,triumph
troklant,truculent
wicstand,withstand
drentxark,drench
fregrants,fragrance
hamblants,ambulance
hancrasat,anthracite
hantrantx,entrench
harbtradj,arbitrage
hekspants,expanse
hinstants,instance
kanstrent,constraint
sobstants,substance
tranzfiks,transfix
strindjant,stringent
