           	ken       	communicate
           	kep       	clone
           	ket       	but
           	kek       	agree
           	kam       	calm
           	kan       	aggregate
           	kat       	focus
           	kaf       	cough
           	kax       	perfect
           	kar       	call
code       	kop       	scope
           	kok       	disagree
           	kof       	default
           	kov       	cover
           	koz       	z-axis
           	koj       	fool
           	kox       	cell (biology)
           	kol       	all
           	kuq       	manner
           	kud       	miss (didn't touch)
           	kub       	cube
           	kup       	tone
           	kuf       	clue
           	kul       	cool (interjection)
           	him       	nothing
           	hin       	hi
           	hit       	heat
           	hik       	hike
color      	hix       	peach (color)
           	hir       	hear
           	hem       	hey
           	heq       	hang
           	hek       	hour
           	hez       	every
           	ham       	hmm
number     	han       	zero
           	hat       	at
           	hak       	hack (work)
           	has       	hyper
           	haz       	have
           	hal       	how
           	hop       	hope
           	hok       	okay
number     	hov       	floating point
           	xam       	chime
           	hum       	urge
           	hun       	illusion
           	huq       	uh
           	hub       	x-axis
           	hut       	heed
           	huv       	handle
           	sip       	asleep
           	sit       	medium
color      	sif       	purple
           	siz       	peace
           	sil       	more (-er)
           	siC       	hush
           	sep       	swipe
           	sek       	percept
           	sef       	continue
           	sev       	save
           	sez       	sir
           	seC       	etc.
           	sab       	describe
           	sat       	sight
           	saz       	emphasize
           	saj       	etc
           	sax       	wash
           	sar       	surf
           	som       	drug
           	sog       	reason
           	sod       	mystery
           	sok       	around/surround
           	sof       	each
           	soz       	also
           	sol       	soul
code       	sor       	file (computer)
           	sub       	I
           	sup       	above (super)/hover
           	sut       	store
           	suk       	top
           	suv       	observe
           	sur       	assert
           	sur       	out
           	fim       	female/woman
           	fid       	next
           	fil       	feel
number     	fet       	eight
           	fek       	fake
           	fak       	fuck
           	fok       	halt
           	fos       	else
           	fun       	within (endo-)
           	fun       	would
           	fug       	figure (it out)
           	fup       	borrow
           	fus       	discontinuous
           	fuz       	fusion
           	fuj       	refuge
           	ful       	fuel
           	fur       	fail
           	vim       	way/style
           	vin       	fill (-full)
           	viq       	everything
           	vid       	veer
number     	vip       	six
           	vit       	information
           	vis       	see
           	vix       	preserve
           	vic       	bit
           	vil       	manifest
code       	veb       	byte
           	vek       	filter
           	vex       	reveal
           	vab       	vibe
           	vak       	multiply
           	vas       	aspect
           	vax       	it
           	val       	value
           	von       	sin
           	vod       	void
           	vot       	vote
           	vov       	axis
           	vun       	on
           	vuq       	foundation
           	vuc       	catch
           	vul       	via
           	zip       	graph
           	zil       	perspective
           	zir       	pertaining to x (pleasantry)
color      	zet       	olive (color)
           	zar       	vowel
           	zon       	zone
           	zok       	try
           	zox       	sense
           	zuk       	where
           	zus       	experience
           	zur       	fall
           	jin       	paradise
           	jit       	digit
           	jat       	throw
           	jaq       	count
           	jas       	just (close-focus)
           	jul       	flow
color      	xid       	gray
           	xip       	imagine
code       	xik       	computation
           	xed       	should
number     	xab       	seven
           	xud       	quiet
           	xul       	subtract
           	cet       	get
           	xaq       	life
number     	cuk       	eleven
code       	cux       	key
           	lid       	lead
           	lij       	orient
code       	bun       	boolean
           	lep       	push
           	lek       	collect
           	leC       	point
           	lam       	real
           	lan       	land
           	lak       	like
           	lav       	love
           	laz       	very much of (-some)
           	lax       	add
           	lal       	y-axis
           	lon       	loan
           	lod       	load
           	lof       	error
           	lot       	lot (land)
           	los       	less of (-less) empty
code       	sox       	string (computing)
code       	lup       	loop
           	luk       	look
           	luj       	logic
           	rin       	run
           	rid       	read
           	xis       	express
           	riv       	to/arrive
           	riz       	rise
           	ral       	relation
code       	roc       	algorithm
           	ref       	success
code       	rex       	array
           	reC       	progress
           	raq       	wrong
           	rat       	write
           	ras       	in
           	raf       	reference
           	raz       	resonate
           	Cam       	rhythm
           	ron       	environment
number     	rog       	thirteen
color      	roz       	rose
           	rum       	realm
           	run       	glyph
           	rut       	this
           	rug       	update
           	rub       	local
sound      	ruz       	consonant
           	yiq       	impermanent
           	yix       	something
           	yev       	sort
           	yaq       	permanent
           	yad       	away
           	yap       	yep
           	yas       	way
           	yaj       	measure
color      	yal       	turquoise
           	yog       	practice of focusing on x
           	yov       	of
           	yut       	yet
           	yuv       	view
           	yuc       	with (con-)
           	Ciz       	kaledoscope
           	Cev       	without
           	Con       	than/compare
           	Cas       	thus
           	Car       	there (abstract reference)
           	Cog       	though/regard
           	Coz       	except
