kliv,cave
klif,
klix,
klem,claim
klen,
kleq,
kleg,
kled,
kleb,
klep,
klet,
klek,click
klez,
klev,
klef,
klex,
klam,
klan,claw
klaq,
klag,
klad,cloud
klab,
klap,danish a vowel sound
klat,cat
klak,clock
klaz,
klav,
klaf,
klax,
klom,
klon,
kloq,
klog,
klod,
klob,
klot,
klok,quick
kloz,close
klov,
klof,
klox,
klor,color
klum,cue
klun,community
kluq,
klug,
klud,
klub,kill
klut,cute
kluz,
kluv,
kluf,
klux,
smim,
smin,meson
smiq,
smig,
smid,
smib,
smip,
smit,
smik,
smiz,
smiv,
smif,
smix,
smij,
smiC,
smic,
smem,
smen,
smeq,
smeg,
smed,
smeb,
smep,
smet,
smek,smack
smez,
smev,
smef,
smex,
smej,
smeC,
smec,
smam,
sman,
smaq,
smag,
smad,
smab,
smap,
smat,
smak,
smaz,
smav,
smaf,
smax,smash
smaj,
smaC,
smac,
smal,small
smom,
smon,
smoq,
smog,
smod,
smob,
smop,
smot,
smok,smoke
smoz,
smov,
smof,
smox,
smoj,
smoC,
smoc,
smum,
smun,
smuq,
smug,
smud,
smub,
smup,
smut,
smuk,
smuz,
smuv,
smuf,
smux,
smuj,
smuC,
smuc,
smul,smile
snim,
snin,
sniq,
snid,
snib,
snip,
snit,
snik,sneak
sniz,
sniv,
snif,sniff
snix,
snij,
sniC,
snic,
snem,
snen,
sneq,
sned,
sneb,
snep,
snet,
snek,
snez,
snev,
snef,
snex,
snej,
sneC,
snec,
snam,
snan,
snaq,
snag,
snad,
snab,
snap,snap
snat,
snak,
snaz,
snav,
snaf,
snax,
snaj,
snaC,
snac,
snar,snare (drum)
snom,snow
snon,
snoq,
snog,
snod,
snob,
snop,
snot,
snok,
snoz,
snov,
snof,
snox,
snoj,
snoC,
snoc,
snor,s sound
snum,
snun,
snuq,
snug,
snud,
snub,
snup,
snut,
snuk,
snuz,
snuv,
snuf,
snux,
snuj,
snuC,
snuc,
spim,
spin,spin
spiq,
spig,
spid,
spib,
spip,
spit,spit
spiz,
spiv,
spif,
spix,
spem,
spen,
speq,
speg,
sped,
speb,
spep,
spet,
spek,respect
spez,
spev,
spef,
spex,
spam,
span,spine
spaq,
spag,
spad,
spab,
spap,
spat,
spak,spike
spas,spice
spav,
spaf,
spax,
spom,
spon,
spoq,
spog,
spod,
spob,
spop,
spot,
spok,spoke (wheel)
spoz,
spov,
spof,
spox,
spum,
spun,
spuq,
spug,
spud,
spub,
sput,
spuz,
spuv,
spuf,
spux,
stim,steam
stin,
stiq,
stig,
stid,
stib,
stip,
stit,
stik,stick (plant)
stiz,
stiv,
stif,
stix,
stem,
sten,stain
steq,
steg,
sted,
steb,
step,
stet,status
stek,mistake
stez,
stev,stay
stef,safe
stex,
stam,
stan,
staq,
stag,
stad,
stab,stab
stap,
stat,stat
stak,
staz,
stav,
staf,stuff
stax,
star,star
stal,stall
stom,install
ston,stone
stoq,
stog,
stod,
stob,
stop,
stot,
stok,stomach
stoz,
stov,
stof,
stox,
stoj,storage
stum,
stun,
stuq,
stug,
stud,sad
stub,
stup,stupid
stut,
stuz,
stuv,
stuf,
stux,
skim,minimum
skin,skin
skiq,
skig,
skid,
skib,
skip,
skit,sweet
skik,
skiz,
skiv,
skix,
skem,
sken,
skeq,
sked,
skeb,
skep,scape (scenery)
sket,
skek,
skez,
skev,
skex,
skam,
skan,
skaq,
skad,
skab,
skap,skip
skat,
skak,
skaz,
skav,
skax,squash
skar,square
skal,scale
skom,
skon,
skoq,cease
skog,
skod,
skob,
skop,
skot,
skoz,
skov,
skof,
skox,
skor,score
skum,scheme
skun,skew
skuq,
skud,
skub,
skup,scoop
skut,difficult
skuz,excuse
skuv,
skux,
skur,scare
skul,school
slim,submit
slid,swing
slip,sleep
slix,wish
sliC,therefore
slet,slight
slag,slug (animal)
slad,slide
slap,slop
slat,10^9
slas,faint (light)
slax,slash
slom,slow
slog,slug
slop,slope
slok,weak
slun,soon
slup,swoop
slur,my
vrim,
vrin,
vriq,
vrig,
vrid,
vrib,
vrip,
vrit,
vrik,
vriz,
vriv,
vrif,
vrix,
vriC,wood
vrem,
vren,
vreq,
vreg,
vred,
vreb,
vrep,
vret,settle
vrek,
vrez,
vrev,
vref,
vrex,
vrej,
vrec,
vram,insight
vran,
vraq,
vrag,
vrad,
vrab,
vrap,
vrat,
vrak,
vraz,
vrav,
vraf,
vrax,
vraj,average
vraC,
vrac,
vrom,
vron,
vroq,
vrog,
vrod,
vrob,
vrop,
vrot,
vrok,
vroz,
vrov,
vrof,
vrox,
vrum,
vrun,ocean
vruq,
vrug,10^18
vrud,
vrub,
vrut,
vruz,
vruv,
vruf,
vrux,
frim,
frin,funny
friq,
frig,
frid,
frib,
frik,freak
fris,hiss
friz,freeze
friv,
frif,
frix,fish
frem,
fren,danish e vowel sound
freq,
freg,
fred,vowel large E sound
freb,
fret,frame
frez,phrase
frev,
fref,
frex,
fram,
fran,
fraq,
frad,
frat,
fras,sail
fraz,
frav,
fraf,
frax,fresh
from,
fron,
froq,
frog,
frod,
frob,
frot,
froz,
frov,
frof,
frox,
froC,fear
frum,
frun,
fruq,
frug,
frud,
frub,
fruz,
fruv,
fruf,
frux,
flim,
flin,
fliq,
flig,
flid,field (math)
flib,
flip,flip
flit,
flik,
fliz,
fliv,
flif,
flix,
flem,flame
flen,
fleq,
fleg,
fled,
fleb,
flep,
flet,fight
flek,mirror
flez,
flev,
flef,
flex,
fleC,appear
flam,
flan,
flaq,
flag,
flad,
flab,
flap,hop
flat,flat
flak,
flaz,
flav,
flaf,
flax,flesh
flom,f sound
flon,
floq,
flog,
flod,
flob,lob
flop,
flot,float
flok,glow
floz,
flov,
flof,
flox,
floj,
floC,
floc,
flor,flower
flum,fly (action)
flun,few
fluq,
flug,
flud,fluid
flub,
flup,
flut,
fluk,
fluz,complex
fluv,
fluf,
flux,flush
mimp,
mind,
mint,
miqk,who
migz,
midz,
midj,
mibz,
mips,
mits,
mitx,
miks,mix
misp,
mist,
misk,
mift,
memp,
mend,
ment,mate
meqk,
megz,
medz,
medj,
mebz,
meps,
mets,
metx,
meks,
mesp,
mest,
mesk,
meft,
mamp,
mand,
mant,
maqk,monkey
magz,moss
madz,
madj,image
mabz,
maps,
mats,
matx,symmetry
maks,maximum
masp,
mast,member
mask,mask
maft,
marg,old
mard,
marb,
marp,
mark,
mars,mass
marv,
marf,
mald,
malb,
malp,
malt,metal
malk,
malz,
malv,
malf,
malc,
momp,
mond,
mont,
moqk,
mogz,
modz,
modj,
mobz,
mops,
mots,
motx,
moks,
mosp,
most,most (-est) (large-collection-partition-focus)
mosk,
moft,
morg,
mord,manifold
morb,
morp,10^36
mort,
mork,
mors,
morz,
morv,maybe
morf,morph
mold,mold (shape)
molb,
molp,
molt,vowel large O sound
molk,
molz,mow (grass)
molv,
molf,
molc,
mump,
mund,
munt,
muqk,
mugz,
mudz,
mudj,
mubz,
mups,
muts,
mutx,much (large-lot-focus)
muks,
musp,
must,
musk,
muft,
murg,
murd,
murb,
murp,
murt,
murk,
murz,
murv,
murf,
muld,
mulb,
mulp,
mult,
mulk,
mulz,
mulv,
mulf,
mulc,
nimp,
nind,
nint,
niqk,
nidz,
nidj,
nibz,
nips,
nits,
nitx,
nisp,
nist,
nisk,
nift,
nemp,
nend,
nent,
neqk,
nedz,
nedj,
nebz,
neps,
nets,
netx,
nesp,
nest,
nesk,
neft,
namp,magnet
nand,nand
nant,
naqk,
nagz,
nadz,
nadj,knowledge
nabz,
natx,n sound
naks,
nask,
naft,
narg,
narb,neighbor
nart,neutron
nark,any
narv,river
narf,
nalb,
nalz,analyse
nalv,
nalf,
nomp,
nond,
nont,
noqk,
nogz,
nodz,
nodj,
nobz,
notx,
noft,
norg,
nord,order
norb,
nork,nor
nors,having some aspects of (-ish)
norv,
norf,
nolb,
nolv,
nolf,
nump,
nund,
nunt,
nuqk,bear (animal)
nugz,
nudz,
nudj,
nubz,
nutx,
nust,embed
nuft,
nurg,
nurd,
nurb,
nurv,nerve
nurf,vowel large U sound
nuld,
nulb,
nulv,
nulf,
gind,
gint,
giqk,
gigz,
gidz,
gidj,
gibz,
gips,
gits,
gitx,
giks,
gisp,
gist,
gisk,
gift,
gemp,
gend,
gent,
geqk,
gegz,
gedz,
gedj,
gebz,
geps,
gets,
getx,
geks,
gesp,
gest,guest
gesk,
geft,
gamp,
gand,
gant,-gon (polygon)
gaqk,
gagz,
gadz,
gadj,
gabz,
gaps,
gatx,german i vowel sound
gaks,
gasp,
gask,
gaft,
garg,
gard,g sound
garb,
garp,
garz,again (re-)
garv,
garf,
gald,
galb,
galp,
galt,guilt
gals,
galz,
galv,
galf,
galc,
gomp,
gond,
gont,
goqk,
gogz,
godz,
godj,
gobz,
gops,
gotx,
goks,
gosp,
gost,ghost
gosk,
goft,
gorg,
gord,
gorb,
gorp,
gort,
gork,
gorz,
gorv,
gorf,
gold,
golb,
golp,
golz,
golv,
golf,
golc,
gump,new
gund,
gunt,
guqk,
gugz,
gudz,
gudj,
gubz,
gups,
gutx,
gusp,
guft,
gurg,
gurd,
gurb,
gurp,
gurv,
gurf,
guld,
gulb,
gulp,
gulk,
gulz,
gulv,
gulf,
gulc,
dimp,
dind,
dint,
diqk,deny
digz,
didz,
didj,
dibz,
dips,
dits,
ditx,
diks,
disp,
dist,
disk,discover
dift,
demp,
dend,
dent,
deqk,
degz,
dedz,
dedj,appendage
debz,
deps,
dets,
detx,
deks,
desp,
dest,
desk,
deft,
damp,
dand,
dant,
daqk,
dagz,
dadj,
dabz,
datx,
dask,desk
daft,
darg,
darb,follow
dart,east
darv,
dald,
dalb,
dalt,dependent
dalv,
dalf,
domp,dump
dond,
dont,
doqk,
dogz,
dodz,
dodj,
dobz,
